"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PUERTO INCA (000)",28541,1714,8314,5779,4584,3610,2339,1236,965
"Quechua (001)",1582,8,117,177,298,380,270,158,174
"Aymara (002)",81,2,7,6,14,17,12,16,7
"Ashaninca (003)",545,33,131,86,82,84,59,37,33
"Otra lengua nativa (004)",731,56,254,145,95,82,55,29,15
"Castellano (005)",25541,1611,7790,5347,4086,3042,1938,992,735
"Idioma extranjero (006)",2,,,,,,1,1,
"Es sordomudo/a (007)",59,4,15,18,9,5,4,3,1
"Hombres (009)",15722,894,4338,3127,2560,2040,1432,744,587
"Quechua (010)",876,8,57,99,172,205,159,85,91
"Aymara (011)",47,2,4,2,7,14,5,8,5
"Ashaninca (012)",243,16,56,38,33,38,25,24,13
"Otra lengua nativa (013)",365,24,127,70,50,39,28,20,7
"Castellano (014)",14154,842,4084,2907,2293,1742,1211,605,470
"Idioma extranjero (015)",1,,,,,,1,,
"Es sordomudo/a (016)",36,2,10,11,5,2,3,2,1
"Mujeres (018)",12819,820,3976,2652,2024,1570,907,492,378
"Quechua (019)",706,,60,78,126,175,111,73,83
"Aymara (020)",34,,3,4,7,3,7,8,2
"Ashaninca (021)",302,17,75,48,49,46,34,13,20
"Otra lengua nativa (022)",366,32,127,75,45,43,27,9,8
"Castellano (023)",11387,769,3706,2440,1793,1300,727,387,265
"Idioma extranjero (024)",1,,,,,,,1,
"Es sordomudo/a (025)",23,2,5,7,4,3,1,1,
,,,,,,,,,
"URBANA (027)",5764,275,1606,1155,918,817,516,258,219
"Quechua (028)",176,,9,18,35,40,35,21,18
"Aymara (029)",11,1,,,1,4,3,2,
"Ashaninca (030)",13,,1,1,3,4,3,,1
"Otra lengua nativa (031)",12,,4,2,1,2,2,1,
"Castellano (032)",5547,274,1591,1132,878,767,473,233,199
"Idioma extranjero (033)",1,,,,,,,1,
"Es sordomudo/a (034)",4,,1,2,,,,,1
"Hombres (036)",2997,139,806,602,458,411,314,134,133
"Quechua (037)",98,,4,11,23,21,20,10,9
"Aymara (038)",4,1,,,,2,,1,
"Ashaninca (039)",4,,1,,1,2,,,
"Otra lengua nativa (040)",7,,2,2,,1,2,,
"Castellano (041)",2882,138,799,588,434,385,292,123,123
"Es sordomudo/a (043)",2,,,1,,,,,1
"Mujeres (045)",2767,136,800,553,460,406,202,124,86
"Quechua (046)",78,,5,7,12,19,15,11,9
"Aymara (047)",7,,,,1,2,3,1,
"Ashaninca (048)",9,,,1,2,2,3,,1
"Otra lengua nativa (049)",5,,2,,1,1,,1,
"Castellano (050)",2665,136,792,544,444,382,181,110,76
"Idioma extranjero (051)",1,,,,,,,1,
"Es sordomudo/a (052)",2,,1,1,,,,,
,,,,,,,,,
"RURAL (054)",22777,1439,6708,4624,3666,2793,1823,978,746
"Quechua (055)",1406,8,108,159,263,340,235,137,156
"Aymara (056)",70,1,7,6,13,13,9,14,7
"Ashaninca (057)",532,33,130,85,79,80,56,37,32
"Otra lengua nativa (058)",719,56,250,143,94,80,53,28,15
"Castellano (059)",19994,1337,6199,4215,3208,2275,1465,759,536
"Idioma extranjero (060)",1,,,,,,1,,
"Es sordomudo/a (061)",55,4,14,16,9,5,4,3,
"Hombres (063)",12725,755,3532,2525,2102,1629,1118,610,454
"Quechua (064)",778,8,53,88,149,184,139,75,82
"Aymara (065)",43,1,4,2,7,12,5,7,5
"Ashaninca (066)",239,16,55,38,32,36,25,24,13
"Otra lengua nativa (067)",358,24,125,68,50,38,26,20,7
"Castellano (068)",11272,704,3285,2319,1859,1357,919,482,347
"Idioma extranjero (069)",1,,,,,,1,,
"Es sordomudo/a (070)",34,2,10,10,5,2,3,2,
"Mujeres (072)",10052,684,3176,2099,1564,1164,705,368,292
"Quechua (073)",628,,55,71,114,156,96,62,74
"Aymara (074)",27,,3,4,6,1,4,7,2
"Ashaninca (075)",293,17,75,47,47,44,31,13,19
"Otra lengua nativa (076)",361,32,125,75,44,42,27,8,8
"Castellano (077)",8722,633,2914,1896,1349,918,546,277,189
"Es sordomudo/a (079)",21,2,4,6,4,3,1,1,
