"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ACOMAYO (000)",18583,3269,2723,3235,3282,2213,3861
"Conviviente (001)",4598,59,852,1820,1144,414,309
"Separado(a) (002)",320,5,61,78,67,48,61
"Casado(a) (003)",6203,9,84,896,1800,1386,2028
"Viudo(a) (004)",1720,,3,26,106,268,1317
"Divorciado(a) (005)",63,,3,9,15,16,20
"Soltero(a) (006)",5679,3196,1720,406,150,81,126
"Hombres (008)",9059,1700,1415,1583,1649,1110,1602
"Conviviente (009)",2237,30,269,924,629,232,153
"Separado(a) (010)",88,2,6,15,26,18,21
"Casado(a) (011)",3024,4,23,368,856,733,1040
"Viudo(a) (012)",434,,1,3,35,71,324
"Divorciado(a) (013)",25,,,1,6,9,9
"Soltero(a) (014)",3251,1664,1116,272,97,47,55
"Mujeres (016)",9524,1569,1308,1652,1633,1103,2259
"Conviviente (017)",2361,29,583,896,515,182,156
"Separado(a) (018)",232,3,55,63,41,30,40
"Casado(a) (019)",3179,5,61,528,944,653,988
"Viudo(a) (020)",1286,,2,23,71,197,993
"Divorciado(a) (021)",38,,3,8,9,7,11
"Soltero(a) (022)",2428,1532,604,134,53,34,71
,,,,,,,
"URBANA (024)",10065,1780,1388,1681,1783,1230,2203
"Conviviente (025)",2460,43,422,948,640,226,181
"Separado(a) (026)",192,1,34,49,36,32,40
"Casado(a) (027)",3446,6,38,432,950,800,1220
"Viudo(a) (028)",844,,3,8,59,111,663
"Divorciado(a) (029)",38,,2,7,7,9,13
"Soltero(a) (030)",3085,1730,889,237,91,52,86
"Hombres (032)",4866,925,704,822,881,623,911
"Conviviente (033)",1189,22,135,473,351,121,87
"Separado(a) (034)",49,1,3,9,11,13,12
"Casado(a) (035)",1662,2,13,174,443,423,607
"Viudo(a) (036)",211,,1,,17,29,164
"Divorciado(a) (037)",13,,,1,1,6,5
"Soltero(a) (038)",1742,900,552,165,58,31,36
"Mujeres (040)",5199,855,684,859,902,607,1292
"Conviviente (041)",1271,21,287,475,289,105,94
"Separado(a) (042)",143,,31,40,25,19,28
"Casado(a) (043)",1784,4,25,258,507,377,613
"Viudo(a) (044)",633,,2,8,42,82,499
"Divorciado(a) (045)",25,,2,6,6,3,8
"Soltero(a) (046)",1343,830,337,72,33,21,50
,,,,,,,
"RURAL (048)",8518,1489,1335,1554,1499,983,1658
"Conviviente (049)",2138,16,430,872,504,188,128
"Separado(a) (050)",128,4,27,29,31,16,21
"Casado(a) (051)",2757,3,46,464,850,586,808
"Viudo(a) (052)",876,,,18,47,157,654
"Divorciado(a) (053)",25,,1,2,8,7,7
"Soltero(a) (054)",2594,1466,831,169,59,29,40
"Hombres (056)",4193,775,711,761,768,487,691
"Conviviente (057)",1048,8,134,451,278,111,66
"Separado(a) (058)",39,1,3,6,15,5,9
"Casado(a) (059)",1362,2,10,194,413,310,433
"Viudo(a) (060)",223,,,3,18,42,160
"Divorciado(a) (061)",12,,,,5,3,4
"Soltero(a) (062)",1509,764,564,107,39,16,19
"Mujeres (064)",4325,714,624,793,731,496,967
"Conviviente (065)",1090,8,296,421,226,77,62
"Separado(a) (066)",89,3,24,23,16,11,12
"Casado(a) (067)",1395,1,36,270,437,276,375
"Viudo(a) (068)",653,,,15,29,115,494
"Divorciado(a) (069)",13,,1,2,3,4,3
"Soltero(a) (070)",1085,702,267,62,20,13,21
