"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia DATEM DEL MARAÑON",,,,,,,,
"Hogares (001)",8777,2437,1226,413,21,375,93,5705
"Ocupantes presentes (002)",48859,13512,6324,2175,129,1860,440,32046
"Casa independiente",,,,,,,,
"Hogares (004)",8103,2233,1158,388,21,360,87,5268
"Ocupantes presentes (005)",45218,12391,6010,2030,129,1788,411,29703
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",68,29,41,8,,9,5,21
"Ocupantes presentes (011)",234,91,161,27,,35,23,64
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",21,7,4,1,,1,,11
"Ocupantes presentes (014)",87,30,22,5,,5,,40
"Choza o cabaña",,,,,,,,
"Hogares (016)",556,158,17,15,,3,,388
"Ocupantes presentes (017)",3190,959,107,107,,22,,2155
"Vivienda improvisada",,,,,,,,
"Hogares (019)",15,7,5,1,,2,1,6
"Ocupantes presentes (020)",70,32,22,6,,10,6,33
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",7,2,1,,,,,5
"Ocupantes presentes (023)",21,3,2,,,,,18
"Otro tipo",,,,,,,,
"Hogares (025)",7,1,,,,,,6
"Ocupantes presentes (026)",39,6,,,,,,33
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2586,1014,1064,289,20,344,89,1073
"Ocupantes presentes (029)",13371,5248,5394,1435,120,1702,423,5611
"Casa independiente",,,,,,,,
"Hogares (031)",2479,969,1013,279,20,332,83,1034
"Ocupantes presentes (032)",12972,5092,5187,1397,120,1652,394,5469
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",68,29,41,8,,9,5,21
"Ocupantes presentes (038)",234,91,161,27,,35,23,64
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",21,7,4,1,,1,,11
"Ocupantes presentes (041)",87,30,22,5,,5,,40
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",15,7,5,1,,2,1,6
"Ocupantes presentes (047)",70,32,22,6,,10,6,33
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",3,2,1,,,,,1
"Ocupantes presentes (050)",8,3,2,,,,,5
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",6191,1423,162,124,1,31,4,4632
"Ocupantes presentes (056)",35488,8264,930,740,9,158,17,26435
"Casa independiente",,,,,,,,
"Hogares (058)",5624,1264,145,109,1,28,4,4234
"Ocupantes presentes (059)",32246,7299,823,633,9,136,17,24234
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",556,158,17,15,,3,,388
"Ocupantes presentes (071)",3190,959,107,107,,22,,2155
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",4,,,,,,,4
"Ocupantes presentes (077)",13,,,,,,,13
"Otro tipo",,,,,,,,
"Hogares (079)",7,1,,,,,,6
"Ocupantes presentes (080)",39,6,,,,,,33
