"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ICA (000)",321332,27851,94936,22759,177411
"Menos de 1 año (001)",5667,1471,1505,192,2512
"De 1 a 14 años (002)",83001,16646,23513,4094,39112
"De 15 a 29 años (003)",91110,5229,17910,6240,61983
"De 30 a 44 años (004)",66293,2405,20841,6243,37334
"De 45 a 64 años (005)",51270,1456,18976,4431,26771
"De 65 y mas años (006)",23991,644,12191,1559,9699
"Hombres (008)",157232,13083,45945,12109,87016
"Menos de 1 año (009)",2943,765,767,105,1312
"De 1 a 14 años (010)",42260,8546,11950,2136,19819
"De 15 a 29 años (011)",44863,1983,8822,3409,30777
"De 30 a 44 años (012)",31455,829,9460,3222,18260
"De 45 a 64 años (013)",24121,642,8728,2398,12577
"De 65 y mas años (014)",11590,318,6218,839,4271
"Mujeres (016)",164100,14768,48991,10650,90395
"Menos de 1 año (017)",2724,706,738,87,1200
"De 1 a 14 años (018)",40741,8100,11563,1958,19293
"De 15 a 29 años (019)",46247,3246,9088,2831,31206
"De 30 a 44 años (020)",34838,1576,11381,3021,19074
"De 45 a 64 años (021)",27149,814,10248,2033,14194
"De 65 y mas años (022)",12401,326,5973,720,5428
,,,,,
"URBANA (024)",293950,24930,86294,21350,162939
"Menos de 1 año (025)",5140,1320,1350,172,2311
"De 1 a 14 años (026)",76270,14741,21656,3883,36332
"De 15 a 29 años (027)",83191,4721,15745,5818,57143
"De 30 a 44 años (028)",60807,2195,18951,5823,34357
"De 45 a 64 años (029)",46996,1358,17600,4180,24214
"De 65 y mas años (030)",21546,595,10992,1474,8582
"Hombres (032)",143175,11670,41261,11325,79800
"Menos de 1 año (033)",2678,684,693,96,1211
"De 1 a 14 años (034)",38797,7578,10991,2030,18373
"De 15 a 29 años (035)",40762,1753,7633,3158,28338
"De 30 a 44 años (036)",28677,758,8447,2996,16784
"De 45 a 64 años (037)",21964,600,7973,2253,11356
"De 65 y mas años (038)",10297,297,5524,792,3738
"Mujeres (040)",150775,13260,45033,10025,83139
"Menos de 1 año (041)",2462,636,657,76,1100
"De 1 a 14 años (042)",37473,7163,10665,1853,17959
"De 15 a 29 años (043)",42429,2968,8112,2660,28805
"De 30 a 44 años (044)",32130,1437,10504,2827,17573
"De 45 a 64 años (045)",25032,758,9627,1927,12858
"De 65 y mas años (046)",11249,298,5468,682,4844
,,,,,
"RURAL (048)",27382,2921,8642,1409,14472
"Menos de 1 año (049)",527,151,155,20,201
"De 1 a 14 años (050)",6731,1905,1857,211,2780
"De 15 a 29 años (051)",7919,508,2165,422,4840
"De 30 a 44 años (052)",5486,210,1890,420,2977
"De 45 a 64 años (053)",4274,98,1376,251,2557
"De 65 y mas años (054)",2445,49,1199,85,1117
"Hombres (056)",14057,1413,4684,784,7216
"Menos de 1 año (057)",265,81,74,9,101
"De 1 a 14 años (058)",3463,968,959,106,1446
"De 15 a 29 años (059)",4101,230,1189,251,2439
"De 30 a 44 años (060)",2778,71,1013,226,1476
"De 45 a 64 años (061)",2157,42,755,145,1221
"De 65 y mas años (062)",1293,21,694,47,533
"Mujeres (064)",13325,1508,3958,625,7256
"Menos de 1 año (065)",262,70,81,11,100
"De 1 a 14 años (066)",3268,937,898,105,1334
"De 15 a 29 años (067)",3818,278,976,171,2401
"De 30 a 44 años (068)",2708,139,877,194,1501
"De 45 a 64 años (069)",2117,56,621,106,1336
"De 65 y mas años (070)",1152,28,505,38,584
