"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TAHUAMANU (000)",143,3,89,39,12,
"Conviviente (001)",58,,28,26,4,
"Separado(a) (002)",3,,1,,2,
"Casado(a) (003)",14,,2,9,3,
"Viudo(a) (004)",1,,1,,,
"Divorciado(a) (005)",3,,1,1,1,
"Soltero(a) (006)",64,3,56,3,2,
"Hombres (008)",101,3,61,26,11,
"Conviviente (009)",42,,19,20,3,
"Separado(a) (010)",3,,1,,2,
"Casado(a) (011)",9,,1,5,3,
"Divorciado(a) (013)",2,,1,,1,
"Soltero(a) (014)",45,3,39,1,2,
"Mujeres (016)",42,,28,13,1,
"Conviviente (017)",16,,9,6,1,
"Casado(a) (019)",5,,1,4,,
"Viudo(a) (020)",1,,1,,,
"Divorciado(a) (021)",1,,,1,,
"Soltero(a) (022)",19,,17,2,,
,,,,,,
"AREA URBANA (024)",129,2,82,35,10,
"Conviviente (025)",50,,25,22,3,
"Separado(a) (026)",3,,1,,2,
"Casado(a) (027)",13,,1,9,3,
"Viudo(a) (028)",1,,1,,,
"Divorciado(a) (029)",3,,1,1,1,
"Soltero(a) (030)",59,2,53,3,1,
"Hombres (032)",90,2,55,23,10,
"Conviviente (033)",36,,16,17,3,
"Separado(a) (034)",3,,1,,2,
"Casado(a) (035)",9,,1,5,3,
"Divorciado(a) (037)",2,,1,,1,
"Soltero(a) (038)",40,2,36,1,1,
"Mujeres (040)",39,,27,12,,
"Conviviente (041)",14,,9,5,,
"Casado(a) (043)",4,,,4,,
"Viudo(a) (044)",1,,1,,,
"Divorciado(a) (045)",1,,,1,,
"Soltero(a) (046)",19,,17,2,,
,,,,,,
"AREA RURAL (048)",14,1,7,4,2,
"Conviviente (049)",8,,3,4,1,
"Casado(a) (051)",1,,1,,,
"Soltero(a) (054)",5,1,3,,1,
"Hombres (056)",11,1,6,3,1,
"Conviviente (057)",6,,3,3,,
"Soltero(a) (062)",5,1,3,,1,
"Mujeres (064)",3,,1,1,1,
"Conviviente (065)",2,,,1,1,
"Casado(a) (067)",1,,1,,,
