"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",6732,62,1967,2469,839,293,129,50,8,,915
"Sin Nivel (001)",1136,17,337,413,128,57,21,16,4,,143
"Educación Inicial (002)",9,1,4,1,,1,,,,,2
"Primaria (003)",2385,21,824,882,264,89,57,21,3,,224
"Secundaria (004)",1724,16,548,678,169,39,17,6,1,,250
"Sup. no Univ. Incompleta (005)",382,5,100,131,46,9,5,,,,86
"Sup. no Univ. Completa (006)",504,,66,184,117,31,14,3,,,89
"Sup. Univ. Incompleta (007)",170,1,35,69,19,7,,,,,39
"Sup. Univ. Completa (008)",422,1,53,111,96,60,15,4,,,82
,,,,,,,,,,,
"URBANA (010)",2985,29,840,1082,381,151,73,23,3,,403
"Sin Nivel (011)",356,7,110,111,40,22,8,9,2,,47
"Educación Inicial (012)",3,,1,,,1,,,,,1
"Primaria (013)",988,9,334,370,105,44,35,8,,,83
"Secundaria (014)",778,9,254,315,75,20,10,1,1,,93
"Sup. no Univ. Incompleta (015)",180,2,48,54,21,4,2,,,,49
"Sup. no Univ. Completa (016)",290,,38,116,63,17,7,2,,,47
"Sup. Univ. Incompleta (017)",89,1,15,34,12,3,,,,,24
"Sup. Univ. Completa (018)",301,1,40,82,65,40,11,3,,,59
,,,,,,,,,,,
"RURAL (020)",3747,33,1127,1387,458,142,56,27,5,,512
"Sin Nivel (021)",780,10,227,302,88,35,13,7,2,,96
"Educación Inicial (022)",6,1,3,1,,,,,,,1
"Primaria (023)",1397,12,490,512,159,45,22,13,3,,141
"Secundaria (024)",946,7,294,363,94,19,7,5,,,157
"Sup. no Univ. Incompleta (025)",202,3,52,77,25,5,3,,,,37
"Sup. no Univ. Completa (026)",214,,28,68,54,14,7,1,,,42
"Sup. Univ. Incompleta (027)",81,,20,35,7,4,,,,,15
"Sup. Univ. Completa (028)",121,,13,29,31,20,4,1,,,23
