"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia SAN MIGUEL",,,,,,,,
"Viviendas particulares (001)",14703,13153,1312,21,39,164,9,5
"Ocupantes presentes (002)",55940,50470,4662,78,121,557,37,15
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",14335,12803,1295,21,39,163,9,5
"Ocupantes presentes (005)",54536,49136,4596,78,121,553,37,15
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",5,,5,,,,,
"Ocupantes presentes (011)",33,,33,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",7,4,2,,,1,,
"Ocupantes presentes (014)",21,9,8,,,4,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",343,340,3,,,,,
"Ocupantes presentes (017)",1311,1302,9,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",5,3,2,,,,,
"Ocupantes presentes (020)",18,15,3,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,2,5,,,,,
"Ocupantes presentes (023)",20,7,13,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2536,1487,877,19,24,122,2,5
"Ocupantes presentes (029)",8930,5200,3158,67,74,406,10,15
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2518,1480,867,19,24,121,2,5
"Ocupantes presentes (032)",8857,5176,3113,67,74,402,10,15
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",5,,5,,,,,
"Ocupantes presentes (038)",33,,33,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",7,4,2,,,1,,
"Ocupantes presentes (041)",21,9,8,,,4,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",5,3,2,,,,,
"Ocupantes presentes (047)",18,15,3,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,
"Ocupantes presentes (050)",1,,1,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",12167,11666,435,2,15,42,7,
"Ocupantes presentes (056)",47010,45270,1504,11,47,151,27,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",11817,11323,428,2,15,42,7,
"Ocupantes presentes (059)",45679,43960,1483,11,47,151,27,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",343,340,3,,,,,
"Ocupantes presentes (071)",1311,1302,9,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",6,2,4,,,,,
"Ocupantes presentes (077)",19,7,12,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,
