"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CASTILLA (000)",36178,1558,7706,6076,6083,5361,3853,2409,3132
"Quechua (001)",6700,136,735,891,1100,1164,1052,750,872
"Aymara (002)",545,2,6,89,123,150,90,52,33
"Ashaninca (003)",6,1,,2,,,1,2,
"Otra lengua nativa (004)",31,1,5,6,4,9,,2,4
"Castellano (005)",28840,1416,6946,5075,4848,4032,2703,1603,2217
"Idioma extranjero (006)",7,,,,2,2,1,,2
"Es sordomudo/a (007)",49,2,14,13,6,4,6,,4
"Hombres (009)",19140,773,3939,3171,3331,2886,2152,1308,1580
"Quechua (010)",3485,75,375,454,600,637,543,404,397
"Aymara (011)",334,1,2,46,78,88,62,36,21
"Ashaninca (012)",4,1,,1,,,,2,
"Otra lengua nativa (013)",15,,2,4,3,5,,,1
"Castellano (014)",15271,695,3554,2658,2648,2150,1543,866,1157
"Idioma extranjero (015)",5,,,,1,2,1,,1
"Es sordomudo/a (016)",26,1,6,8,1,4,3,,3
"Mujeres (018)",17038,785,3767,2905,2752,2475,1701,1101,1552
"Quechua (019)",3215,61,360,437,500,527,509,346,475
"Aymara (020)",211,1,4,43,45,62,28,16,12
"Ashaninca (021)",2,,,1,,,1,,
"Otra lengua nativa (022)",16,1,3,2,1,4,,2,3
"Castellano (023)",13569,721,3392,2417,2200,1882,1160,737,1060
"Idioma extranjero (024)",2,,,,1,,,,1
"Es sordomudo/a (025)",23,1,8,5,5,,3,,1
,,,,,,,,,
"URBANA (027)",20599,895,4527,3478,3619,3080,2154,1273,1573
"Quechua (028)",3118,19,197,363,552,587,565,393,442
"Aymara (029)",273,,1,45,51,78,54,31,13
"Ashaninca (030)",5,1,,2,,,1,1,
"Otra lengua nativa (031)",31,1,5,6,4,9,,2,4
"Castellano (032)",17143,872,4316,3056,3008,2403,1532,846,1110
"Idioma extranjero (033)",7,,,,2,2,1,,2
"Es sordomudo/a (034)",22,2,8,6,2,1,1,,2
"Hombres (036)",10630,437,2292,1762,1888,1600,1193,679,779
"Quechua (037)",1555,8,102,180,269,305,295,208,188
"Aymara (038)",170,,,25,34,43,37,22,9
"Ashaninca (039)",3,1,,1,,,,1,
"Otra lengua nativa (040)",15,,2,4,3,5,,,1
"Castellano (041)",8872,427,2185,1549,1581,1244,860,448,578
"Idioma extranjero (042)",5,,,,1,2,1,,1
"Es sordomudo/a (043)",10,1,3,3,,1,,,2
"Mujeres (045)",9969,458,2235,1716,1731,1480,961,594,794
"Quechua (046)",1563,11,95,183,283,282,270,185,254
"Aymara (047)",103,,1,20,17,35,17,9,4
"Ashaninca (048)",2,,,1,,,1,,
"Otra lengua nativa (049)",16,1,3,2,1,4,,2,3
"Castellano (050)",8271,445,2131,1507,1427,1159,672,398,532
"Idioma extranjero (051)",2,,,,1,,,,1
"Es sordomudo/a (052)",12,1,5,3,2,,1,,
,,,,,,,,,
"RURAL (054)",15579,663,3179,2598,2464,2281,1699,1136,1559
"Quechua (055)",3582,117,538,528,548,577,487,357,430
"Aymara (056)",272,2,5,44,72,72,36,21,20
"Ashaninca (057)",1,,,,,,,1,
"Castellano (059)",11697,544,2630,2019,1840,1629,1171,757,1107
"Es sordomudo/a (061)",27,,6,7,4,3,5,,2
"Hombres (063)",8510,336,1647,1409,1443,1286,959,629,801
"Quechua (064)",1930,67,273,274,331,332,248,196,209
"Aymara (065)",164,1,2,21,44,45,25,14,12
"Ashaninca (066)",1,,,,,,,1,
"Castellano (068)",6399,268,1369,1109,1067,906,683,418,579
"Es sordomudo/a (070)",16,,3,5,1,3,3,,1
"Mujeres (072)",7069,327,1532,1189,1021,995,740,507,758
"Quechua (073)",1652,50,265,254,217,245,239,161,221
"Aymara (074)",108,1,3,23,28,27,11,7,8
"Castellano (077)",5298,276,1261,910,773,723,488,339,528
"Es sordomudo/a (079)",11,,3,2,3,,2,,1
