"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia HUALGAYOC",,,,,,,,,
"Viviendas particulares (001)",22345,12962,6168,1635,849,270,209,88,164
"Ocupantes presentes (002)",88199,48365,25461,7069,3816,1230,1017,423,818
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",21609,12404,6065,1607,834,256,204,86,153
"Ocupantes presentes (005)",85654,46567,25042,6942,3754,1164,996,417,772
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",76,49,8,4,1,2,3,2,7
"Ocupantes presentes (008)",179,81,36,12,2,8,6,6,28
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",97,67,13,5,4,2,2,,4
"Ocupantes presentes (011)",331,189,39,36,30,4,15,,18
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",186,117,40,11,9,9,,,
"Ocupantes presentes (014)",562,308,135,42,27,50,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",373,322,42,7,1,1,,,
"Ocupantes presentes (017)",1459,1209,209,34,3,4,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,1,,,,,
"Ocupantes presentes (020)",3,,,3,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,2,,,,,,,
"Ocupantes presentes (023)",7,7,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4937,1466,1769,605,504,213,163,71,146
"Ocupantes presentes (029)",19077,4937,6664,2457,2211,935,785,355,733
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4574,1230,1708,584,490,200,158,69,135
"Ocupantes presentes (032)",17991,4348,6454,2364,2152,873,764,349,687
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",76,49,8,4,1,2,3,2,7
"Ocupantes presentes (035)",179,81,36,12,2,8,6,6,28
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",97,67,13,5,4,2,2,,4
"Ocupantes presentes (038)",331,189,39,36,30,4,15,,18
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",186,117,40,11,9,9,,,
"Ocupantes presentes (041)",562,308,135,42,27,50,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,1,,,,,
"Ocupantes presentes (047)",3,,,3,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,,
"Ocupantes presentes (050)",7,7,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",17408,11496,4399,1030,345,57,46,17,18
"Ocupantes presentes (056)",69122,43428,18797,4612,1605,295,232,68,85
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",17035,11174,4357,1023,344,56,46,17,18
"Ocupantes presentes (059)",67663,42219,18588,4578,1602,291,232,68,85
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",373,322,42,7,1,1,,,
"Ocupantes presentes (071)",1459,1209,209,34,3,4,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
