"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TAMBOPATA (000)",67849,14702,24394,16899,9673,2181
"Hombres (001)",36011,7472,12244,9092,5893,1310
"Mujeres (002)",31838,7230,12150,7807,3780,871
"PEA (003)",34985,580,13647,12666,7124,968
"Hombres (004)",23097,354,8662,8148,5153,780
"Mujeres (005)",11888,226,4985,4518,1971,188
"Ocupada (006)",34005,564,13115,12393,6982,951
"Hombres (007)",22485,346,8357,7969,5049,764
"Mujeres (008)",11520,218,4758,4424,1933,187
"Desocupada (009)",980,16,532,273,142,17
"Hombres (010)",612,8,305,179,104,16
"Mujeres (011)",368,8,227,94,38,1
"No PEA (012)",32864,14122,10747,4233,2549,1213
"Hombres (013)",12914,7118,3582,944,740,530
"Mujeres (014)",19950,7004,7165,3289,1809,683
,,,,,,
"URBANA (018)",56607,12564,20375,14130,7932,1606
"Hombres (019)",29192,6385,9887,7318,4696,906
"Mujeres (020)",27415,6179,10488,6812,3236,700
"PEA (021)",28512,495,11071,10554,5778,614
"Hombres (022)",18005,290,6711,6491,4034,479
"Mujeres (023)",10507,205,4360,4063,1744,135
"Ocupada (024)",27624,482,10595,10298,5648,601
"Hombres (025)",17458,284,6442,6326,3939,467
"Mujeres (026)",10166,198,4153,3972,1709,134
"Desocupada (027)",888,13,476,256,130,13
"Hombres (028)",547,6,269,165,95,12
"Mujeres (029)",341,7,207,91,35,1
"No PEA (030)",28095,12069,9304,3576,2154,992
"Hombres (031)",11187,6095,3176,827,662,427
"Mujeres (032)",16908,5974,6128,2749,1492,565
,,,,,,
"RURAL (036)",11242,2138,4019,2769,1741,575
"Hombres (037)",6819,1087,2357,1774,1197,404
"Mujeres (038)",4423,1051,1662,995,544,171
"PEA (039)",6473,85,2576,2112,1346,354
"Hombres (040)",5092,64,1951,1657,1119,301
"Mujeres (041)",1381,21,625,455,227,53
"Ocupada (042)",6381,82,2520,2095,1334,350
"Hombres (043)",5027,62,1915,1643,1110,297
"Mujeres (044)",1354,20,605,452,224,53
"Desocupada (045)",92,3,56,17,12,4
"Hombres (046)",65,2,36,14,9,4
"Mujeres (047)",27,1,20,3,3,
"No PEA (048)",4769,2053,1443,657,395,221
"Hombres (049)",1727,1023,406,117,78,103
"Mujeres (050)",3042,1030,1037,540,317,118
