"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia MANU",,,,,,,
"Viviendas particulares (001)",4749,249,145,406,700,325,2924
"Ocupantes presentes (002)",18562,959,518,1486,2923,1282,11394
"Casa independiente",,,,,,,
"Viviendas particulares (004)",4022,224,136,372,637,315,2338
"Ocupantes presentes (005)",15495,873,491,1357,2662,1249,8863
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",40,8,3,,,,29
"Ocupantes presentes (011)",144,42,8,,,,94
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",59,10,5,,,,44
"Ocupantes presentes (014)",199,30,18,,,,151
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",514,1,,27,49,8,429
"Ocupantes presentes (017)",2388,4,,115,221,25,2023
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",56,6,1,4,11,2,32
"Ocupantes presentes (020)",148,10,1,9,31,8,89
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",22,,,1,2,,19
"Ocupantes presentes (023)",61,,,1,7,,53
"Otro tipo",,,,,,,
"Viviendas particulares (025)",36,,,2,1,,33
"Ocupantes presentes (026)",127,,,4,2,,121
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1843,136,89,198,178,167,1075
"Ocupantes presentes (029)",7013,515,349,721,767,690,3971
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1670,112,80,191,165,165,957
"Ocupantes presentes (032)",6478,433,322,707,729,682,3605
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",40,8,3,,,,29
"Ocupantes presentes (038)",144,42,8,,,,94
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",59,10,5,,,,44
"Ocupantes presentes (041)",199,30,18,,,,151
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",56,6,1,4,11,2,32
"Ocupantes presentes (047)",148,10,1,9,31,8,89
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",15,,,1,2,,12
"Ocupantes presentes (050)",39,,,1,7,,31
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,,,2,,,1
"Ocupantes presentes (053)",5,,,4,,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2906,113,56,208,522,158,1849
"Ocupantes presentes (056)",11549,444,169,765,2156,592,7423
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2352,112,56,181,472,150,1381
"Ocupantes presentes (059)",9017,440,169,650,1933,567,5258
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",514,1,,27,49,8,429
"Ocupantes presentes (071)",2388,4,,115,221,25,2023
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",7,,,,,,7
"Ocupantes presentes (077)",22,,,,,,22
"Otro tipo",,,,,,,
"Viviendas particulares (079)",33,,,,1,,32
"Ocupantes presentes (080)",122,,,,2,,120
