"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PASCO (000)",49019,381,16777,19154,10896,1811
"Empleado (001)",12508,26,4451,5355,2581,95
"Obrero (002)",14080,51,5306,5922,2589,212
"Trabajador independiente (003)",17120,53,4429,6525,4843,1270
"Empleador o patrono (004)",664,,168,249,207,40
"Trabajador familiar no remunerado (005)",3926,224,2039,927,563,173
"Trabajador del hogar (006)",721,27,384,176,113,21
"Hombres (008)",35763,244,12153,13936,8067,1363
"Empleado (009)",7501,11,2514,3162,1741,73
"Obrero (010)",13141,43,4897,5592,2431,178
"Trabajador independiente (011)",12205,34,3173,4543,3473,982
"Empleador o patrono (012)",522,,132,190,164,36
"Trabajador familiar no remunerado (013)",2272,152,1371,423,235,91
"Trabajador del hogar (014)",122,4,66,26,23,3
"Mujeres (016)",13256,137,4624,5218,2829,448
"Empleado (017)",5007,15,1937,2193,840,22
"Obrero (018)",939,8,409,330,158,34
"Trabajador independiente (019)",4915,19,1256,1982,1370,288
"Empleador o patrono (020)",142,,36,59,43,4
"Trabajador familiar no remunerado (021)",1654,72,668,504,328,82
"Trabajador del hogar (022)",599,23,318,150,90,18
,,,,,,
"URBANA (024)",37525,270,12630,15086,8442,1097
"Empleado (025)",11476,26,4023,4892,2444,91
"Obrero (026)",11014,40,4059,4638,2137,140
"Trabajador independiente (027)",11975,46,3227,4696,3278,728
"Empleador o patrono (028)",509,,133,196,152,28
"Trabajador familiar no remunerado (029)",1907,138,849,495,332,93
"Trabajador del hogar (030)",644,20,339,169,99,17
"Hombres (032)",26318,163,8842,10499,6018,796
"Empleado (033)",6708,11,2221,2781,1626,69
"Obrero (034)",10361,35,3779,4394,2032,121
"Trabajador independiente (035)",7832,28,2190,2977,2111,526
"Empleador o patrono (036)",384,,100,142,117,25
"Trabajador familiar no remunerado (037)",926,87,493,179,113,54
"Trabajador del hogar (038)",107,2,59,26,19,1
"Mujeres (040)",11207,107,3788,4587,2424,301
"Empleado (041)",4768,15,1802,2111,818,22
"Obrero (042)",653,5,280,244,105,19
"Trabajador independiente (043)",4143,18,1037,1719,1167,202
"Empleador o patrono (044)",125,,33,54,35,3
"Trabajador familiar no remunerado (045)",981,51,356,316,219,39
"Trabajador del hogar (046)",537,18,280,143,80,16
,,,,,,
"RURAL (048)",11494,111,4147,4068,2454,714
"Empleado (049)",1032,,428,463,137,4
"Obrero (050)",3066,11,1247,1284,452,72
"Trabajador independiente (051)",5145,7,1202,1829,1565,542
"Empleador o patrono (052)",155,,35,53,55,12
"Trabajador familiar no remunerado (053)",2019,86,1190,432,231,80
"Trabajador del hogar (054)",77,7,45,7,14,4
"Hombres (056)",9445,81,3311,3437,2049,567
"Empleado (057)",793,,293,381,115,4
"Obrero (058)",2780,8,1118,1198,399,57
"Trabajador independiente (059)",4373,6,983,1566,1362,456
"Empleador o patrono (060)",138,,32,48,47,11
"Trabajador familiar no remunerado (061)",1346,65,878,244,122,37
"Trabajador del hogar (062)",15,2,7,,4,2
"Mujeres (064)",2049,30,836,631,405,147
"Empleado (065)",239,,135,82,22,
"Obrero (066)",286,3,129,86,53,15
"Trabajador independiente (067)",772,1,219,263,203,86
"Empleador o patrono (068)",17,,3,5,8,1
"Trabajador familiar no remunerado (069)",673,21,312,188,109,43
"Trabajador del hogar (070)",62,5,38,7,10,2
