"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia JUNIN",,,,,,
"Viviendas particulares (001)",8792,8635,144,12,1,
"Ocupantes presentes (002)",29950,28777,1026,132,15,
"Casa independiente",,,,,,
"Viviendas particulares (004)",8289,8155,123,10,1,
"Ocupantes presentes (005)",28475,27458,891,111,15,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",26,24,2,,,
"Ocupantes presentes (011)",97,83,14,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",195,174,19,2,,
"Ocupantes presentes (014)",725,583,121,21,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",276,276,,,,
"Ocupantes presentes (017)",642,642,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",6,6,,,,
"Ocupantes presentes (023)",11,11,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",5879,5725,141,12,1,
"Ocupantes presentes (029)",21080,19920,1013,132,15,
"Casa independiente",,,,,,
"Viviendas particulares (031)",5654,5523,120,10,1,
"Ocupantes presentes (032)",20249,19245,878,111,15,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",26,24,2,,,
"Ocupantes presentes (038)",97,83,14,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",195,174,19,2,,
"Ocupantes presentes (041)",725,583,121,21,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",4,4,,,,
"Ocupantes presentes (050)",9,9,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2913,2910,3,,,
"Ocupantes presentes (056)",8870,8857,13,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2635,2632,3,,,
"Ocupantes presentes (059)",8226,8213,13,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",276,276,,,,
"Ocupantes presentes (071)",642,642,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",2,2,,,,
"Otro tipo",,,,,,
