"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD",,,,,,,
"Viviendas particulares (001)",5304,327,385,91,1089,39,3373
"Ocupantes presentes (002)",21302,1167,1342,377,4918,140,13358
"Casa independiente",,,,,,,
"Viviendas particulares (004)",5118,282,311,91,1086,39,3309
"Ocupantes presentes (005)",20738,1034,1162,377,4904,140,13121
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",15,5,8,,,,2
"Ocupantes presentes (011)",34,13,16,,,,5
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",110,40,66,,,,4
"Ocupantes presentes (014)",295,120,164,,,,11
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",61,,,,3,,58
"Ocupantes presentes (017)",235,,,,14,,221
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",931,273,330,19,62,11,236
"Ocupantes presentes (029)",3383,977,1113,81,325,41,846
"Casa independiente",,,,,,,
"Viviendas particulares (031)",806,228,256,19,62,11,230
"Ocupantes presentes (032)",3054,844,933,81,325,41,830
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",15,5,8,,,,2
"Ocupantes presentes (038)",34,13,16,,,,5
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",110,40,66,,,,4
"Ocupantes presentes (041)",295,120,164,,,,11
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4373,54,55,72,1027,28,3137
"Ocupantes presentes (056)",17919,190,229,296,4593,99,12512
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4312,54,55,72,1024,28,3079
"Ocupantes presentes (059)",17684,190,229,296,4579,99,12291
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",61,,,,3,,58
"Ocupantes presentes (071)",235,,,,14,,221
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
