"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia PICOTA",,,,,,,
"Viviendas particulares (001)",8540,1179,191,424,5699,56,991
"Ocupantes presentes (002)",37420,5323,849,1897,25187,232,3932
"Casa independiente",,,,,,,
"Viviendas particulares (004)",7226,1122,176,391,4820,47,670
"Ocupantes presentes (005)",31762,5076,787,1746,21300,201,2652
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,2,,,,,
"Ocupantes presentes (008)",9,9,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",51,41,5,,,,5
"Ocupantes presentes (011)",190,160,19,,,,11
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",23,11,7,,,,5
"Ocupantes presentes (014)",108,62,32,,,,14
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1158,,,24,831,9,294
"Ocupantes presentes (017)",5051,,,125,3703,31,1192
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",58,,1,5,41,,11
"Ocupantes presentes (020)",209,,6,15,153,,35
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",16,3,2,4,6,,1
"Ocupantes presentes (023)",70,16,5,11,30,,8
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,1,,5
"Ocupantes presentes (026)",21,,,,1,,20
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",5288,1173,189,301,3287,16,322
"Ocupantes presentes (029)",23181,5305,844,1341,14434,61,1196
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5139,1116,174,292,3241,16,300
"Ocupantes presentes (032)",22596,5058,782,1315,14252,61,1128
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,2,,,,,
"Ocupantes presentes (035)",9,9,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",51,41,5,,,,5
"Ocupantes presentes (038)",190,160,19,,,,11
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",23,11,7,,,,5
"Ocupantes presentes (041)",108,62,32,,,,14
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",58,,1,5,41,,11
"Ocupantes presentes (047)",209,,6,15,153,,35
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",15,3,2,4,5,,1
"Ocupantes presentes (050)",69,16,5,11,29,,8
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3252,6,2,123,2412,40,669
"Ocupantes presentes (056)",14239,18,5,556,10753,171,2736
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2087,6,2,99,1579,31,370
"Ocupantes presentes (059)",9166,18,5,431,7048,140,1524
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1158,,,24,831,9,294
"Ocupantes presentes (071)",5051,,,125,3703,31,1192
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",1,,,,1,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",6,,,,1,,5
"Ocupantes presentes (080)",21,,,,1,,20
