"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia TAMBOPATA",,,,,,
"Viviendas particulares (001)",19105,18457,510,110,25,3
"Ocupantes presentes (002)",74893,69219,3996,1236,387,55
"Casa independiente",,,,,,
"Viviendas particulares (004)",15094,14550,427,93,21,3
"Ocupantes presentes (005)",62348,57551,3371,1044,327,55
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",160,152,7,1,,
"Ocupantes presentes (008)",502,437,58,7,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",832,797,28,4,3,
"Ocupantes presentes (011)",2443,2140,219,47,37,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",1833,1783,38,11,1,
"Ocupantes presentes (014)",5368,4935,283,127,23,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",923,917,6,,,
"Ocupantes presentes (017)",3329,3284,45,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",168,165,3,,,
"Ocupantes presentes (020)",649,632,17,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",67,65,1,1,,
"Ocupantes presentes (023)",179,165,3,11,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",28,28,,,,
"Ocupantes presentes (026)",75,75,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",15845,15233,476,108,25,3
"Ocupantes presentes (029)",62582,57191,3732,1217,387,55
"Casa independiente",,,,,,
"Viviendas particulares (031)",12781,12267,399,91,21,3
"Ocupantes presentes (032)",53425,48866,3152,1025,327,55
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",160,152,7,1,,
"Ocupantes presentes (035)",502,437,58,7,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",832,797,28,4,3,
"Ocupantes presentes (038)",2443,2140,219,47,37,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",1833,1783,38,11,1,
"Ocupantes presentes (041)",5368,4935,283,127,23,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",168,165,3,,,
"Ocupantes presentes (047)",649,632,17,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",61,59,1,1,,
"Ocupantes presentes (050)",165,151,3,11,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",10,10,,,,
"Ocupantes presentes (053)",30,30,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3260,3224,34,2,,
"Ocupantes presentes (056)",12311,12028,264,19,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2313,2283,28,2,,
"Ocupantes presentes (059)",8923,8685,219,19,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",923,917,6,,,
"Ocupantes presentes (071)",3329,3284,45,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",6,6,,,,
"Ocupantes presentes (077)",14,14,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",18,18,,,,
"Ocupantes presentes (080)",45,45,,,,
