"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CONTUMAZA (000)",11668,32331,29101,,565,90,1.7
"De 12 a 14 años (001)",1060,2,2,,1,100,50
"De 15 a 19 años (002)",1314,217,213,78,98.2,35.9,
"De 20 a 24 años (003)",1213,1079,1052,130,97.5,12,
"De 25 a 29 años (004)",1018,1636,1587,120,97,7.3,
"De 30 a 34 años (005)",1102,2508,2402,122,95.8,4.9,
"De 35 a 39 años (006)",1011,2897,2776,74,95.8,2.6,
"De 40 a 44 años (007)",894,3203,3011,38,94,1.2,
"De 45 a 49 años (008)",848,3221,2970,2,92.2,0.1,
"De 50 y más años (009)",3208,17568,15088,,85.9,,
"PEA (010)",2144,4771,4437,67,93,1.4,
"De 12 a 14 años (011)",42,,,,,,
"De 15 a 19 años (012)",165,21,21,7,100,33.3,
"De 20 a 24 años (013)",223,109,106,8,97.2,7.3,
"De 25 a 29 años (014)",224,258,252,16,97.7,6.2,
"De 30 a 34 años (015)",289,453,442,22,97.6,4.9,
"De 35 a 39 años (016)",289,660,630,9,95.5,1.4,
"De 40 a 44 años (017)",257,712,679,5,95.4,0.7,
"De 45 a 49 años (018)",238,697,660,,94.7,,
"De 50 y más años (019)",417,1861,1647,,88.5,,
"Ocupada (020)",1989,4656,4327,61,92.9,1.3,
"De 12 a 14 años (021)",33,,,,,,
"De 15 a 19 años (022)",133,19,19,7,100,36.8,
"De 20 a 24 años (023)",174,104,101,8,97.1,7.7,
"De 25 a 29 años (024)",203,245,240,14,98,5.7,
"De 30 a 34 años (025)",272,440,429,21,97.5,4.8,
"De 35 a 39 años (026)",276,631,601,7,95.2,1.1,
"De 40 a 44 años (027)",254,703,670,4,95.3,0.6,
"De 45 a 49 años (028)",234,683,646,,94.6,,
"De 50 y más años (029)",410,1831,1621,,88.5,,
"Desocupada (030)",155,115,110,6,95.7,5.2,
"De 12 a 14 años (031)",9,,,,,,
"De 15 a 19 años (032)",32,2,2,,100,,
"De 20 a 24 años (033)",49,5,5,,100,,
"De 25 a 29 años (034)",21,13,12,2,92.3,15.4,
"De 30 a 34 años (035)",17,13,13,1,100,7.7,
"De 35 a 39 años (036)",13,29,29,2,100,6.9,
"De 40 a 44 años (037)",3,9,9,1,100,11.1,
"De 45 a 49 años (038)",4,14,14,,100,,
