"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia YUNGAY (000)",39752,6661,7988,7655,6084,4199,7165
"Católica (001)",36910,6205,7433,7118,5665,3899,6590
"Cristiana/Evangélica (002)",2437,395,451,456,357,270,508
"Otra (003)",180,25,32,38,31,18,36
"Ninguna (004)",225,36,72,43,31,12,31
"Hombres (006)",19458,3355,4006,3697,2980,1997,3423
"Católica (007)",18053,3120,3718,3432,2788,1857,3138
"Cristiana/Evangélica (008)",1159,192,218,218,159,124,248
"Otra (009)",97,15,21,22,12,8,19
"Ninguna (010)",149,28,49,25,21,8,18
"Mujeres (012)",20294,3306,3982,3958,3104,2202,3742
"Católica (013)",18857,3085,3715,3686,2877,2042,3452
"Cristiana/Evangélica (014)",1278,203,233,238,198,146,260
"Otra (015)",83,10,11,16,19,10,17
"Ninguna (016)",76,8,23,18,10,4,13
,,,,,,,
"URBANA (018)",10331,1423,2187,2043,1669,1101,1908
"Católica (019)",9489,1315,1984,1876,1539,1016,1759
"Cristiana/Evangélica (020)",572,67,125,113,84,66,117
"Otra (021)",117,16,24,28,22,11,16
"Ninguna (022)",153,25,54,26,24,8,16
"Hombres (024)",5164,716,1183,1018,796,528,923
"Católica (025)",4719,651,1065,931,738,487,847
"Cristiana/Evangélica (026)",276,36,62,56,36,31,55
"Otra (027)",59,8,16,16,6,4,9
"Ninguna (028)",110,21,40,15,16,6,12
"Mujeres (030)",5167,707,1004,1025,873,573,985
"Católica (031)",4770,664,919,945,801,529,912
"Cristiana/Evangélica (032)",296,31,63,57,48,35,62
"Otra (033)",58,8,8,12,16,7,7
"Ninguna (034)",43,4,14,11,8,2,4
,,,,,,,
"RURAL (036)",29421,5238,5801,5612,4415,3098,5257
"Católica (037)",27421,4890,5449,5242,4126,2883,4831
"Cristiana/Evangélica (038)",1865,328,326,343,273,204,391
"Otra (039)",63,9,8,10,9,7,20
"Ninguna (040)",72,11,18,17,7,4,15
"Hombres (042)",14294,2639,2823,2679,2184,1469,2500
"Católica (043)",13334,2469,2653,2501,2050,1370,2291
"Cristiana/Evangélica (044)",883,156,156,162,123,93,193
"Otra (045)",38,7,5,6,6,4,10
"Ninguna (046)",39,7,9,10,5,2,6
"Mujeres (048)",15127,2599,2978,2933,2231,1629,2757
"Católica (049)",14087,2421,2796,2741,2076,1513,2540
"Cristiana/Evangélica (050)",982,172,170,181,150,111,198
"Otra (051)",25,2,3,4,3,3,10
"Ninguna (052)",33,4,9,7,2,2,9
