"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUALGAYOC (000)",84392,3593,21406,17571,13263,10414,7176,4945,6024
"Quechua (001)",58,3,4,4,22,12,10,3,
"Aymara (002)",23,2,7,4,4,3,,2,1
"Ashaninca (003)",6,1,1,2,1,,,,1
"Otra lengua nativa (004)",11,,3,2,1,3,2,,
"Castellano (005)",84089,3583,21363,17537,13206,10318,7140,4929,6013
"Idioma extranjero (006)",9,,,,1,2,3,2,1
"Es sordomudo/a (007)",196,4,28,22,28,76,21,9,8
"Hombres (009)",40851,1830,10838,8277,6270,4972,3485,2342,2837
"Quechua (010)",44,,3,3,16,10,10,2,
"Aymara (011)",8,1,,2,2,1,,2,
"Ashaninca (012)",4,,1,1,1,,,,1
"Otra lengua nativa (013)",9,,2,2,,3,2,,
"Castellano (014)",40689,1827,10819,8257,6238,4922,3461,2332,2833
"Idioma extranjero (015)",8,,,,1,2,2,2,1
"Es sordomudo/a (016)",89,2,13,12,12,34,10,4,2
"Mujeres (018)",43541,1763,10568,9294,6993,5442,3691,2603,3187
"Quechua (019)",14,3,1,1,6,2,,1,
"Aymara (020)",15,1,7,2,2,2,,,1
"Ashaninca (021)",2,1,,1,,,,,
"Otra lengua nativa (022)",2,,1,,1,,,,
"Castellano (023)",43400,1756,10544,9280,6968,5396,3679,2597,3180
"Idioma extranjero (024)",1,,,,,,1,,
"Es sordomudo/a (025)",107,2,15,10,16,42,11,5,6
,,,,,,,,,
"URBANA (027)",19308,727,4098,4031,3536,2808,1916,1048,1144
"Quechua (028)",46,2,,4,19,8,10,3,
"Aymara (029)",13,1,1,1,4,3,,2,1
"Ashaninca (030)",3,1,,2,,,,,
"Otra lengua nativa (031)",9,,3,1,,3,2,,
"Castellano (032)",19210,721,4090,4023,3510,2782,1900,1042,1142
"Idioma extranjero (033)",7,,,,1,2,2,1,1
"Es sordomudo/a (034)",20,2,4,,2,10,2,,
"Hombres (036)",9880,362,2091,1987,1822,1507,1031,530,550
"Quechua (037)",37,,,3,15,7,10,2,
"Aymara (038)",6,,,1,2,1,,2,
"Ashaninca (039)",1,,,1,,,,,
"Otra lengua nativa (040)",8,,2,1,,3,2,,
"Castellano (041)",9811,360,2087,1981,1804,1490,1015,525,549
"Idioma extranjero (042)",7,,,,1,2,2,1,1
"Es sordomudo/a (043)",10,2,2,,,4,2,,
"Mujeres (045)",9428,365,2007,2044,1714,1301,885,518,594
"Quechua (046)",9,2,,1,4,1,,1,
"Aymara (047)",7,1,1,,2,2,,,1
"Ashaninca (048)",2,1,,1,,,,,
"Otra lengua nativa (049)",1,,1,,,,,,
"Castellano (050)",9399,361,2003,2042,1706,1292,885,517,593
"Es sordomudo/a (052)",10,,2,,2,6,,,
,,,,,,,,,
"RURAL (054)",65084,2866,17308,13540,9727,7606,5260,3897,4880
"Quechua (055)",12,1,4,,3,4,,,
"Aymara (056)",10,1,6,3,,,,,
"Ashaninca (057)",3,,1,,1,,,,1
"Otra lengua nativa (058)",2,,,1,1,,,,
"Castellano (059)",64879,2862,17273,13514,9696,7536,5240,3887,4871
"Idioma extranjero (060)",2,,,,,,1,1,
"Es sordomudo/a (061)",176,2,24,22,26,66,19,9,8
"Hombres (063)",30971,1468,8747,6290,4448,3465,2454,1812,2287
"Quechua (064)",7,,3,,1,3,,,
"Aymara (065)",2,1,,1,,,,,
"Ashaninca (066)",3,,1,,1,,,,1
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",30878,1467,8732,6276,4434,3432,2446,1807,2284
"Idioma extranjero (069)",1,,,,,,,1,
"Es sordomudo/a (070)",79,,11,12,12,30,8,4,2
"Mujeres (072)",34113,1398,8561,7250,5279,4141,2806,2085,2593
"Quechua (073)",5,1,1,,2,1,,,
"Aymara (074)",8,,6,2,,,,,
"Otra lengua nativa (076)",1,,,,1,,,,
"Castellano (077)",34001,1395,8541,7238,5262,4104,2794,2080,2587
"Idioma extranjero (078)",1,,,,,,1,,
"Es sordomudo/a (079)",97,2,13,10,14,36,11,5,6
