"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAÑETE (000)",188293,15856,5348,53715,70629,11797,14464,7140,9344
"Quechua (001)",2433,453,4,834,770,85,153,33,101
"Aymara (002)",41,8,1,17,13,,1,1,
"Ashaninca (003)",22,4,4,7,2,2,3,,
"Otra lengua nativa (004)",453,46,4,123,175,33,27,9,36
"Castellano (005)",184893,15251,5326,52642,69515,11654,14249,7078,9178
"Idioma extranjero (006)",10,1,,,3,1,3,2,
"Es sordomudo/a (007)",441,93,9,92,151,22,28,17,29
"Hombres (009)",94316,6441,2713,25718,38251,5809,6680,3807,4897
"Quechua (010)",1163,73,2,398,479,46,90,19,56
"Aymara (011)",11,3,1,5,2,,,,
"Ashaninca (012)",6,1,1,3,,1,,,
"Otra lengua nativa (013)",282,7,,60,126,27,23,7,32
"Castellano (014)",92555,6309,2702,25202,37527,5718,6543,3769,4785
"Idioma extranjero (015)",5,,,,1,1,2,1,
"Es sordomudo/a (016)",294,48,7,50,116,16,22,11,24
"Mujeres (018)",93977,9415,2635,27997,32378,5988,7784,3333,4447
"Quechua (019)",1270,380,2,436,291,39,63,14,45
"Aymara (020)",30,5,,12,11,,1,1,
"Ashaninca (021)",16,3,3,4,2,1,3,,
"Otra lengua nativa (022)",171,39,4,63,49,6,4,2,4
"Castellano (023)",92338,8942,2624,27440,31988,5936,7706,3309,4393
"Idioma extranjero (024)",5,1,,,2,,1,1,
"Es sordomudo/a (025)",147,45,2,42,35,6,6,6,5
,,,,,,,,,
"URBANA (027)",158125,12778,4623,43716,59253,10244,12781,6334,8396
"Quechua (028)",1905,346,3,625,617,66,126,32,90
"Aymara (029)",41,8,1,17,13,,1,1,
"Ashaninca (030)",18,3,4,7,1,2,1,,
"Otra lengua nativa (031)",441,44,4,114,174,33,27,9,36
"Castellano (032)",155354,12303,4603,42876,58325,10125,12599,6277,8246
"Idioma extranjero (033)",8,1,,,3,1,2,1,
"Es sordomudo/a (034)",358,73,8,77,120,17,25,14,24
"Hombres (036)",78545,5256,2327,20766,31771,4958,5824,3330,4313
"Quechua (037)",907,54,1,317,365,33,69,18,50
"Aymara (038)",11,3,1,5,2,,,,
"Ashaninca (039)",6,1,1,3,,1,,,
"Otra lengua nativa (040)",281,7,,59,126,27,23,7,32
"Castellano (041)",77103,5156,2318,20343,31184,4884,5711,3295,4212
"Idioma extranjero (042)",3,,,,1,1,1,,
"Es sordomudo/a (043)",234,35,6,39,93,12,20,10,19
"Mujeres (045)",79580,7522,2296,22950,27482,5286,6957,3004,4083
"Quechua (046)",998,292,2,308,252,33,57,14,40
"Aymara (047)",30,5,,12,11,,1,1,
"Ashaninca (048)",12,2,3,4,1,1,1,,
"Otra lengua nativa (049)",160,37,4,55,48,6,4,2,4
"Castellano (050)",78251,7147,2285,22533,27141,5241,6888,2982,4034
"Idioma extranjero (051)",5,1,,,2,,1,1,
"Es sordomudo/a (052)",124,38,2,38,27,5,5,4,5
,,,,,,,,,
"RURAL (054)",30168,3078,725,9999,11376,1553,1683,806,948
"Quechua (055)",528,107,1,209,153,19,27,1,11
"Ashaninca (057)",4,1,,,1,,2,,
"Otra lengua nativa (058)",12,2,,9,1,,,,
"Castellano (059)",29539,2948,723,9766,11190,1529,1650,801,932
"Idioma extranjero (060)",2,,,,,,1,1,
"Es sordomudo/a (061)",83,20,1,15,31,5,3,3,5
"Hombres (063)",15771,1185,386,4952,6480,851,856,477,584
"Quechua (064)",256,19,1,81,114,13,21,1,6
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",15452,1153,384,4859,6343,834,832,474,573
"Idioma extranjero (069)",2,,,,,,1,1,
"Es sordomudo/a (070)",60,13,1,11,23,4,2,1,5
"Mujeres (072)",14397,1893,339,5047,4896,702,827,329,364
"Quechua (073)",272,88,,128,39,6,6,,5
"Ashaninca (075)",4,1,,,1,,2,,
"Otra lengua nativa (076)",11,2,,8,1,,,,
"Castellano (077)",14087,1795,339,4907,4847,695,818,327,359
"Es sordomudo/a (079)",23,7,,4,8,1,1,2,
