"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia UTCUBAMBA (000)",101484,15194,2647,51900,24594,1891,2459,896,1903
"Quechua (001)",115,28,5,51,23,2,2,1,3
"Aymara (002)",20,2,2,9,4,2,,,1
"Ashaninca (003)",9,,,5,3,,,1,
"Otra lengua nativa (004)",187,7,2,41,119,11,4,,3
"Castellano (005)",100958,14997,2637,51765,24441,1876,2453,894,1895
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",194,160,1,29,4,,,,
"Hombres (009)",53062,5974,1354,27538,14265,969,1290,525,1147
"Quechua (010)",63,11,4,29,13,1,2,1,2
"Aymara (011)",9,1,,3,3,1,,,1
"Ashaninca (012)",6,,,3,2,,,1,
"Otra lengua nativa (013)",168,6,1,34,110,10,4,,3
"Castellano (014)",52712,5875,1349,27450,14134,957,1284,523,1140
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",103,81,,19,3,,,,
"Mujeres (018)",48422,9220,1293,24362,10329,922,1169,371,756
"Quechua (019)",52,17,1,22,10,1,,,1
"Aymara (020)",11,1,2,6,1,1,,,
"Ashaninca (021)",3,,,2,1,,,,
"Otra lengua nativa (022)",19,1,1,7,9,1,,,
"Castellano (023)",48246,9122,1288,24315,10307,919,1169,371,755
"Es sordomudo/a (025)",91,79,1,10,1,,,,
,,,,,,,,,
"URBANA (027)",44194,4626,1177,18256,14091,1548,2052,740,1704
"Quechua (028)",97,22,5,42,20,2,2,1,3
"Aymara (029)",18,2,2,7,4,2,,,1
"Ashaninca (030)",6,,,4,1,,,1,
"Otra lengua nativa (031)",177,6,2,35,118,10,3,,3
"Castellano (032)",43834,4551,1167,18157,13944,1534,2047,738,1696
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",61,45,1,11,4,,,,
"Hombres (036)",22839,1881,613,9218,7814,798,1060,427,1028
"Quechua (037)",52,6,4,26,10,1,2,1,2
"Aymara (038)",8,1,,2,3,1,,,1
"Ashaninca (039)",4,,,2,1,,,1,
"Otra lengua nativa (040)",162,6,1,30,110,9,3,,3
"Castellano (041)",22580,1844,608,9153,7687,787,1055,425,1021
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",32,24,,5,3,,,,
"Mujeres (045)",21355,2745,564,9038,6277,750,992,313,676
"Quechua (046)",45,16,1,16,10,1,,,1
"Aymara (047)",10,1,2,5,1,1,,,
"Ashaninca (048)",2,,,2,,,,,
"Otra lengua nativa (049)",15,,1,5,8,1,,,
"Castellano (050)",21254,2707,559,9004,6257,747,992,313,675
"Es sordomudo/a (052)",29,21,1,6,1,,,,
,,,,,,,,,
"RURAL (054)",57290,10568,1470,33644,10503,343,407,156,199
"Quechua (055)",18,6,,9,3,,,,
"Aymara (056)",2,,,2,,,,,
"Ashaninca (057)",3,,,1,2,,,,
"Otra lengua nativa (058)",10,1,,6,1,1,1,,
"Castellano (059)",57124,10446,1470,33608,10497,342,406,156,199
"Es sordomudo/a (061)",133,115,,18,,,,,
"Hombres (063)",30223,4093,741,18320,6451,171,230,98,119
"Quechua (064)",11,5,,3,3,,,,
"Aymara (065)",1,,,1,,,,,
"Ashaninca (066)",2,,,1,1,,,,
"Otra lengua nativa (067)",6,,,4,,1,1,,
"Castellano (068)",30132,4031,741,18297,6447,170,229,98,119
"Es sordomudo/a (070)",71,57,,14,,,,,
"Mujeres (072)",27067,6475,729,15324,4052,172,177,58,80
"Quechua (073)",7,1,,6,,,,,
"Aymara (074)",1,,,1,,,,,
"Ashaninca (075)",1,,,,1,,,,
"Otra lengua nativa (076)",4,1,,2,1,,,,
"Castellano (077)",26992,6415,729,15311,4050,172,177,58,80
"Es sordomudo/a (079)",62,58,,4,,,,,
