"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia QUISPICANCHI (000)",82173,1759,30114,20038,14468,10632,5162
"Hombres (001)",41442,911,15398,10246,7382,5272,2233
"Mujeres (002)",40731,848,14716,9792,7086,5360,2929
"Viviendas particulares (003)",80362,1756,30045,19263,13867,10288,5143
"Hombres (004)",39922,909,15345,9646,6851,4953,2218
"Mujeres (005)",40440,847,14700,9617,7016,5335,2925
"Viviendas colectivas (006)",1416,2,55,613,474,262,10
"Hombres (007)",1215,1,46,476,430,253,9
"Mujeres (008)",201,1,9,137,44,9,1
"Otro tipo (009)",395,1,14,162,127,82,9
"Hombres (010)",305,1,7,124,101,66,6
"Mujeres (011)",90,,7,38,26,16,3
,,,,,,,
"URBANA (012)",28911,499,9071,7750,5690,3951,1950
"Hombres (013)",14569,258,4654,3891,2922,2003,841
"Mujeres (014)",14342,241,4417,3859,2768,1948,1109
"Viviendas particulares (015)",27768,496,9034,7396,5235,3675,1932
"Hombres (016)",13613,256,4633,3621,2526,1750,827
"Mujeres (017)",14155,240,4401,3775,2709,1925,1105
"Viviendas colectivas (018)",748,2,23,192,328,194,9
"Hombres (019)",651,1,14,146,295,187,8
"Mujeres (020)",97,1,9,46,33,7,1
"Otro tipo (021)",395,1,14,162,127,82,9
"Hombres (022)",305,1,7,124,101,66,6
"Mujeres (023)",90,,7,38,26,16,3
,,,,,,,
"RURAL (024)",53262,1260,21043,12288,8778,6681,3212
"Hombres (025)",26873,653,10744,6355,4460,3269,1392
"Mujeres (026)",26389,607,10299,5933,4318,3412,1820
"Viviendas particulares (027)",52594,1260,21011,11867,8632,6613,3211
"Hombres (028)",26309,653,10712,6025,4325,3203,1391
"Mujeres (029)",26285,607,10299,5842,4307,3410,1820
"Viviendas colectivas (030)",668,,32,421,146,68,1
"Hombres (031)",564,,32,330,135,66,1
"Mujeres (032)",104,,,91,11,2,
