"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PARINACOCHAS (000)",7887,126,3209,2528,721,297,130,45,10,,821
"Conviviente (001)",2496,47,1102,826,191,62,23,2,3,,240
"Separado(a) (002)",330,2,133,120,28,13,2,3,1,,28
"Casado(a) (003)",3222,45,1324,1088,306,124,61,23,6,,245
"Viudo(a) (004)",977,17,402,288,86,40,20,10,,,114
"Divorciado(a) (005)",50,3,15,15,5,4,3,,,,5
"Soltero(a) (006)",812,12,233,191,105,54,21,7,,,189
,,,,,,,,,,,
"URBANA (008)",4596,64,1783,1500,469,198,87,31,7,,457
"Conviviente (009)",1636,27,703,569,128,41,18,2,2,,146
"Separado(a) (010)",193,,72,70,20,7,2,3,1,,18
"Casado(a) (011)",1724,23,668,584,192,82,41,19,4,,111
"Viudo(a) (012)",488,10,192,137,43,27,10,4,,,65
"Divorciado(a) (013)",33,2,10,9,3,4,2,,,,3
"Soltero(a) (014)",522,2,138,131,83,37,14,3,,,114
,,,,,,,,,,,
"RURAL (016)",3291,62,1426,1028,252,99,43,14,3,,364
"Conviviente (017)",860,20,399,257,63,21,5,,1,,94
"Separado(a) (018)",137,2,61,50,8,6,,,,,10
"Casado(a) (019)",1498,22,656,504,114,42,20,4,2,,134
"Viudo(a) (020)",489,7,210,151,43,13,10,6,,,49
"Divorciado(a) (021)",17,1,5,6,2,,1,,,,2
"Soltero(a) (022)",290,10,95,60,22,17,7,4,,,75
