"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANTA (000)",12007,738,164,4729,4606,497,368,345,560
"Hombres (001)",6312,230,82,2312,2705,285,157,216,325
"Mujeres (002)",5695,508,82,2417,1901,212,211,129,235
"PEA (003)",6156,338,7,1914,2677,302,273,223,422
"Hombres (004)",4189,165,3,1249,1991,218,142,161,260
"Mujeres (005)",1967,173,4,665,686,84,131,62,162
"Ocupada (006)",6008,334,7,1873,2599,292,267,220,416
"Hombres (007)",4072,162,3,1218,1926,212,138,159,254
"Mujeres (008)",1936,172,4,655,673,80,129,61,162
"Desocupada (009)",148,4,,41,78,10,6,3,6
"Hombres (010)",117,3,,31,65,6,4,2,6
"Mujeres (011)",31,1,,10,13,4,2,1,
"No PEA (012)",5851,400,157,2815,1929,195,95,122,138
"Hombres (013)",2123,65,79,1063,714,67,15,55,65
"Mujeres (014)",3728,335,78,1752,1215,128,80,67,73
,,,,,,,,,
"URBANA (018)",5817,173,67,2402,2203,220,200,202,350
"Hombres (019)",2986,43,34,1139,1251,125,93,113,188
"Mujeres (020)",2831,130,33,1263,952,95,107,89,162
"PEA (021)",2956,67,4,947,1239,128,160,141,270
"Hombres (022)",1897,22,1,585,880,86,83,91,149
"Mujeres (023)",1059,45,3,362,359,42,77,50,121
"Ocupada (024)",2887,67,4,931,1204,120,155,139,267
"Hombres (025)",1845,22,1,574,854,80,79,89,146
"Mujeres (026)",1042,45,3,357,350,40,76,50,121
"Desocupada (027)",69,,,16,35,8,5,2,3
"Hombres (028)",52,,,11,26,6,4,2,3
"Mujeres (029)",17,,,5,9,2,1,,
"No PEA (030)",2861,106,63,1455,964,92,40,61,80
"Hombres (031)",1089,21,33,554,371,39,10,22,39
"Mujeres (032)",1772,85,30,901,593,53,30,39,41
,,,,,,,,,
"RURAL (036)",6190,565,97,2327,2403,277,168,143,210
"Hombres (037)",3326,187,48,1173,1454,160,64,103,137
"Mujeres (038)",2864,378,49,1154,949,117,104,40,73
"PEA (039)",3200,271,3,967,1438,174,113,82,152
"Hombres (040)",2292,143,2,664,1111,132,59,70,111
"Mujeres (041)",908,128,1,303,327,42,54,12,41
"Ocupada (042)",3121,267,3,942,1395,172,112,81,149
"Hombres (043)",2227,140,2,644,1072,132,59,70,108
"Mujeres (044)",894,127,1,298,323,40,53,11,41
"Desocupada (045)",79,4,,25,43,2,1,1,3
"Hombres (046)",65,3,,20,39,,,,3
"Mujeres (047)",14,1,,5,4,2,1,1,
"No PEA (048)",2990,294,94,1360,965,103,55,61,58
"Hombres (049)",1034,44,46,509,343,28,5,33,26
"Mujeres (050)",1956,250,48,851,622,75,50,28,32
