"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCABAMBA (000)",2437,101,1214,668,345,109
"Conviviente (001)",848,3,294,360,159,32
"Separado(a) (002)",29,1,10,10,7,1
"Casado(a) (003)",364,,38,139,139,48
"Viudo(a) (004)",37,,3,2,13,19
"Divorciado(a) (005)",8,,2,2,3,1
"Soltero(a) (006)",1151,97,867,155,24,8
"Hombres (008)",1975,55,915,592,318,95
"Conviviente (009)",757,,244,333,150,30
"Separado(a) (010)",10,,2,3,4,1
"Casado(a) (011)",324,,24,126,129,45
"Viudo(a) (012)",26,,2,1,10,13
"Divorciado(a) (013)",5,,1,1,3,
"Soltero(a) (014)",853,55,642,128,22,6
"Mujeres (016)",462,46,299,76,27,14
"Conviviente (017)",91,3,50,27,9,2
"Separado(a) (018)",19,1,8,7,3,
"Casado(a) (019)",40,,14,13,10,3
"Viudo(a) (020)",11,,1,1,3,6
"Divorciado(a) (021)",3,,1,1,,1
"Soltero(a) (022)",298,42,225,27,2,2
,,,,,,
"AREA URBANA (024)",326,5,164,94,49,14
"Conviviente (025)",91,1,34,37,18,1
"Separado(a) (026)",10,,2,6,2,
"Casado(a) (027)",55,,5,23,20,7
"Viudo(a) (028)",4,,,,2,2
"Divorciado(a) (029)",2,,,,1,1
"Soltero(a) (030)",164,4,123,28,6,3
"Hombres (032)",233,3,103,71,44,12
"Conviviente (033)",69,,21,29,18,1
"Separado(a) (034)",4,,1,2,1,
"Casado(a) (035)",42,,,19,17,6
"Viudo(a) (036)",4,,,,2,2
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",113,3,81,21,5,3
"Mujeres (040)",93,2,61,23,5,2
"Conviviente (041)",22,1,13,8,,
"Separado(a) (042)",6,,1,4,1,
"Casado(a) (043)",13,,5,4,3,1
"Divorciado(a) (045)",1,,,,,1
"Soltero(a) (046)",51,1,42,7,1,
,,,,,,
"AREA RURAL (048)",2111,96,1050,574,296,95
"Conviviente (049)",757,2,260,323,141,31
"Separado(a) (050)",19,1,8,4,5,1
"Casado(a) (051)",309,,33,116,119,41
"Viudo(a) (052)",33,,3,2,11,17
"Divorciado(a) (053)",6,,2,2,2,
"Soltero(a) (054)",987,93,744,127,18,5
"Hombres (056)",1742,52,812,521,274,83
"Conviviente (057)",688,,223,304,132,29
"Separado(a) (058)",6,,1,1,3,1
"Casado(a) (059)",282,,24,107,112,39
"Viudo(a) (060)",22,,2,1,8,11
"Divorciado(a) (061)",4,,1,1,2,
"Soltero(a) (062)",740,52,561,107,17,3
"Mujeres (064)",369,44,238,53,22,12
"Conviviente (065)",69,2,37,19,9,2
"Separado(a) (066)",13,1,7,3,2,
"Casado(a) (067)",27,,9,9,7,2
"Viudo(a) (068)",11,,1,1,3,6
"Divorciado(a) (069)",2,,1,1,,
"Soltero(a) (070)",247,41,183,20,1,2
