"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ICA (000)",317159,5619,82774,89447,64903,50632,23784
"Jefe o Jefa (001)",81029,,72,12347,26340,28129,14141
"Esposa(o) / compañera(o) (002)",48109,,77,10346,18366,14691,4629
"Hijo(a) / hijastro(a) (003)",129028,3515,61580,47065,13305,3453,110
"Yerno / nuera (004)",6191,,35,3324,2344,454,34
"Nieto(a) (005)",21605,1640,15044,4609,298,14,
"Padres / suegros (006)",4136,,,,76,874,3186
"Otro(a) pariente (007)",21234,422,5335,8689,3003,2343,1442
"Trabajador(a) del hogar (008)",527,,28,353,82,54,10
"Pensionistas (009)",609,,11,423,110,51,14
"Otro(a) no pariente (010)",4691,42,592,2291,979,569,218
"Hombres (011)",154334,2912,42132,43754,30408,23659,11469
"Jefe o Jefa (012)",54894,,40,8468,18492,18753,9141
"Esposa(o) / compañera(o) (013)",4577,,56,1245,1602,1200,474
"Hijo(a) / hijastro(a) (014)",65630,1786,31356,24406,6470,1562,50
"Yerno / nuera (015)",3298,,19,1409,1489,351,30
"Nieto(a) (016)",11206,875,7679,2507,137,8,
"Padres / suegros (017)",1351,,,,22,255,1074
"Otro(a) pariente (018)",10634,229,2679,4333,1616,1184,593
"Trabajador(a) del hogar (019)",110,,8,56,25,17,4
"Pensionistas (020)",374,,8,246,73,38,9
"Otro(a) no pariente (021)",2260,22,287,1084,482,291,94
"Mujeres (022)",162825,2707,40642,45693,34495,26973,12315
"Jefe o Jefa (023)",26135,,32,3879,7848,9376,5000
"Esposa(o) / compañera(o) (024)",43532,,21,9101,16764,13491,4155
"Hijo(a) / hijastro(a) (025)",63398,1729,30224,22659,6835,1891,60
"Yerno / nuera (026)",2893,,16,1915,855,103,4
"Nieto(a) (027)",10399,765,7365,2102,161,6,
"Padres / suegros (028)",2785,,,,54,619,2112
"Otro(a) pariente (029)",10600,193,2656,4356,1387,1159,849
"Trabajador(a) del hogar (030)",417,,20,297,57,37,6
"Pensionistas (031)",235,,3,177,37,13,5
"Otro(a) no pariente (032)",2431,20,305,1207,497,278,124
,,,,,,,
"URBANA (033)",290530,5093,76046,81950,59654,46437,21350
"Jefe o Jefa (034)",73598,,67,11053,24095,25822,12561
"Esposa(o) / compañera(o) (035)",43488,,69,9206,16775,13355,4083
"Hijo(a) / hijastro(a) (036)",118176,3147,56291,43188,12290,3160,100
"Yerno / nuera (037)",5751,,32,3075,2196,420,28
"Nieto(a) (038)",20067,1532,14012,4237,273,13,
"Padres / suegros (039)",3908,,,,74,832,3002
"Otro(a) pariente (040)",19918,375,4967,8225,2820,2190,1341
"Trabajador(a) del hogar (041)",507,,28,344,78,48,9
"Pensionistas (042)",595,,11,412,110,49,13
"Otro(a) no pariente (043)",4522,39,569,2210,943,548,213
"Hombres (044)",140761,2648,38669,39912,27788,21559,10185
"Jefe o Jefa (045)",49305,,36,7462,16752,17018,8037
"Esposa(o) / compañera(o) (046)",4216,,51,1150,1475,1117,423
"Hijo(a) / hijastro(a) (047)",59956,1605,28630,22294,5961,1420,46
"Yerno / nuera (048)",3064,,18,1303,1391,328,24
"Nieto(a) (049)",10424,816,7156,2320,124,8,
"Padres / suegros (050)",1267,,,,22,242,1003
"Otro(a) pariente (051)",9891,206,2482,4053,1504,1097,549
"Trabajador(a) del hogar (052)",105,,8,55,23,15,4
"Pensionistas (053)",360,,8,235,73,36,8
"Otro(a) no pariente (054)",2173,21,280,1040,463,278,91
"Mujeres (055)",149769,2445,37377,42038,31866,24878,11165
"Jefe o Jefa (056)",24293,,31,3591,7343,8804,4524
"Esposa(o) / compañera(o) (057)",39272,,18,8056,15300,12238,3660
"Hijo(a) / hijastro(a) (058)",58220,1542,27661,20894,6329,1740,54
"Yerno / nuera (059)",2687,,14,1772,805,92,4
"Nieto(a) (060)",9643,716,6856,1917,149,5,
"Padres / suegros (061)",2641,,,,52,590,1999
"Otro(a) pariente (062)",10027,169,2485,4172,1316,1093,792
"Trabajador(a) del hogar (063)",402,,20,289,55,33,5
"Pensionistas (064)",235,,3,177,37,13,5
"Otro(a) no pariente (065)",2349,18,289,1170,480,270,122
,,,,,,,
"RURAL (066)",26629,526,6728,7497,5249,4195,2434
"Jefe o Jefa (067)",7431,,5,1294,2245,2307,1580
"Esposa(o) / compañera(o) (068)",4621,,8,1140,1591,1336,546
"Hijo(a) / hijastro(a) (069)",10852,368,5289,3877,1015,293,10
"Yerno / nuera (070)",440,,3,249,148,34,6
"Nieto(a) (071)",1538,108,1032,372,25,1,
"Padres / suegros (072)",228,,,,2,42,184
"Otro(a) pariente (073)",1316,47,368,464,183,153,101
"Trabajador(a) del hogar (074)",20,,,9,4,6,1
"Pensionistas (075)",14,,,11,,2,1
"Otro(a) no pariente (076)",169,3,23,81,36,21,5
"Hombres (077)",13573,264,3463,3842,2620,2100,1284
"Jefe o Jefa (078)",5589,,4,1006,1740,1735,1104
"Esposa(o) / compañera(o) (079)",361,,5,95,127,83,51
"Hijo(a) / hijastro(a) (080)",5674,181,2726,2112,509,142,4
"Yerno / nuera (081)",234,,1,106,98,23,6
"Nieto(a) (082)",782,59,523,187,13,,
"Padres / suegros (083)",84,,,,,13,71
"Otro(a) pariente (084)",743,23,197,280,112,87,44
"Trabajador(a) del hogar (085)",5,,,1,2,2,
"Pensionistas (086)",14,,,11,,2,1
"Otro(a) no pariente (087)",87,1,7,44,19,13,3
"Mujeres (088)",13056,262,3265,3655,2629,2095,1150
"Jefe o Jefa (089)",1842,,1,288,505,572,476
"Esposa(o) / compañera(o) (090)",4260,,3,1045,1464,1253,495
"Hijo(a) / hijastro(a) (091)",5178,187,2563,1765,506,151,6
