"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CAJAMARCA",,,,,,,,,
"Hogares (001)",74443,1511,700,523,457,287,253,258,70454
"Ocupantes presentes (002)",308406,5689,2255,1724,1788,1323,1276,1571,292780
"Casa independiente",,,,,,,,,
"Hogares (004)",66736,1306,600,434,393,249,227,213,63314
"Ocupantes presentes (005)",281514,5069,2000,1447,1538,1161,1167,1368,267764
"Departamento en edificio",,,,,,,,,
"Hogares (007)",1819,53,33,28,16,8,7,10,1664
"Ocupantes presentes (008)",6113,151,83,82,59,33,32,42,5631
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",3232,111,50,49,27,15,13,28,2939
"Ocupantes presentes (011)",10650,335,126,159,105,64,51,120,9690
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",1280,26,13,7,13,4,6,4,1207
"Ocupantes presentes (014)",4607,83,36,21,57,19,26,25,4340
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1130,9,4,3,7,7,,3,1097
"Ocupantes presentes (017)",4683,39,10,10,25,24,,16,4559
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",75,4,,1,,1,,,69
"Ocupantes presentes (020)",314,10,,3,,5,,,296
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",104,2,,1,1,2,,,98
"Ocupantes presentes (023)",321,2,,2,4,12,,,301
"Otro tipo",,,,,,,,,
"Hogares (025)",67,,,,,1,,,66
"Ocupantes presentes (026)",204,,,,,5,,,199
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",41643,1242,580,419,386,240,202,216,38358
"Ocupantes presentes (029)",170083,4749,1853,1379,1501,1111,1004,1291,157195
"Casa independiente",,,,,,,,,
"Hogares (031)",35081,1046,484,333,329,209,176,174,32330
"Ocupantes presentes (032)",147912,4168,1608,1112,1276,973,895,1104,136776
"Departamento en edificio",,,,,,,,,
"Hogares (034)",1819,53,33,28,16,8,7,10,1664
"Ocupantes presentes (035)",6113,151,83,82,59,33,32,42,5631
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",3232,111,50,49,27,15,13,28,2939
"Ocupantes presentes (038)",10650,335,126,159,105,64,51,120,9690
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",1280,26,13,7,13,4,6,4,1207
"Ocupantes presentes (041)",4607,83,36,21,57,19,26,25,4340
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",75,4,,1,,1,,,69
"Ocupantes presentes (047)",314,10,,3,,5,,,296
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",90,2,,1,1,2,,,84
"Ocupantes presentes (050)",285,2,,2,4,12,,,265
"Otro tipo",,,,,,,,,
"Hogares (052)",66,,,,,1,,,65
"Ocupantes presentes (053)",202,,,,,5,,,197
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",32800,269,120,104,71,47,51,42,32096
"Ocupantes presentes (056)",138323,940,402,345,287,212,272,280,135585
"Casa independiente",,,,,,,,,
"Hogares (058)",31655,260,116,101,64,40,51,39,30984
"Ocupantes presentes (059)",133602,901,392,335,262,188,272,264,130988
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1130,9,4,3,7,7,,3,1097
"Ocupantes presentes (071)",4683,39,10,10,25,24,,16,4559
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",14,,,,,,,,14
"Ocupantes presentes (077)",36,,,,,,,,36
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,,2
