"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHANCHAMAYO (000)",120768,20181,25610,25788,21231,13587,14371
"Conviviente (001)",39372,668,8322,14056,9745,4219,2362
"Separado(a) (002)",4605,54,582,989,1241,877,862
"Casado(a) (003)",28536,74,1030,5234,7883,6825,7490
"Viudo(a) (004)",3841,8,33,111,347,625,2717
"Divorciado(a) (005)",585,,25,51,135,154,220
"Soltero(a) (006)",43829,19377,15618,5347,1880,887,720
"Hombres (008)",64555,10476,13693,13478,11103,7544,8261
"Conviviente (009)",19648,227,3018,7069,5269,2542,1523
"Separado(a) (010)",1830,11,125,293,504,431,466
"Casado(a) (011)",14509,33,314,2222,3805,3630,4505
"Viudo(a) (012)",1430,3,10,26,125,208,1058
"Divorciado(a) (013)",345,,11,23,64,95,152
"Soltero(a) (014)",26793,10202,10215,3845,1336,638,557
"Mujeres (016)",56213,9705,11917,12310,10128,6043,6110
"Conviviente (017)",19724,441,5304,6987,4476,1677,839
"Separado(a) (018)",2775,43,457,696,737,446,396
"Casado(a) (019)",14027,41,716,3012,4078,3195,2985
"Viudo(a) (020)",2411,5,23,85,222,417,1659
"Divorciado(a) (021)",240,,14,28,71,59,68
"Soltero(a) (022)",17036,9175,5403,1502,544,249,163
,,,,,,,
"URBANA (024)",70095,12300,14748,15004,12717,7902,7424
"Conviviente (025)",21778,383,4155,7863,5756,2471,1150
"Separado(a) (026)",2988,28,354,705,825,565,511
"Casado(a) (027)",16291,59,526,3058,4802,3956,3890
"Viudo(a) (028)",1987,5,26,67,179,315,1395
"Divorciado(a) (029)",333,,21,29,87,95,101
"Soltero(a) (030)",26718,11825,9666,3282,1068,500,377
"Hombres (032)",35545,6251,7513,7314,6252,4199,4016
"Conviviente (033)",10619,177,1473,3740,3023,1461,745
"Separado(a) (034)",1001,10,80,187,257,229,238
"Casado(a) (035)",8043,30,171,1243,2248,2072,2279
"Viudo(a) (036)",598,1,8,8,50,89,442
"Divorciado(a) (037)",162,,9,12,35,48,58
"Soltero(a) (038)",15122,6033,5772,2124,639,300,254
"Mujeres (040)",34550,6049,7235,7690,6465,3703,3408
"Conviviente (041)",11159,206,2682,4123,2733,1010,405
"Separado(a) (042)",1987,18,274,518,568,336,273
"Casado(a) (043)",8248,29,355,1815,2554,1884,1611
"Viudo(a) (044)",1389,4,18,59,129,226,953
"Divorciado(a) (045)",171,,12,17,52,47,43
"Soltero(a) (046)",11596,5792,3894,1158,429,200,123
,,,,,,,
"RURAL (048)",50673,7881,10862,10784,8514,5685,6947
"Conviviente (049)",17594,285,4167,6193,3989,1748,1212
"Separado(a) (050)",1617,26,228,284,416,312,351
"Casado(a) (051)",12245,15,504,2176,3081,2869,3600
"Viudo(a) (052)",1854,3,7,44,168,310,1322
"Divorciado(a) (053)",252,,4,22,48,59,119
"Soltero(a) (054)",17111,7552,5952,2065,812,387,343
"Hombres (056)",29010,4225,6180,6164,4851,3345,4245
"Conviviente (057)",9029,50,1545,3329,2246,1081,778
"Separado(a) (058)",829,1,45,106,247,202,228
"Casado(a) (059)",6466,3,143,979,1557,1558,2226
"Viudo(a) (060)",832,2,2,18,75,119,616
"Divorciado(a) (061)",183,,2,11,29,47,94
"Soltero(a) (062)",11671,4169,4443,1721,697,338,303
"Mujeres (064)",21663,3656,4682,4620,3663,2340,2702
"Conviviente (065)",8565,235,2622,2864,1743,667,434
"Separado(a) (066)",788,25,183,178,169,110,123
"Casado(a) (067)",5779,12,361,1197,1524,1311,1374
"Viudo(a) (068)",1022,1,5,26,93,191,706
"Divorciado(a) (069)",69,,2,11,19,12,25
"Soltero(a) (070)",5440,3383,1509,344,115,49,40
