"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia DOS DE MAYO",,,,,,,,,
"Viviendas particulares (001)",3832,299,140,62,252,78,13,8,2980
"Ocupantes presentes (002)",17144,1331,623,287,1218,353,64,39,13229
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3684,297,137,61,236,77,13,8,2855
"Ocupantes presentes (005)",16565,1329,613,279,1120,347,64,39,12774
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",23,2,,1,3,,,,17
"Ocupantes presentes (011)",79,2,,8,16,,,,53
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",37,,2,,2,,,,33
"Ocupantes presentes (014)",110,,6,,10,,,,94
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",85,,1,,11,,,,73
"Ocupantes presentes (017)",363,,4,,72,,,,287
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,,,1,,,1
"Ocupantes presentes (020)",17,,,,,6,,,11
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2643,242,70,39,190,77,13,8,2004
"Ocupantes presentes (029)",11577,1084,273,186,874,351,64,39,8706
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2580,240,68,38,185,76,13,8,1952
"Ocupantes presentes (032)",11361,1082,267,178,848,345,64,39,8538
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",23,2,,1,3,,,,17
"Ocupantes presentes (038)",79,2,,8,16,,,,53
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",37,,2,,2,,,,33
"Ocupantes presentes (041)",110,,6,,10,,,,94
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,,,1,,,1
"Ocupantes presentes (047)",17,,,,,6,,,11
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1189,57,70,23,62,1,,,976
"Ocupantes presentes (056)",5567,247,350,101,344,2,,,4523
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1104,57,69,23,51,1,,,903
"Ocupantes presentes (059)",5204,247,346,101,272,2,,,4236
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",85,,1,,11,,,,73
"Ocupantes presentes (071)",363,,4,,72,,,,287
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
