"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ESPINAR (000)",58916,15729,6146,2215,35321
"Sin Nivel (001)",9409,3163,533,176,5544
"Educación Inicial (002)",1720,949,184,34,556
"Primaria (003)",25712,8124,1904,569,15174
"Secundaria (004)",16465,3176,1802,719,10939
"Sup. no Univ. Incompleta (005)",1621,101,235,108,1199
"Sup. no Univ. Completa (006)",1780,92,670,237,872
"Sup. Univ. Incompleta (007)",821,52,161,100,539
"Sup. Univ. Completa (008)",1388,72,657,272,498
"Hombres (010)",29504,7475,3492,1605,17375
"Sin Nivel (011)",3095,1331,220,68,1479
"Educación Inicial (012)",889,497,110,20,264
"Primaria (013)",12066,3732,898,310,7171
"Secundaria (014)",9875,1734,1106,589,6612
"Sup. no Univ. Incompleta (015)",1026,56,162,93,737
"Sup. no Univ. Completa (016)",1139,48,440,214,521
"Sup. Univ. Incompleta (017)",513,33,113,90,307
"Sup. Univ. Completa (018)",901,44,443,221,284
"Mujeres (020)",29412,8254,2654,610,17946
"Sin Nivel (021)",6314,1832,313,108,4065
"Educación Inicial (022)",831,452,74,14,292
"Primaria (023)",13646,4392,1006,259,8003
"Secundaria (024)",6590,1442,696,130,4327
"Sup. no Univ. Incompleta (025)",595,45,73,15,462
"Sup. no Univ. Completa (026)",641,44,230,23,351
"Sup. Univ. Incompleta (027)",308,19,48,10,232
"Sup. Univ. Completa (028)",487,28,214,51,214
,,,,,
"URBANA (030)",26611,4345,5204,1690,15837
"Sin Nivel (031)",2867,738,406,87,1638
"Educación Inicial (032)",772,278,159,24,313
"Primaria (033)",9243,1945,1490,327,5519
"Secundaria (034)",9004,1169,1550,576,5877
"Sup. no Univ. Incompleta (035)",1229,61,203,97,890
"Sup. no Univ. Completa (036)",1505,65,623,219,689
"Sup. Univ. Incompleta (037)",717,37,148,96,467
"Sup. Univ. Completa (038)",1274,52,625,264,444
"Hombres (040)",13468,2121,2923,1290,7555
"Sin Nivel (041)",1024,348,172,39,465
"Educación Inicial (042)",408,151,93,13,153
"Primaria (043)",4118,944,681,189,2333
"Secundaria (044)",5018,569,924,470,3218
"Sup. no Univ. Incompleta (045)",725,28,134,83,502
"Sup. no Univ. Completa (046)",930,29,400,197,388
"Sup. Univ. Incompleta (047)",434,24,101,86,253
"Sup. Univ. Completa (048)",811,28,418,213,243
"Mujeres (050)",13143,2224,2281,400,8282
"Sin Nivel (051)",1843,390,234,48,1173
"Educación Inicial (052)",364,127,66,11,160
"Primaria (053)",5125,1001,809,138,3186
"Secundaria (054)",3986,600,626,106,2659
"Sup. no Univ. Incompleta (055)",504,33,69,14,388
"Sup. no Univ. Completa (056)",575,36,223,22,301
"Sup. Univ. Incompleta (057)",283,13,47,10,214
"Sup. Univ. Completa (058)",463,24,207,51,201
,,,,,
"RURAL (060)",32305,11384,942,525,19484
"Sin Nivel (061)",6542,2425,127,89,3906
"Educación Inicial (062)",948,671,25,10,243
"Primaria (063)",16469,6179,414,242,9655
"Secundaria (064)",7461,2007,252,143,5062
"Sup. no Univ. Incompleta (065)",392,40,32,11,309
"Sup. no Univ. Completa (066)",275,27,47,18,183
"Sup. Univ. Incompleta (067)",104,15,13,4,72
"Sup. Univ. Completa (068)",114,20,32,8,54
"Hombres (070)",16036,5354,569,315,9820
"Sin Nivel (071)",2071,983,48,29,1014
"Educación Inicial (072)",481,346,17,7,111
"Primaria (073)",7948,2788,217,121,4838
"Secundaria (074)",4857,1165,182,119,3394
"Sup. no Univ. Incompleta (075)",301,28,28,10,235
"Sup. no Univ. Completa (076)",209,19,40,17,133
"Sup. Univ. Incompleta (077)",79,9,12,4,54
"Sup. Univ. Completa (078)",90,16,25,8,41
"Mujeres (080)",16269,6030,373,210,9664
"Sin Nivel (081)",4471,1442,79,60,2892
"Educación Inicial (082)",467,325,8,3,132
"Primaria (083)",8521,3391,197,121,4817
"Secundaria (084)",2604,842,70,24,1668
"Sup. no Univ. Incompleta (085)",91,12,4,1,74
"Sup. no Univ. Completa (086)",66,8,7,1,50
"Sup. Univ. Incompleta (087)",25,6,1,,18
"Sup. Univ. Completa (088)",24,4,7,,13
