"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ASUNCION",,,,,,,,,
"Viviendas particulares (001)",2290,1178,144,36,,598,254,57,23
"Ocupantes presentes (002)",8953,4783,615,147,,2238,905,174,91
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2203,1175,141,36,,555,237,38,21
"Ocupantes presentes (005)",8618,4769,601,147,,2077,828,113,83
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,3,2,,,,,,1
"Ocupantes presentes (014)",23,14,5,,,,,,4
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",77,,,,,43,17,17,
"Ocupantes presentes (017)",297,,,,,161,77,59,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,1,,,,,,1
"Ocupantes presentes (020)",13,,9,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,1,
"Ocupantes presentes (023)",1,,,,,,,1,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,1,
"Ocupantes presentes (026)",1,,,,,,,1,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",503,394,56,3,,29,3,7,11
"Ocupantes presentes (029)",2201,1740,243,12,,121,14,17,54
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",494,391,53,3,,29,3,6,9
"Ocupantes presentes (032)",2164,1726,229,12,,121,14,16,46
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,3,2,,,,,,1
"Ocupantes presentes (041)",23,14,5,,,,,,4
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,1,,,,,,1
"Ocupantes presentes (047)",13,,9,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,1,
"Ocupantes presentes (053)",1,,,,,,,1,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1787,784,88,33,,569,251,50,12
"Ocupantes presentes (056)",6752,3043,372,135,,2117,891,157,37
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1709,784,88,33,,526,234,32,12
"Ocupantes presentes (059)",6454,3043,372,135,,1956,814,97,37
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",77,,,,,43,17,17,
"Ocupantes presentes (071)",297,,,,,161,77,59,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,1,
"Ocupantes presentes (077)",1,,,,,,,1,
"Otro tipo",,,,,,,,,
