"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGAY (000)",16646,1816,2613,9385,230,2348,254
"Sin nivel (001)",3038,26,362,2109,33,440,68
"Educación inicial (002)",38,,10,18,,10,
"Primaria (003)",7529,91,1182,4834,99,1222,101
"Secundaria (004)",3264,250,793,1592,43,532,54
"Superior no univ. incompleta (005)",497,125,92,213,13,41,13
"Superior no univ. completa (006)",1397,786,114,405,20,59,13
"Superior univ. incompleta (007)",213,96,24,67,6,18,2
"Superior univ. completa (008)",670,442,36,147,16,26,3
"Hombres (010)",12837,1009,2345,7777,181,1516,9
"Sin nivel (011)",2125,10,291,1622,25,176,1
"Educación inicial (012)",30,,10,14,,6,
"Primaria (013)",6286,52,1084,4239,84,821,6
"Secundaria (014)",2652,167,725,1303,36,420,1
"Superior no univ. incompleta (015)",343,62,80,161,10,30,
"Superior no univ. completa (016)",820,404,100,270,12,33,1
"Superior univ. incompleta (017)",144,52,21,53,6,12,
"Superior univ. completa (018)",437,262,34,115,8,18,
"Mujeres (020)",3809,807,268,1608,49,832,245
"Sin nivel (021)",913,16,71,487,8,264,67
"Educación inicial (022)",8,,,4,,4,
"Primaria (023)",1243,39,98,595,15,401,95
"Secundaria (024)",612,83,68,289,7,112,53
"Superior no univ. incompleta (025)",154,63,12,52,3,11,13
"Superior no univ. completa (026)",577,382,14,135,8,26,12
"Superior univ. incompleta (027)",69,44,3,14,,6,2
"Superior univ. completa (028)",233,180,2,32,8,8,3
,,,,,,,
"URBANA (030)",5065,1347,777,2240,127,414,160
"Sin nivel (031)",441,15,76,245,11,51,43
"Educación inicial (032)",11,,6,4,,1,
"Primaria (033)",1369,49,239,822,53,148,58
"Secundaria (034)",1293,186,286,624,25,138,34
"Superior no univ. incompleta (035)",318,93,53,133,8,21,10
"Superior no univ. completa (036)",959,567,72,267,12,28,13
"Superior univ. incompleta (037)",163,79,17,49,5,12,1
"Superior univ. completa (038)",511,358,28,96,13,15,1
"Hombres (040)",3132,717,672,1459,86,193,5
"Sin nivel (041)",197,6,51,125,6,9,
"Educación inicial (042)",10,,6,3,,1,
"Primaria (043)",862,25,210,530,40,54,3
"Secundaria (044)",934,120,257,446,19,91,1
"Superior no univ. incompleta (045)",195,40,45,91,5,14,
"Superior no univ. completa (046)",510,275,62,157,5,10,1
"Superior univ. incompleta (047)",109,46,15,36,5,7,
"Superior univ. completa (048)",315,205,26,71,6,7,
"Mujeres (050)",1933,630,105,781,41,221,155
"Sin nivel (051)",244,9,25,120,5,42,43
"Educación inicial (052)",1,,,1,,,
"Primaria (053)",507,24,29,292,13,94,55
"Secundaria (054)",359,66,29,178,6,47,33
"Superior no univ. incompleta (055)",123,53,8,42,3,7,10
"Superior no univ. completa (056)",449,292,10,110,7,18,12
"Superior univ. incompleta (057)",54,33,2,13,,5,1
"Superior univ. completa (058)",196,153,2,25,7,8,1
,,,,,,,
"RURAL (060)",11581,469,1836,7145,103,1934,94
"Sin nivel (061)",2597,11,286,1864,22,389,25
"Educación inicial (062)",27,,4,14,,9,
"Primaria (063)",6160,42,943,4012,46,1074,43
"Secundaria (064)",1971,64,507,968,18,394,20
"Superior no univ. incompleta (065)",179,32,39,80,5,20,3
"Superior no univ. completa (066)",438,219,42,138,8,31,
"Superior univ. incompleta (067)",50,17,7,18,1,6,1
"Superior univ. completa (068)",159,84,8,51,3,11,2
"Hombres (070)",9705,292,1673,6318,95,1323,4
"Sin nivel (071)",1928,4,240,1497,19,167,1
"Educación inicial (072)",20,,4,11,,5,
"Primaria (073)",5424,27,874,3709,44,767,3
"Secundaria (074)",1718,47,468,857,17,329,
"Superior no univ. incompleta (075)",148,22,35,70,5,16,
"Superior no univ. completa (076)",310,129,38,113,7,23,
"Superior univ. incompleta (077)",35,6,6,17,1,5,
"Superior univ. completa (078)",122,57,8,44,2,11,
"Mujeres (080)",1876,177,163,827,8,611,90
"Sin nivel (081)",669,7,46,367,3,222,24
"Educación inicial (082)",7,,,3,,4,
"Primaria (083)",736,15,69,303,2,307,40
"Secundaria (084)",253,17,39,111,1,65,20
"Superior no univ. incompleta (085)",31,10,4,10,,4,3
"Superior no univ. completa (086)",128,90,4,25,1,8,
"Superior univ. incompleta (087)",15,11,1,1,,1,1
"Superior univ. completa (088)",37,27,,7,1,,2
