"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia QUISPICANCHI (000)",26385,21287,2010,1085,2003
"Hombres (001)",17818,13740,1550,858,1670
"Mujeres (002)",8567,7547,460,227,333
"De 06 a 14 años (003)",757,698,51,7,1
"Hombres (004)",462,415,41,5,1
"Mujeres (005)",295,283,10,2,
"De 15 a 29 años (006)",8529,6785,728,373,643
"Hombres (007)",5616,4305,554,290,467
"Mujeres (008)",2913,2480,174,83,176
"De 30 a 44 años (009)",9058,6951,757,474,876
"Hombres (010)",6250,4532,581,378,759
"Mujeres (011)",2808,2419,176,96,117
"De 45 a 64 años (012)",6175,5090,410,220,455
"Hombres (013)",4238,3323,322,177,416
"Mujeres (014)",1937,1767,88,43,39
"De 65 y más años (015)",1866,1763,64,11,28
"Hombres (016)",1252,1165,52,8,27
"Mujeres (017)",614,598,12,3,1
,,,,,
"URBANA (018)",11004,7846,1085,750,1323
"Hombres (019)",7040,4606,798,562,1074
"Mujeres (020)",3964,3240,287,188,249
"De 06 a 14 años (021)",345,303,35,6,1
"Hombres (022)",220,187,28,4,1
"Mujeres (023)",125,116,7,2,
"De 15 a 29 años (024)",3427,2439,380,234,374
"Hombres (025)",2161,1463,278,168,252
"Mujeres (026)",1266,976,102,66,122
"De 30 a 44 años (027)",3961,2604,410,351,596
"Hombres (028)",2567,1494,298,270,505
"Mujeres (029)",1394,1110,112,81,91
"De 45 a 64 años (030)",2581,1878,222,153,328
"Hombres (031)",1667,1094,163,117,293
"Mujeres (032)",914,784,59,36,35
"De 65 y más años (033)",690,622,38,6,24
"Hombres (034)",425,368,31,3,23
"Mujeres (035)",265,254,7,3,1
,,,,,
"RURAL (036)",15381,13441,925,335,680
"Hombres (037)",10778,9134,752,296,596
"Mujeres (038)",4603,4307,173,39,84
"De 06 a 14 años (039)",412,395,16,1,
"Hombres (040)",242,228,13,1,
"Mujeres (041)",170,167,3,,
"De 15 a 29 años (042)",5102,4346,348,139,269
"Hombres (043)",3455,2842,276,122,215
"Mujeres (044)",1647,1504,72,17,54
"De 30 a 44 años (045)",5097,4347,347,123,280
"Hombres (046)",3683,3038,283,108,254
"Mujeres (047)",1414,1309,64,15,26
"De 45 a 64 años (048)",3594,3212,188,67,127
"Hombres (049)",2571,2229,159,60,123
"Mujeres (050)",1023,983,29,7,4
"De 65 y más años (051)",1176,1141,26,5,4
"Hombres (052)",827,797,21,5,4
"Mujeres (053)",349,344,5,,
