"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TAHUAMANU (000)",9552,1030,2906,549,5084
"Hombres (001)",5849,519,2022,445,2872
"Mujeres (002)",3703,511,884,104,2212
"PEA (003)",5684,163,2192,426,2916
"Hombres (004)",4436,112,1767,380,2185
"Mujeres (005)",1248,51,425,46,731
"Ocupada (006)",5541,157,2175,422,2800
"Hombres (007)",4335,107,1755,377,2104
"Mujeres (008)",1206,50,420,45,696
"Desocupada (009)",143,6,17,4,116
"Hombres (010)",101,5,12,3,81
"Mujeres (011)",42,1,5,1,35
"No PEA (012)",3868,867,714,123,2168
"Hombres (013)",1413,407,255,65,687
"Mujeres (014)",2455,460,459,58,1481
,,,,,
"URBANA (018)",6748,660,2370,493,3241
"Hombres (019)",4026,329,1593,402,1710
"Mujeres (020)",2722,331,777,91,1531
"PEA (021)",3977,125,1724,382,1758
"Hombres (022)",3014,84,1358,344,1235
"Mujeres (023)",963,41,366,38,523
"Ocupada (024)",3848,120,1708,378,1654
"Hombres (025)",2924,80,1347,341,1163
"Mujeres (026)",924,40,361,37,491
"Desocupada (027)",129,5,16,4,104
"Hombres (028)",90,4,11,3,72
"Mujeres (029)",39,1,5,1,32
"No PEA (030)",2771,535,646,111,1483
"Hombres (031)",1012,245,235,58,475
"Mujeres (032)",1759,290,411,53,1008
,,,,,
"RURAL (036)",2804,370,536,56,1843
"Hombres (037)",1823,190,429,43,1162
"Mujeres (038)",981,180,107,13,681
"PEA (039)",1707,38,468,44,1158
"Hombres (040)",1422,28,409,36,950
"Mujeres (041)",285,10,59,8,208
"Ocupada (042)",1693,37,467,44,1146
"Hombres (043)",1411,27,408,36,941
"Mujeres (044)",282,10,59,8,205
"Desocupada (045)",14,1,1,,12
"Hombres (046)",11,1,1,,9
"Mujeres (047)",3,,,,3
"No PEA (048)",1097,332,68,12,685
"Hombres (049)",401,162,20,7,212
"Mujeres (050)",696,170,48,5,473
