"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia BOLIVAR",,,
"Viviendas particulares (001)",245,223,22
"Ocupantes presentes (002)",1051,966,85
"Casa independiente",,,
"Viviendas particulares (004)",232,210,22
"Ocupantes presentes (005)",996,911,85
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",8,8,
"Ocupantes presentes (011)",50,50,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",5,5,
"Ocupantes presentes (014)",5,5,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",189,167,22
"Ocupantes presentes (029)",795,710,85
"Casa independiente",,,
"Viviendas particulares (031)",176,154,22
"Ocupantes presentes (032)",740,655,85
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",8,8,
"Ocupantes presentes (038)",50,50,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",5,5,
"Ocupantes presentes (041)",5,5,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",56,56,
"Ocupantes presentes (056)",256,256,
"Casa independiente",,,
"Viviendas particulares (058)",56,56,
"Ocupantes presentes (059)",256,256,
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
