"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUALLAGA (000)",21095,8191,2038,398,10492
"Hombres (001)",11214,4113,997,214,5899
"Mujeres (002)",9881,4078,1041,184,4593
"PEA (003)",9555,2784,952,203,5629
"Hombres (004)",7459,2122,575,149,4620
"Mujeres (005)",2096,662,377,54,1009
"Ocupada (006)",9304,2710,930,197,5480
"Hombres (007)",7257,2064,558,146,4496
"Mujeres (008)",2047,646,372,51,984
"Desocupada (009)",251,74,22,6,149
"Hombres (010)",202,58,17,3,124
"Mujeres (011)",49,16,5,3,25
"No PEA (012)",11540,5407,1086,195,4863
"Hombres (013)",3755,1991,422,65,1279
"Mujeres (014)",7785,3416,664,130,3584
,,,,,
"URBANA (018)",11853,4585,1798,338,5149
"Hombres (019)",6066,2269,866,179,2759
"Mujeres (020)",5787,2316,932,159,2390
"PEA (021)",5149,1485,841,166,2667
"Hombres (022)",3778,1120,496,120,2047
"Mujeres (023)",1371,365,345,46,620
"Ocupada (024)",4969,1437,819,160,2563
"Hombres (025)",3633,1082,479,117,1960
"Mujeres (026)",1336,355,340,43,603
"Desocupada (027)",180,48,22,6,104
"Hombres (028)",145,38,17,3,87
"Mujeres (029)",35,10,5,3,17
"No PEA (030)",6704,3100,957,172,2482
"Hombres (031)",2288,1149,370,59,712
"Mujeres (032)",4416,1951,587,113,1770
,,,,,
"RURAL (036)",9242,3606,240,60,5343
"Hombres (037)",5148,1844,131,35,3140
"Mujeres (038)",4094,1762,109,25,2203
"PEA (039)",4406,1299,111,37,2962
"Hombres (040)",3681,1002,79,29,2573
"Mujeres (041)",725,297,32,8,389
"Ocupada (042)",4335,1273,111,37,2917
"Hombres (043)",3624,982,79,29,2536
"Mujeres (044)",711,291,32,8,381
"Desocupada (045)",71,26,,,45
"Hombres (046)",57,20,,,37
"Mujeres (047)",14,6,,,8
"No PEA (048)",4836,2307,129,23,2381
"Hombres (049)",1467,842,52,6,567
"Mujeres (050)",3369,1465,77,17,1814
