"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUARAL (000)",63447,59871,17130,10074,10422,7379,8060,3948,1823,1035,3576,140485
"De 12 a 14 años (001)",5154,5132,5106,22,4,,,,,,22,30
"De 15 a 19 años (002)",7974,7789,6954,757,68,9,1,,,,185,924
"De 20 a 24 años (003)",7301,6172,2593,2538,847,155,22,17,,,1129,4898
"De 25 a 29 años (004)",6723,5818,797,2338,1840,635,193,12,3,,905,8831
"De 30 a 34 años (005)",6592,6119,470,1629,2199,1137,612,66,,6,473,12511
"De 35 a 39 años (006)",5990,5735,276,948,1823,1408,1041,210,25,4,255,14851
"De 40 a 44 años (007)",5100,4923,216,554,1237,1195,1260,369,79,13,177,15212
"De 45 a 49 años (008)",4106,3998,153,358,802,840,1162,486,150,47,108,14452
"De 50 y más años (009)",14507,14185,565,930,1602,2000,3769,2788,1566,965,322,68776
"PEA (010)",23261,21271,4411,4450,4429,3029,3076,1207,449,220,1990,49678
"De 12 a 14 años (011)",173,172,167,3,2,,,,,,1,7
"De 15 a 19 años (012)",1704,1656,1463,181,10,2,,,,,48,207
"De 20 a 24 años (013)",3052,2464,1333,869,213,36,3,10,,,588,1479
"De 25 a 29 años (014)",3074,2465,542,1026,611,214,65,6,1,,609,3209
"De 30 a 34 años (015)",3170,2852,329,898,936,443,218,28,,,318,5186
"De 35 a 39 años (016)",3114,2949,183,574,936,674,492,84,6,,165,7142
"De 40 a 44 años (017)",2663,2560,127,346,691,576,625,160,29,6,103,7488
"De 45 a 49 años (018)",2076,2019,97,209,428,451,545,212,57,20,57,6853
"De 50 y más años (019)",4235,4134,170,344,602,633,1128,707,356,194,101,18107
"Ocupada (020)",22395,20512,4112,4283,4313,2954,3019,1180,437,214,1883,48461
