"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia EL DORADO (000)",33628,836,12225,8917,6206,4055,1389
"Jefe o Jefa (001)",7490,,11,1449,3006,2258,766
"Esposa(o) / compañera(o) (002)",5949,,13,1999,2229,1411,297
"Hijo(a) / hijastro(a) (003)",14702,574,9861,3766,445,54,2
"Yerno / nuera (004)",661,,19,532,97,13,
"Nieto(a) (005)",1713,194,1355,152,12,,
"Padres / suegros (006)",363,,,,12,103,248
"Otro(a) pariente (007)",2262,64,900,753,304,173,68
"Trabajador(a) del hogar (008)",60,,10,42,2,6,
"Pensionistas (009)",25,,3,15,6,1,
"Otro(a) no pariente (010)",403,4,53,209,93,36,8
"Hombres (011)",17908,405,6293,4799,3450,2237,724
"Jefe o Jefa (012)",6588,,4,1297,2719,1974,594
"Esposa(o) / compañera(o) (013)",115,,7,42,38,21,7
"Hijo(a) / hijastro(a) (014)",8175,272,5043,2495,326,37,2
"Yerno / nuera (015)",236,,5,159,64,8,
"Nieto(a) (016)",920,103,715,95,7,,
"Padres / suegros (017)",134,,,,6,39,89
"Otro(a) pariente (018)",1406,28,484,533,211,122,28
"Trabajador(a) del hogar (019)",11,,,6,1,4,
"Pensionistas (020)",18,,1,12,4,1,
"Otro(a) no pariente (021)",305,2,34,160,74,31,4
"Mujeres (022)",15720,431,5932,4118,2756,1818,665
"Jefe o Jefa (023)",902,,7,152,287,284,172
"Esposa(o) / compañera(o) (024)",5834,,6,1957,2191,1390,290
"Hijo(a) / hijastro(a) (025)",6527,302,4818,1271,119,17,
"Yerno / nuera (026)",425,,14,373,33,5,
"Nieto(a) (027)",793,91,640,57,5,,
"Padres / suegros (028)",229,,,,6,64,159
"Otro(a) pariente (029)",856,36,416,220,93,51,40
"Trabajador(a) del hogar (030)",49,,10,36,1,2,
"Pensionistas (031)",7,,2,3,2,,
"Otro(a) no pariente (032)",98,2,19,49,19,5,4
,,,,,,,
"URBANA (033)",13077,272,4420,3321,2626,1797,641
"Jefe o Jefa (034)",3013,,7,430,1229,1002,345
"Esposa(o) / compañera(o) (035)",2345,,4,630,956,610,145
"Hijo(a) / hijastro(a) (036)",5360,172,3364,1581,210,31,2
"Yerno / nuera (037)",297,,9,224,56,8,
"Nieto(a) (038)",766,82,598,76,10,,
"Padres / suegros (039)",165,,,,8,42,115
"Otro(a) pariente (040)",921,17,406,269,116,82,31
"Trabajador(a) del hogar (041)",43,,8,33,,2,
"Pensionistas (042)",15,,3,8,4,,
"Otro(a) no pariente (043)",152,1,21,70,37,20,3
"Hombres (044)",6770,126,2244,1708,1386,992,314
"Jefe o Jefa (045)",2558,,1,370,1064,860,263
"Esposa(o) / compañera(o) (046)",77,,4,24,29,16,4
"Hijo(a) / hijastro(a) (047)",2940,81,1704,983,148,22,2
"Yerno / nuera (048)",104,,3,64,33,4,
"Nieto(a) (049)",400,42,307,45,6,,
"Padres / suegros (050)",49,,,,4,13,32
"Otro(a) pariente (051)",534,2,211,175,73,62,11
"Trabajador(a) del hogar (052)",2,,,2,,,
"Pensionistas (053)",9,,1,6,2,,
"Otro(a) no pariente (054)",97,1,13,39,27,15,2
"Mujeres (055)",6307,146,2176,1613,1240,805,327
"Jefe o Jefa (056)",455,,6,60,165,142,82
"Esposa(o) / compañera(o) (057)",2268,,,606,927,594,141
"Hijo(a) / hijastro(a) (058)",2420,91,1660,598,62,9,
"Yerno / nuera (059)",193,,6,160,23,4,
"Nieto(a) (060)",366,40,291,31,4,,
"Padres / suegros (061)",116,,,,4,29,83
"Otro(a) pariente (062)",387,15,195,94,43,20,20
"Trabajador(a) del hogar (063)",41,,8,31,,2,
"Pensionistas (064)",6,,2,2,2,,
"Otro(a) no pariente (065)",55,,8,31,10,5,1
,,,,,,,
"RURAL (066)",20551,564,7805,5596,3580,2258,748
"Jefe o Jefa (067)",4477,,4,1019,1777,1256,421
"Esposa(o) / compañera(o) (068)",3604,,9,1369,1273,801,152
"Hijo(a) / hijastro(a) (069)",9342,402,6497,2185,235,23,
"Yerno / nuera (070)",364,,10,308,41,5,
"Nieto(a) (071)",947,112,757,76,2,,
"Padres / suegros (072)",198,,,,4,61,133
"Otro(a) pariente (073)",1341,47,494,484,188,91,37
"Trabajador(a) del hogar (074)",17,,2,9,2,4,
"Pensionistas (075)",10,,,7,2,1,
"Otro(a) no pariente (076)",251,3,32,139,56,16,5
"Hombres (077)",11138,279,4049,3091,2064,1245,410
"Jefe o Jefa (078)",4030,,3,927,1655,1114,331
"Esposa(o) / compañera(o) (079)",38,,3,18,9,5,3
"Hijo(a) / hijastro(a) (080)",5235,191,3339,1512,178,15,
"Yerno / nuera (081)",132,,2,95,31,4,
"Nieto(a) (082)",520,61,408,50,1,,
"Padres / suegros (083)",85,,,,2,26,57
"Otro(a) pariente (084)",872,26,273,358,138,60,17
"Trabajador(a) del hogar (085)",9,,,4,1,4,
"Pensionistas (086)",9,,,6,2,1,
"Otro(a) no pariente (087)",208,1,21,121,47,16,2
"Mujeres (088)",9413,285,3756,2505,1516,1013,338
"Jefe o Jefa (089)",447,,1,92,122,142,90
"Esposa(o) / compañera(o) (090)",3566,,6,1351,1264,796,149
"Hijo(a) / hijastro(a) (091)",4107,211,3158,673,57,8,
"Yerno / nuera (092)",232,,8,213,10,1,
"Nieto(a) (093)",427,51,349,26,1,,
"Padres / suegros (094)",113,,,,2,35,76
"Otro(a) pariente (095)",469,21,221,126,50,31,20
"Trabajador(a) del hogar (096)",8,,2,5,1,,
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",43,2,11,18,9,,3
