"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CHACHAPOYAS (000)",13590,111,409,951,1622,2884,4769,2844
"De 12 a 14 años (001)",11,,,,,,3,8
"De 15 a 19 años (002)",346,,,,,,231,115
"De 20 a 24 años (003)",1332,,,,,10,866,456
"De 25 a 29 años (004)",1595,,,,,117,1060,418
"De 30 a 34 años (005)",1664,,,,,301,1036,327
"De 35 a 39 años (006)",1674,,,,30,568,822,254
"De 40 a 44 años (007)",1508,,,,126,611,527,244
"De 45 a 49 años (008)",1171,,,2,200,594,193,182
"De 50 y más años (009)",4289,111,409,949,1266,683,31,840
"PEA (010)",5523,9,63,263,644,1403,1888,1253
"De 12 a 14 años (011)",2,,,,,,1,1
"De 15 a 19 años (012)",85,,,,,,56,29
"De 20 a 24 años (013)",413,,,,,2,236,175
"De 25 a 29 años (014)",677,,,,,62,396,219
"De 30 a 34 años (015)",807,,,,,173,450,184
"De 35 a 39 años (016)",857,,,,15,298,395,149
"De 40 a 44 años (017)",793,,,,73,323,249,148
"De 45 a 49 años (018)",586,,,,115,280,92,99
"De 50 y más años (019)",1303,9,63,263,441,265,13,249
"Ocupada (020)",5382,8,62,260,638,1379,1834,1201
"De 12 a 14 años (021)",2,,,,,,1,1
"De 15 a 19 años (022)",80,,,,,,52,28
"De 20 a 24 años (023)",383,,,,,2,220,161
"De 25 a 29 años (024)",644,,,,,57,383,204
"De 30 a 34 años (025)",780,,,,,169,434,177
"De 35 a 39 años (026)",838,,,,15,288,391,144
"De 40 a 44 años (027)",785,,,,72,320,248,145
"De 45 a 49 años (028)",577,,,,113,278,92,94
"De 50 y más años (029)",1293,8,62,260,438,265,13,247
"Desocupada (030)",141,1,1,3,6,24,54,52
"De 15 a 19 años (032)",5,,,,,,4,1
"De 20 a 24 años (033)",30,,,,,,16,14
"De 25 a 29 años (034)",33,,,,,5,13,15
"De 30 a 34 años (035)",27,,,,,4,16,7
"De 35 a 39 años (036)",19,,,,,10,4,5
"De 40 a 44 años (037)",8,,,,1,3,1,3
"De 45 a 49 años (038)",9,,,,2,2,,5
"De 50 y más años (039)",10,1,1,3,3,,,2
"No PEA (040)",8067,102,346,688,978,1481,2881,1591
"De 12 a 14 años (041)",9,,,,,,2,7
"De 15 a 19 años (042)",261,,,,,,175,86
"De 20 a 24 años (043)",919,,,,,8,630,281
"De 25 a 29 años (044)",918,,,,,55,664,199
"De 30 a 34 años (045)",857,,,,,128,586,143
"De 35 a 39 años (046)",817,,,,15,270,427,105
"De 40 a 44 años (047)",715,,,,53,288,278,96
"De 45 a 49 años (048)",585,,,2,85,314,101,83
