"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PADRE ABAD (000)",36306,6012,7904,8127,7069,3882,3312
"Católica (001)",22485,3595,4966,5199,4457,2323,1945
"Cristiana/Evangélica (002)",9924,1618,1973,2054,1942,1218,1119
"Otra (003)",1373,248,275,280,244,180,146
"Ninguna (004)",2524,551,690,594,426,161,102
"Hombres (006)",20604,3135,4337,4523,4078,2456,2075
"Católica (007)",13150,1924,2749,2986,2638,1558,1295
"Cristiana/Evangélica (008)",5177,767,1036,1029,1030,686,629
"Otra (009)",706,110,148,139,126,101,82
"Ninguna (010)",1571,334,404,369,284,111,69
"Mujeres (012)",15702,2877,3567,3604,2991,1426,1237
"Católica (013)",9335,1671,2217,2213,1819,765,650
"Cristiana/Evangélica (014)",4747,851,937,1025,912,532,490
"Otra (015)",667,138,127,141,118,79,64
"Ninguna (016)",953,217,286,225,142,50,33
,,,,,,,
"URBANA (018)",19765,3372,4378,4480,3943,2071,1521
"Católica (019)",12663,2037,2778,3040,2583,1294,931
"Cristiana/Evangélica (020)",4953,872,1044,976,992,587,482
"Otra (021)",770,150,148,156,138,107,71
"Ninguna (022)",1379,313,408,308,230,83,37
"Hombres (024)",10766,1632,2301,2424,2178,1301,930
"Católica (025)",7083,993,1440,1707,1480,856,607
"Cristiana/Evangélica (026)",2471,387,553,455,492,320,264
"Otra (027)",369,64,74,76,60,61,34
"Ninguna (028)",843,188,234,186,146,64,25
"Mujeres (030)",8999,1740,2077,2056,1765,770,591
"Católica (031)",5580,1044,1338,1333,1103,438,324
"Cristiana/Evangélica (032)",2482,485,491,521,500,267,218
"Otra (033)",401,86,74,80,78,46,37
"Ninguna (034)",536,125,174,122,84,19,12
,,,,,,,
"RURAL (036)",16541,2640,3526,3647,3126,1811,1791
"Católica (037)",9822,1558,2188,2159,1874,1029,1014
"Cristiana/Evangélica (038)",4971,746,929,1078,950,631,637
"Otra (039)",603,98,127,124,106,73,75
"Ninguna (040)",1145,238,282,286,196,78,65
"Hombres (042)",9838,1503,2036,2099,1900,1155,1145
"Católica (043)",6067,931,1309,1279,1158,702,688
"Cristiana/Evangélica (044)",2706,380,483,574,538,366,365
"Otra (045)",337,46,74,63,66,40,48
"Ninguna (046)",728,146,170,183,138,47,44
"Mujeres (048)",6703,1137,1490,1548,1226,656,646
"Católica (049)",3755,627,879,880,716,327,326
"Cristiana/Evangélica (050)",2265,366,446,504,412,265,272
"Otra (051)",266,52,53,61,40,33,27
"Ninguna (052)",417,92,112,103,58,31,21
