"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PASCO (000)",52619,424,18860,20162,11298,1875
"Agric., ganadería, caza y silvicultura (001)",11901,160,3745,3738,3124,1134
"Pesca (002)",16,,5,5,4,2
"Explotación de minas y canteras (003)",7910,6,2605,3790,1494,15
"Industrias manufactureras (004)",1773,14,783,545,373,58
"Suministro de electricidad, gas y agua (005)",77,,31,28,16,2
"Construcción (006)",3631,15,1380,1439,726,71
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6082,81,1994,2395,1393,219
"Venta, mant.y rep. veh.autom.y motoc. (008)",825,5,387,283,141,9
"Comercio al por mayor (009)",237,3,96,87,46,5
"Comercio al por menor (010)",5020,73,1511,2025,1206,205
"Hoteles y restaurantes (011)",1800,44,696,604,404,52
"Trans., almac. y comunicaciones (012)",3226,18,1336,1274,551,47
"Intermediación financiera (013)",75,,36,26,12,1
"Activid.inmobil., empres. y alquileres (014)",2333,4,1015,932,360,22
"Admin.pub. y defensa; p. segur.soc afil (015)",1623,,654,577,376,16
"Enseñanza (016)",3624,,635,1965,1011,13
"Servicios sociales y de salud (017)",953,,276,444,226,7
"Otras activ. serv.comun.soc y personales (018)",1118,8,399,401,271,39
"Hogares privados con servicio doméstico (019)",721,27,384,176,113,21
"Organiz. y organos extraterritoriales (020)",1,,,,1,
"Actividad economica no especificada (021)",2155,4,803,815,441,92
"Desocupado (022)",3600,43,2083,1008,402,64
"Hombres (023)",38292,274,13510,14685,8406,1417
"Agric., ganadería, caza y silvicultura (024)",9735,124,2999,3080,2582,950
"Pesca (025)",12,,4,2,4,2
"Explotación de minas y canteras (026)",7671,6,2481,3701,1468,15
"Industrias manufactureras (027)",1433,12,624,455,298,44
"Suministro de electricidad, gas y agua (028)",72,,28,26,16,2
"Construcción (029)",3498,13,1323,1379,712,71
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2996,40,1066,1120,661,109
"Venta, mant.y rep. veh.autom.y motoc. (031)",787,5,368,268,137,9
"Comercio al por mayor (032)",126,,55,47,21,3
"Comercio al por menor (033)",2083,35,643,805,503,97
"Hoteles y restaurantes (034)",629,20,269,187,138,15
"Trans., almac. y comunicaciones (035)",2975,15,1180,1207,527,46
"Intermediación financiera (036)",38,,14,14,9,1
"Activid.inmobil., empres. y alquileres (037)",1749,3,712,723,290,21
