"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",44186,3334,517,24976,12555,715,675,525,889
"Hombres (001)",23902,1312,245,13072,7493,459,420,339,562
"Mujeres (002)",20284,2022,272,11904,5062,256,255,186,327
"PEA (003)",17876,1319,21,8606,5815,421,539,368,787
"Hombres (004)",13395,838,17,6457,4630,317,367,261,508
"Mujeres (005)",4481,481,4,2149,1185,104,172,107,279
"Ocupada (006)",16835,1264,21,8162,5361,387,518,350,772
"Hombres (007)",12563,790,17,6108,4262,289,353,247,497
"Mujeres (008)",4272,474,4,2054,1099,98,165,103,275
"Desocupada (009)",1041,55,,444,454,34,21,18,15
"Hombres (010)",832,48,,349,368,28,14,14,11
"Mujeres (011)",209,7,,95,86,6,7,4,4
"No PEA (012)",26310,2015,496,16370,6740,294,136,157,102
"Hombres (013)",10507,474,228,6615,2863,142,53,78,54
"Mujeres (014)",15803,1541,268,9755,3877,152,83,79,48
,,,,,,,,,
"URBANA (018)",13646,472,167,5602,5564,464,470,315,592
"Hombres (019)",7174,175,74,2732,3096,277,262,193,365
"Mujeres (020)",6472,297,93,2870,2468,187,208,122,227
"PEA (021)",5370,138,7,1513,2346,257,368,218,523
"Hombres (022)",3719,81,5,1019,1723,184,230,149,328
"Mujeres (023)",1651,57,2,494,623,73,138,69,195
"Ocupada (024)",4864,131,7,1352,2073,233,350,206,512
"Hombres (025)",3331,75,5,895,1513,165,217,141,320
"Mujeres (026)",1533,56,2,457,560,68,133,65,192
"Desocupada (027)",506,7,,161,273,24,18,12,11
"Hombres (028)",388,6,,124,210,19,13,8,8
"Mujeres (029)",118,1,,37,63,5,5,4,3
"No PEA (030)",8276,334,160,4089,3218,207,102,97,69
"Hombres (031)",3455,94,69,1713,1373,93,32,44,37
"Mujeres (032)",4821,240,91,2376,1845,114,70,53,32
,,,,,,,,,
"RURAL (036)",30540,2862,350,19374,6991,251,205,210,297
"Hombres (037)",16728,1137,171,10340,4397,182,158,146,197
"Mujeres (038)",13812,1725,179,9034,2594,69,47,64,100
"PEA (039)",12506,1181,14,7093,3469,164,171,150,264
"Hombres (040)",9676,757,12,5438,2907,133,137,112,180
"Mujeres (041)",2830,424,2,1655,562,31,34,38,84
"Ocupada (042)",11971,1133,14,6810,3288,154,168,144,260
"Hombres (043)",9232,715,12,5213,2749,124,136,106,177
"Mujeres (044)",2739,418,2,1597,539,30,32,38,83
"Desocupada (045)",535,48,,283,181,10,3,6,4
"Hombres (046)",444,42,,225,158,9,1,6,3
"Mujeres (047)",91,6,,58,23,1,2,,1
"No PEA (048)",18034,1681,336,12281,3522,87,34,60,33
"Hombres (049)",7052,380,159,4902,1490,49,21,34,17
"Mujeres (050)",10982,1301,177,7379,2032,38,13,26,16
