"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LORETO (000)",53515,9284,1807,26233,13370,863,745,472,741
"Jefe o Jefa (001)",11280,1134,9,5540,3324,291,333,213,436
"Esposa(o)/ compa¤era(o) (002)",8768,1387,16,5005,1903,110,151,66,130
"Hijo(a)/ hijastro(a) (003)",24032,4746,1401,11637,5638,301,130,122,57
"Yerno/ nuera (004)",1129,36,1,420,589,32,28,8,15
"Nieto(a) (005)",2464,776,248,1086,321,20,6,5,2
"Padres/ suegros (006)",793,285,,454,47,3,2,,2
"Otro(a) pariente (007)",4180,863,118,1807,1210,73,41,30,38
"Trabajador(a) del hogar (008)",68,4,,24,39,1,,,
"Pensionista (009)",73,1,,7,31,4,12,7,11
"Otro(a) no pariente (010)",728,52,14,253,268,28,42,21,50
"Hombres (012)",27838,4124,916,13253,7863,498,437,304,443
"Jefe o Jefa (013)",9664,876,9,4819,2933,235,275,180,337
"Esposa(o)/ compa¤era(o) (014)",309,17,,128,124,12,16,4,8
"Hijo(a)/ hijastro(a) (015)",12879,2375,700,6170,3316,156,63,67,32
"Yerno/ nuera (016)",528,10,1,154,298,20,24,8,13
"Nieto(a) (017)",1293,387,138,569,176,14,2,5,2
"Padres/ suegros (018)",345,64,,250,28,2,,,1
"Otro(a) pariente (019)",2272,368,62,985,752,38,23,21,23
"Trabajador(a) del hogar (020)",18,1,,5,12,,,,
"Pensionista (021)",43,1,,4,23,4,6,4,1
"Otro(a) no pariente (022)",487,25,6,169,201,17,28,15,26
"Mujeres (024)",25677,5160,891,12980,5507,365,308,168,298
"Jefe o Jefa (025)",1616,258,,721,391,56,58,33,99
"Esposa(o)/ compa¤era(o) (026)",8459,1370,16,4877,1779,98,135,62,122
"Hijo(a)/ hijastro(a) (027)",11153,2371,701,5467,2322,145,67,55,25
"Yerno/ nuera (028)",601,26,,266,291,12,4,,2
"Nieto(a) (029)",1171,389,110,517,145,6,4,,
"Padres/ suegros (030)",448,221,,204,19,1,2,,1
"Otro(a) pariente (031)",1908,495,56,822,458,35,18,9,15
"Trabajador(a) del hogar (032)",50,3,,19,27,1,,,
"Pensionista (033)",30,,,3,8,,6,3,10
"Otro(a) no pariente (034)",241,27,8,84,67,11,14,6,24
,,,,,,,,,
"URBANA (036)",22006,2239,748,9467,7526,629,570,329,498
"Jefe o Jefa (037)",4624,137,1,1945,1702,192,240,128,279
"Esposa(o)/ compa¤era(o) (038)",3386,207,2,1751,1073,74,126,52,101
"Hijo(a)/ hijastro(a) (039)",9513,1200,549,4017,3233,245,111,108,50
"Yerno/ nuera (040)",527,8,,139,317,24,23,7,9
"Nieto(a) (041)",1299,346,138,562,223,17,6,5,2
"Padres/ suegros (042)",328,98,,194,33,1,2,,
"Otro(a) pariente (043)",1882,218,51,718,755,57,35,21,27
"Trabajador(a) del hogar (044)",54,1,,23,29,1,,,
"Pensionista (045)",24,1,,2,10,3,3,2,3
"Otro(a) no pariente (046)",369,23,7,116,151,15,24,6,27
