"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN IGNACIO (000)",120326,19490,3496,65897,26272,1504,1559,739,1369
"Jefe o Jefa (001)",29542,4031,17,17565,5851,472,691,205,710
"Esposa(o)/ compa¤era(o) (002)",20983,4080,18,12087,3815,245,339,107,292
"Hijo(a)/ hijastro(a) (003)",54947,8448,2881,28845,13370,557,315,336,195
"Yerno/ nuera (004)",1041,49,3,490,414,32,32,9,12
"Nieto(a) (005)",4398,994,389,2299,673,27,5,9,2
"Padres/ suegros (006)",900,537,,322,32,2,3,,4
"Otro(a) pariente (007)",6858,1201,176,3532,1651,105,100,36,57
"Trabajador(a) del hogar (008)",153,7,,83,54,4,,4,1
"Pensionista (009)",97,5,1,9,36,7,15,6,18
"Otro(a) no pariente (010)",1407,138,11,665,376,53,59,27,78
"Hombres (012)",63954,8351,1785,35829,15253,758,812,405,761
"Jefe o Jefa (013)",24555,2536,13,15249,5144,363,537,157,556
"Esposa(o)/ compa¤era(o) (014)",648,59,1,351,181,16,10,10,20
"Hijo(a)/ hijastro(a) (015)",30389,4359,1455,15918,7976,255,142,192,92
"Yerno/ nuera (016)",395,15,,189,150,14,17,5,5
"Nieto(a) (017)",2388,530,200,1217,421,12,3,5,
"Padres/ suegros (018)",320,112,,184,20,,1,,3
"Otro(a) pariente (019)",4120,640,108,2159,1047,60,59,18,29
"Trabajador(a) del hogar (020)",25,1,,16,6,1,,,1
"Pensionista (021)",71,3,1,7,27,7,10,4,12
"Otro(a) no pariente (022)",1043,96,7,539,281,30,33,14,43
"Mujeres (024)",56372,11139,1711,30068,11019,746,747,334,608
"Jefe o Jefa (025)",4987,1495,4,2316,707,109,154,48,154
"Esposa(o)/ compa¤era(o) (026)",20335,4021,17,11736,3634,229,329,97,272
"Hijo(a)/ hijastro(a) (027)",24558,4089,1426,12927,5394,302,173,144,103
"Yerno/ nuera (028)",646,34,3,301,264,18,15,4,7
"Nieto(a) (029)",2010,464,189,1082,252,15,2,4,2
"Padres/ suegros (030)",580,425,,138,12,2,2,,1
"Otro(a) pariente (031)",2738,561,68,1373,604,45,41,18,28
"Trabajador(a) del hogar (032)",128,6,,67,48,3,,4,
"Pensionista (033)",26,2,,2,9,,5,2,6
"Otro(a) no pariente (034)",364,42,4,126,95,23,26,13,35
,,,,,,,,,
"URBANA (036)",18540,1784,529,7200,6084,828,884,410,821
"Jefe o Jefa (037)",5023,287,1,1903,1623,273,378,115,443
"Esposa(o)/ compa¤era(o) (038)",3163,277,3,1190,1067,152,215,69,190
"Hijo(a)/ hijastro(a) (039)",7573,875,402,3048,2512,264,179,171,122
"Yerno/ nuera (040)",152,6,,38,72,13,13,3,7
"Nieto(a) (041)",755,150,85,345,151,12,3,7,2
"Padres/ suegros (042)",161,62,,78,14,1,3,,3
"Otro(a) pariente (043)",1223,111,34,442,464,70,62,21,19
"Trabajador(a) del hogar (044)",81,,,38,35,4,,4,
"Pensionista (045)",24,,,3,14,,2,2,3
