"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LAmás (000)",19902,82,390,911,1945,4121,7810,4643
"De 12 a 14 años (001)",70,,,,,,16,54
"De 15 a 19 años (002)",1157,,,,,,706,451
"De 20 a 24 años (003)",2568,,,,,14,1692,862
"De 25 a 29 años (004)",2620,,,,,177,1792,651
"De 30 a 34 años (005)",2475,,,,1,487,1536,451
"De 35 a 39 años (006)",2330,,,,26,779,1161,364
"De 40 a 44 años (007)",1919,,,,117,891,612,299
"De 45 a 49 años (008)",1554,,,4,257,813,243,237
"De 50 y más años (009)",5209,82,390,907,1544,960,52,1274
"PEA (010)",7380,7,60,280,773,1807,2586,1867
"De 12 a 14 años (011)",15,,,,,,6,9
"De 15 a 19 años (012)",310,,,,,,165,145
"De 20 a 24 años (013)",854,,,,,5,487,362
"De 25 a 29 años (014)",900,,,,,64,556,280
"De 30 a 34 años (015)",956,,,,1,204,555,196
"De 35 a 39 años (016)",1028,,,,15,348,486,179
"De 40 a 44 años (017)",838,,,,65,396,230,147
"De 45 a 49 años (018)",716,,,1,123,381,87,124
"De 50 y más años (019)",1763,7,60,279,569,409,14,425
"Ocupada (020)",7288,7,59,278,764,1791,2559,1830
"De 12 a 14 años (021)",14,,,,,,5,9
"De 15 a 19 años (022)",300,,,,,,162,138
"De 20 a 24 años (023)",835,,,,,5,482,348
"De 25 a 29 años (024)",889,,,,,62,550,277
"De 30 a 34 años (025)",945,,,,1,202,549,193
"De 35 a 39 años (026)",1017,,,,14,346,480,177
"De 40 a 44 años (027)",831,,,,64,392,230,145
"De 45 a 49 años (028)",711,,,1,121,379,87,123
"De 50 y más años (029)",1746,7,59,277,564,405,14,420
"Desocupada (030)",92,,1,2,9,16,27,37
"De 12 a 14 años (031)",1,,,,,,1,
"De 15 a 19 años (032)",10,,,,,,3,7
"De 20 a 24 años (033)",19,,,,,,5,14
"De 25 a 29 años (034)",11,,,,,2,6,3
"De 30 a 34 años (035)",11,,,,,2,6,3
"De 35 a 39 años (036)",11,,,,1,2,6,2
"De 40 a 44 años (037)",7,,,,1,4,,2
"De 45 a 49 años (038)",5,,,,2,2,,1
"De 50 y más años (039)",17,,1,2,5,4,,5
"No PEA (040)",12522,75,330,631,1172,2314,5224,2776
"De 12 a 14 años (041)",55,,,,,,10,45
"De 15 a 19 años (042)",847,,,,,,541,306
"De 20 a 24 años (043)",1714,,,,,9,1205,500
"De 25 a 29 años (044)",1720,,,,,113,1236,371
"De 30 a 34 años (045)",1519,,,,,283,981,255
"De 35 a 39 años (046)",1302,,,,11,431,675,185
