"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia QUISPICANCHI (000)",26114,2791,4305,13766,451,4540,261
"Conviviente (001)",7311,826,1534,3845,139,933,34
"Separado(a) (002)",615,89,93,372,15,33,13
"Casado(a) (003)",11134,908,1468,6680,200,1838,40
"Viudo(a) (004)",1420,41,104,1105,24,130,16
"Divorciado(a) (005)",90,12,9,64,,5,
"Soltero(a) (006)",5544,915,1097,1700,73,1601,158
"Hombres (008)",17657,1836,3806,9779,325,1853,58
"Conviviente (009)",5193,557,1373,2800,106,349,8
"Separado(a) (010)",215,27,55,113,8,11,1
"Casado(a) (011)",7826,718,1314,5212,152,424,6
"Viudo(a) (012)",564,15,66,423,8,50,2
"Divorciado(a) (013)",47,7,9,29,,2,
"Soltero(a) (014)",3812,512,989,1202,51,1017,41
"Mujeres (016)",8457,955,499,3987,126,2687,203
"Conviviente (017)",2118,269,161,1045,33,584,26
"Separado(a) (018)",400,62,38,259,7,22,12
"Casado(a) (019)",3308,190,154,1468,48,1414,34
"Viudo(a) (020)",856,26,38,682,16,80,14
"Divorciado(a) (021)",43,5,,35,,3,
"Soltero(a) (022)",1732,403,108,498,22,584,117
,,,,,,,
"URBANA (024)",10900,2212,2275,5023,234,971,185
"Conviviente (025)",3439,654,867,1632,66,196,24
"Separado(a) (026)",363,66,57,207,8,13,12
"Casado(a) (027)",3858,733,700,1978,100,318,29
"Viudo(a) (028)",493,35,50,350,10,34,14
"Divorciado(a) (029)",48,9,6,31,,2,
"Soltero(a) (030)",2699,715,595,825,50,408,106
"Hombres (032)",6980,1430,1998,2937,143,438,34
"Conviviente (033)",2313,437,773,987,44,67,5
"Separado(a) (034)",115,18,35,55,4,2,1
"Casado(a) (035)",2560,569,619,1219,60,89,4
"Viudo(a) (036)",152,12,36,92,,11,1
"Divorciado(a) (037)",25,5,6,13,,1,
"Soltero(a) (038)",1815,389,529,571,35,268,23
"Mujeres (040)",3920,782,277,2086,91,533,151
"Conviviente (041)",1126,217,94,645,22,129,19
"Separado(a) (042)",248,48,22,152,4,11,11
"Casado(a) (043)",1298,164,81,759,40,229,25
"Viudo(a) (044)",341,23,14,258,10,23,13
"Divorciado(a) (045)",23,4,,18,,1,
"Soltero(a) (046)",884,326,66,254,15,140,83
,,,,,,,
"RURAL (048)",15214,579,2030,8743,217,3569,76
"Conviviente (049)",3872,172,667,2213,73,737,10
"Separado(a) (050)",252,23,36,165,7,20,1
"Casado(a) (051)",7276,175,768,4702,100,1520,11
"Viudo(a) (052)",927,6,54,755,14,96,2
"Divorciado(a) (053)",42,3,3,33,,3,
"Soltero(a) (054)",2845,200,502,875,23,1193,52
"Hombres (056)",10677,406,1808,6842,182,1415,24
"Conviviente (057)",2880,120,600,1813,62,282,3
"Separado(a) (058)",100,9,20,58,4,9,
"Casado(a) (059)",5266,149,695,3993,92,335,2
"Viudo(a) (060)",412,3,30,331,8,39,1
"Divorciado(a) (061)",22,2,3,16,,1,
"Soltero(a) (062)",1997,123,460,631,16,749,18
"Mujeres (064)",4537,173,222,1901,35,2154,52
"Conviviente (065)",992,52,67,400,11,455,7
"Separado(a) (066)",152,14,16,107,3,11,1
"Casado(a) (067)",2010,26,73,709,8,1185,9
"Viudo(a) (068)",515,3,24,424,6,57,1
"Divorciado(a) (069)",20,1,,17,,2,
"Soltero(a) (070)",848,77,42,244,7,444,34
