"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PACASMAYO (000)",93464,1664,25282,23661,19433,16366,7058
"Jefe o Jefa (001)",24076,,15,2571,7942,9054,4494
"Esposa(o) / compañera(o) (002)",15725,,23,3065,6150,5112,1375
"Hijo(a) / hijastro(a) (003)",37775,976,18874,13318,3582,1004,21
"Yerno / nuera (004)",1946,,15,1134,647,144,6
"Nieto(a) (005)",6806,539,4796,1392,76,3,
"Padres / suegros (006)",1003,,,,13,251,739
"Otro(a) pariente (007)",5149,137,1438,1740,811,660,363
"Trabajador(a) del hogar (008)",74,,,34,23,11,6
"Pensionistas (009)",114,,5,62,29,11,7
"Otro(a) no pariente (010)",796,12,116,345,160,116,47
"Hombres (011)",45938,871,12677,11596,9199,8050,3545
"Jefe o Jefa (012)",17941,,5,1986,6157,6766,3027
"Esposa(o) / compañera(o) (013)",837,,19,178,278,260,102
"Hijo(a) / hijastro(a) (014)",19173,502,9469,7000,1754,442,6
"Yerno / nuera (015)",962,,6,446,404,101,5
"Nieto(a) (016)",3509,285,2402,784,37,1,
"Padres / suegros (017)",311,,,,6,65,240
"Otro(a) pariente (018)",2692,77,719,970,453,338,135
"Trabajador(a) del hogar (019)",6,,,4,1,1,
"Pensionistas (020)",80,,3,40,20,10,7
"Otro(a) no pariente (021)",427,7,54,188,89,66,23
"Mujeres (022)",47526,793,12605,12065,10234,8316,3513
"Jefe o Jefa (023)",6135,,10,585,1785,2288,1467
"Esposa(o) / compañera(o) (024)",14888,,4,2887,5872,4852,1273
"Hijo(a) / hijastro(a) (025)",18602,474,9405,6318,1828,562,15
"Yerno / nuera (026)",984,,9,688,243,43,1
"Nieto(a) (027)",3297,254,2394,608,39,2,
"Padres / suegros (028)",692,,,,7,186,499
"Otro(a) pariente (029)",2457,60,719,770,358,322,228
"Trabajador(a) del hogar (030)",68,,,30,22,10,6
"Pensionistas (031)",34,,2,22,9,1,
"Otro(a) no pariente (032)",369,5,62,157,71,50,24
,,,,,,,
"URBANA (033)",86805,1541,23368,21866,18212,15222,6596
"Jefe o Jefa (034)",22383,,14,2339,7439,8414,4177
"Esposa(o) / compañera(o) (035)",14536,,23,2777,5750,4718,1268
"Hijo(a) / hijastro(a) (036)",34983,909,17405,12357,3343,949,20
"Yerno / nuera (037)",1797,,13,1034,608,136,6
"Nieto(a) (038)",6314,491,4447,1301,72,3,
"Padres / suegros (039)",962,,,,12,237,713
"Otro(a) pariente (040)",4875,130,1350,1627,784,632,352
"Trabajador(a) del hogar (041)",73,,,34,22,11,6
"Pensionistas (042)",113,,5,62,28,11,7
"Otro(a) no pariente (043)",769,11,111,335,154,111,47
"Hombres (044)",42504,802,11708,10672,8582,7447,3293
"Jefe o Jefa (045)",16622,,5,1803,5740,6267,2807
"Esposa(o) / compañera(o) (046)",748,,19,162,258,221,88
"Hijo(a) / hijastro(a) (047)",17676,462,8711,6459,1627,412,5
"Yerno / nuera (048)",887,,5,407,373,97,5
"Nieto(a) (049)",3258,261,2237,723,36,1,
"Padres / suegros (050)",293,,,,6,57,230
"Otro(a) pariente (051)",2526,72,677,894,436,319,128
"Trabajador(a) del hogar (052)",6,,,4,1,1,
"Pensionistas (053)",79,,3,40,19,10,7
"Otro(a) no pariente (054)",409,7,51,180,86,62,23
"Mujeres (055)",44301,739,11660,11194,9630,7775,3303
"Jefe o Jefa (056)",5761,,9,536,1699,2147,1370
"Esposa(o) / compañera(o) (057)",13788,,4,2615,5492,4497,1180
"Hijo(a) / hijastro(a) (058)",17307,447,8694,5898,1716,537,15
"Yerno / nuera (059)",910,,8,627,235,39,1
"Nieto(a) (060)",3056,230,2210,578,36,2,
"Padres / suegros (061)",669,,,,6,180,483
"Otro(a) pariente (062)",2349,58,673,733,348,313,224
"Trabajador(a) del hogar (063)",67,,,30,21,10,6
"Pensionistas (064)",34,,2,22,9,1,
"Otro(a) no pariente (065)",360,4,60,155,68,49,24
,,,,,,,
"RURAL (066)",6659,123,1914,1795,1221,1144,462
"Jefe o Jefa (067)",1693,,1,232,503,640,317
"Esposa(o) / compañera(o) (068)",1189,,,288,400,394,107
"Hijo(a) / hijastro(a) (069)",2792,67,1469,961,239,55,1
"Yerno / nuera (070)",149,,2,100,39,8,
"Nieto(a) (071)",492,48,349,91,4,,
"Padres / suegros (072)",41,,,,1,14,26
"Otro(a) pariente (073)",274,7,88,113,27,28,11
"Trabajador(a) del hogar (074)",1,,,,1,,
"Pensionistas (075)",1,,,,1,,
"Otro(a) no pariente (076)",27,1,5,10,6,5,
"Hombres (077)",3434,69,969,924,617,603,252
"Jefe o Jefa (078)",1319,,,183,417,499,220
"Esposa(o) / compañera(o) (079)",89,,,16,20,39,14
"Hijo(a) / hijastro(a) (080)",1497,40,758,541,127,30,1
"Yerno / nuera (081)",75,,1,39,31,4,
"Nieto(a) (082)",251,24,165,61,1,,
"Padres / suegros (083)",18,,,,,8,10
"Otro(a) pariente (084)",166,5,42,76,17,19,7
"Pensionistas (086)",1,,,,1,,
"Otro(a) no pariente (087)",18,,3,8,3,4,
"Mujeres (088)",3225,54,945,871,604,541,210
"Jefe o Jefa (089)",374,,1,49,86,141,97
"Esposa(o) / compañera(o) (090)",1100,,,272,380,355,93
"Hijo(a) / hijastro(a) (091)",1295,27,711,420,112,25,
"Yerno / nuera (092)",74,,1,61,8,4,
"Nieto(a) (093)",241,24,184,30,3,,
"Padres / suegros (094)",23,,,,1,6,16
"Otro(a) pariente (095)",108,2,46,37,10,9,4
"Trabajador(a) del hogar (096)",1,,,,1,,
"Otro(a) no pariente (098)",9,1,2,2,3,1,
