"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia HUAMALIES",,,,,,,,,
"Hogares (001)",15779,247,89,66,44,25,21,20,15267
"Ocupantes presentes (002)",66022,893,314,215,149,109,106,102,64134
"Casa independiente",,,,,,,,,
"Hogares (004)",14938,238,86,66,44,25,20,20,14439
"Ocupantes presentes (005)",62887,868,303,215,149,109,100,102,61041
"Departamento en edificio",,,,,,,,,
"Hogares (007)",3,,1,,,,,,2
"Ocupantes presentes (008)",11,,3,,,,,,8
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",33,2,,,,,,,31
"Ocupantes presentes (011)",99,3,,,,,,,96
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",59,2,1,,,,,,56
"Ocupantes presentes (014)",197,9,1,,,,,,187
"Choza o cabaña",,,,,,,,,
"Hogares (016)",727,4,1,,,,1,,721
"Ocupantes presentes (017)",2764,11,7,,,,6,,2740
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",9,,,,,,,,9
"Ocupantes presentes (020)",41,,,,,,,,41
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",8,1,,,,,,,7
"Ocupantes presentes (023)",20,2,,,,,,,18
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",3,,,,,,,,3
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4522,106,45,36,26,13,14,13,4269
"Ocupantes presentes (029)",18272,372,135,122,93,61,67,60,17362
"Casa independiente",,,,,,,,,
"Hogares (031)",4414,101,43,36,26,13,14,13,4168
"Ocupantes presentes (032)",17914,358,131,122,93,61,67,60,17022
"Departamento en edificio",,,,,,,,,
"Hogares (034)",3,,1,,,,,,2
"Ocupantes presentes (035)",11,,3,,,,,,8
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",33,2,,,,,,,31
"Ocupantes presentes (038)",99,3,,,,,,,96
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",59,2,1,,,,,,56
"Ocupantes presentes (041)",197,9,1,,,,,,187
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",9,,,,,,,,9
"Ocupantes presentes (047)",41,,,,,,,,41
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",4,1,,,,,,,3
"Ocupantes presentes (050)",10,2,,,,,,,8
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",11257,141,44,30,18,12,7,7,10998
"Ocupantes presentes (056)",47750,521,179,93,56,48,39,42,46772
"Casa independiente",,,,,,,,,
"Hogares (058)",10524,137,43,30,18,12,6,7,10271
"Ocupantes presentes (059)",44973,510,172,93,56,48,33,42,44019
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",727,4,1,,,,1,,721
"Ocupantes presentes (071)",2764,11,7,,,,6,,2740
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,,,,,,,4
"Ocupantes presentes (077)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",3,,,,,,,,3
