"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PATAZ (000)",17376,295,7582,5540,1476,458,203,76,19,,1727
"Conviviente (001)",7821,140,3722,2441,582,142,64,18,5,,707
"Separado(a) (002)",1005,17,383,350,120,38,20,8,2,,67
"Casado(a) (003)",5427,89,2437,1826,509,159,62,25,4,,316
"Viudo(a) (004)",1669,35,660,549,153,72,38,18,2,,142
"Divorciado(a) (005)",115,,40,42,16,3,3,3,1,,7
"Soltero(a) (006)",1339,14,340,332,96,44,16,4,5,,488
,,,,,,,,,,,
"URBANA (008)",4825,57,1818,1514,524,175,81,25,7,,624
"Conviviente (009)",2119,26,908,663,212,46,25,6,1,,232
"Separado(a) (010)",280,2,91,103,38,14,8,2,1,,21
"Casado(a) (011)",1566,16,571,521,210,75,28,11,2,,132
"Viudo(a) (012)",368,7,136,110,32,25,11,3,1,,43
"Divorciado(a) (013)",34,,15,10,4,2,1,,,,2
"Soltero(a) (014)",458,6,97,107,28,13,8,3,2,,194
,,,,,,,,,,,
"RURAL (016)",12551,238,5764,4026,952,283,122,51,12,,1103
"Conviviente (017)",5702,114,2814,1778,370,96,39,12,4,,475
"Separado(a) (018)",725,15,292,247,82,24,12,6,1,,46
"Casado(a) (019)",3861,73,1866,1305,299,84,34,14,2,,184
"Viudo(a) (020)",1301,28,524,439,121,47,27,15,1,,99
"Divorciado(a) (021)",81,,25,32,12,1,2,3,1,,5
"Soltero(a) (022)",881,8,243,225,68,31,8,1,3,,294
