"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCAYO (000)",8500,2056,6444
"Sin nivel (001)",152,28,124
"Educación inicial (002)",7,3,4
"Primaria (003)",1095,189,906
"Secundaria (004)",3567,936,2631
"Superior no univ. incompleta (005)",547,136,411
"Superior no univ. completa (006)",1019,239,780
"Superior univ. incompleta (007)",578,162,416
"Superior univ. completa (008)",1535,363,1172
"Hombres (010)",5229,1145,4084
"Sin nivel (011)",70,13,57
"Educación inicial (012)",3,1,2
"Primaria (013)",726,111,615
"Secundaria (014)",2483,596,1887
"Superior no univ. incompleta (015)",318,70,248
"Superior no univ. completa (016)",494,113,381
"Superior univ. incompleta (017)",356,79,277
"Superior univ. completa (018)",779,162,617
"Mujeres (020)",3271,911,2360
"Sin nivel (021)",82,15,67
"Educación inicial (022)",4,2,2
"Primaria (023)",369,78,291
"Secundaria (024)",1084,340,744
"Superior no univ. incompleta (025)",229,66,163
"Superior no univ. completa (026)",525,126,399
"Superior univ. incompleta (027)",222,83,139
"Superior univ. completa (028)",756,201,555
,,,
"AREA URBANA (030)",7760,1801,5959
"Sin nivel (031)",120,25,95
"Educación inicial (032)",7,3,4
"Primaria (033)",904,124,780
"Secundaria (034)",3186,789,2397
"Superior no univ. incompleta (035)",526,130,396
"Superior no univ. completa (036)",967,227,740
"Superior univ. incompleta (037)",571,161,410
"Superior univ. completa (038)",1479,342,1137
"Hombres (040)",4681,961,3720
"Sin nivel (041)",51,11,40
"Educación inicial (042)",3,1,2
"Primaria (043)",570,61,509
"Secundaria (044)",2188,484,1704
"Superior no univ. incompleta (045)",307,68,239
"Superior no univ. completa (046)",465,106,359
"Superior univ. incompleta (047)",350,78,272
"Superior univ. completa (048)",747,152,595
"Mujeres (050)",3079,840,2239
"Sin nivel (051)",69,14,55
"Educación inicial (052)",4,2,2
"Primaria (053)",334,63,271
"Secundaria (054)",998,305,693
"Superior no univ. incompleta (055)",219,62,157
"Superior no univ. completa (056)",502,121,381
"Superior univ. incompleta (057)",221,83,138
"Superior univ. completa (058)",732,190,542
,,,
"AREA RURAL (060)",740,255,485
"Sin nivel (061)",32,3,29
"Primaria (063)",191,65,126
"Secundaria (064)",381,147,234
"Superior no univ. incompleta (065)",21,6,15
"Superior no univ. completa (066)",52,12,40
"Superior univ. incompleta (067)",7,1,6
"Superior univ. completa (068)",56,21,35
"Hombres (070)",548,184,364
"Sin nivel (071)",19,2,17
"Primaria (073)",156,50,106
"Secundaria (074)",295,112,183
"Superior no univ. incompleta (075)",11,2,9
"Superior no univ. completa (076)",29,7,22
"Superior univ. incompleta (077)",6,1,5
"Superior univ. completa (078)",32,10,22
"Mujeres (080)",192,71,121
"Sin nivel (081)",13,1,12
"Primaria (083)",35,15,20
"Secundaria (084)",86,35,51
"Superior no univ. incompleta (085)",10,4,6
"Superior no univ. completa (086)",23,5,18
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",24,11,13
