"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SATIPO (000)",162781,45464,57794,34810,19758,4955
"Hombres (001)",87964,23522,31345,18884,11248,2965
"Mujeres (002)",74817,21942,26449,15926,8510,1990
"PEA (003)",72018,2057,30301,23843,13424,2393
"Hombres (004)",55101,1398,23092,18055,10482,2074
"Mujeres (005)",16917,659,7209,5788,2942,319
"Ocupada (006)",70150,1983,29093,23455,13253,2366
"Hombres (007)",53836,1352,22325,17767,10342,2050
"Mujeres (008)",16314,631,6768,5688,2911,316
"Desocupada (009)",1868,74,1208,388,171,27
"Hombres (010)",1265,46,767,288,140,24
"Mujeres (011)",603,28,441,100,31,3
"No PEA (012)",90763,43407,27493,10967,6334,2562
"Hombres (013)",32863,22124,8253,829,766,891
"Mujeres (014)",57900,21283,19240,10138,5568,1671
,,,,,,
"URBANA (018)",46876,11677,16297,10839,6510,1553
"Hombres (019)",24031,5849,8321,5457,3556,848
"Mujeres (020)",22845,5828,7976,5382,2954,705
"PEA (021)",21979,433,8228,8003,4672,643
"Hombres (022)",14431,273,5337,5121,3211,489
"Mujeres (023)",7548,160,2891,2882,1461,154
"Ocupada (024)",21200,413,7740,7821,4596,630
"Hombres (025)",13919,260,5042,4992,3148,477
"Mujeres (026)",7281,153,2698,2829,1448,153
"Desocupada (027)",779,20,488,182,76,13
"Hombres (028)",512,13,295,129,63,12
"Mujeres (029)",267,7,193,53,13,1
"No PEA (030)",24897,11244,8069,2836,1838,910
"Hombres (031)",9600,5576,2984,336,345,359
"Mujeres (032)",15297,5668,5085,2500,1493,551
,,,,,,
"RURAL (036)",115905,33787,41497,23971,13248,3402
"Hombres (037)",63933,17673,23024,13427,7692,2117
"Mujeres (038)",51972,16114,18473,10544,5556,1285
"PEA (039)",50039,1624,22073,15840,8752,1750
"Hombres (040)",40670,1125,17755,12934,7271,1585
"Mujeres (041)",9369,499,4318,2906,1481,165
"Ocupada (042)",48950,1570,21353,15634,8657,1736
"Hombres (043)",39917,1092,17283,12775,7194,1573
"Mujeres (044)",9033,478,4070,2859,1463,163
"Desocupada (045)",1089,54,720,206,95,14
"Hombres (046)",753,33,472,159,77,12
"Mujeres (047)",336,21,248,47,18,2
"No PEA (048)",65866,32163,19424,8131,4496,1652
"Hombres (049)",23263,16548,5269,493,421,532
"Mujeres (050)",42603,15615,14155,7638,4075,1120
