"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ISLAY",,,,,,,,,
"Viviendas particulares (001)",13934,10304,528,1106,121,424,1077,245,129
"Ocupantes presentes (002)",50252,38549,1878,3416,423,1392,3548,739,307
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13111,9973,469,951,116,374,876,232,120
"Ocupantes presentes (005)",47800,37518,1677,3014,408,1264,2928,698,293
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",178,158,20,,,,,,
"Ocupantes presentes (008)",556,497,59,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",62,51,8,,,,,3,
"Ocupantes presentes (011)",223,193,26,,,,,4,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",111,78,18,5,,1,2,7,
"Ocupantes presentes (014)",322,210,67,17,,1,6,21,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",253,,,7,5,44,192,1,4
"Ocupantes presentes (017)",751,,,17,15,120,590,2,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",193,30,13,141,,2,3,1,3
"Ocupantes presentes (020)",532,100,49,366,,4,4,4,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",24,14,,2,,3,4,,1
"Ocupantes presentes (023)",57,31,,2,,3,20,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,,1,1
"Ocupantes presentes (026)",11,,,,,,,10,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",12559,9934,473,1032,81,178,522,232,107
"Ocupantes presentes (029)",45952,37245,1768,3212,286,643,1827,708,263
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11990,9603,414,884,81,173,513,220,102
"Ocupantes presentes (032)",44252,36214,1567,2827,286,636,1797,669,256
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",178,158,20,,,,,,
"Ocupantes presentes (035)",556,497,59,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",62,51,8,,,,,3,
"Ocupantes presentes (038)",223,193,26,,,,,4,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",111,78,18,5,,1,2,7,
"Ocupantes presentes (041)",322,210,67,17,,1,6,21,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",193,30,13,141,,2,3,1,3
"Ocupantes presentes (047)",532,100,49,366,,4,4,4,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",23,14,,2,,2,4,,1
"Ocupantes presentes (050)",56,31,,2,,2,20,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,,,,,1,1
"Ocupantes presentes (053)",11,,,,,,,10,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1375,370,55,74,40,246,555,13,22
"Ocupantes presentes (056)",4300,1304,110,204,137,749,1721,31,44
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1121,370,55,67,35,201,363,12,18
"Ocupantes presentes (059)",3548,1304,110,187,122,628,1131,29,37
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",253,,,7,5,44,192,1,4
"Ocupantes presentes (071)",751,,,17,15,120,590,2,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,1,,,
"Ocupantes presentes (077)",1,,,,,1,,,
"Otro tipo",,,,,,,,,
