"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia JULCAN (000)",7994,33,146,480,805,1579,3357,1594
"De 12 a 14 años (001)",10,,,,,,1,9
"De 15 a 19 años (002)",252,,,,,,176,76
"De 20 a 24 años (003)",912,,,,,,637,275
"De 25 a 29 años (004)",966,,,,,37,713,216
"De 30 a 34 años (005)",958,,,,1,140,660,157
"De 35 a 39 años (006)",999,,,,4,253,608,134
"De 40 a 44 años (007)",796,,,,35,308,339,114
"De 45 a 49 años (008)",647,,,2,74,316,180,75
"De 50 y más años (009)",2454,33,146,478,691,525,43,538
"Sin nivel (010)",2988,28,122,363,476,631,773,595
"De 12 a 14 años (011)",1,,,,,,1,
"De 15 a 19 años (012)",18,,,,,,11,7
"De 20 a 24 años (013)",85,,,,,,58,27
"De 25 a 29 años (014)",131,,,,,5,101,25
"De 30 a 34 años (015)",225,,,,,26,174,25
"De 35 a 39 años (016)",284,,,,,59,189,36
"De 40 a 44 años (017)",273,,,,9,98,128,38
"De 45 a 49 años (018)",265,,,1,27,115,81,41
"De 50 y más años (019)",1706,28,122,362,440,328,30,396
"Educacion Inicial (020)",20,,,,,1,16,3
"De 15 a 19 años (022)",3,,,,,,1,2
"De 20 a 24 años (023)",3,,,,,,3,
"De 25 a 29 años (024)",8,,,,,1,6,1
"De 30 a 34 años (025)",3,,,,,,3,
"De 35 a 39 años (026)",3,,,,,,3,
"Primaria (030)",3863,5,22,95,285,794,1991,671
"De 12 a 14 años (031)",5,,,,,,,5
"De 15 a 19 años (032)",151,,,,,,110,41
"De 20 a 24 años (033)",575,,,,,,415,160
"De 25 a 29 años (034)",596,,,,,25,461,110
"De 30 a 34 años (035)",573,,,,1,94,391,87
"De 35 a 39 años (036)",574,,,,4,152,342,76
"De 40 a 44 años (037)",425,,,,23,179,175,48
"De 45 a 49 años (038)",315,,,1,35,169,86,24
"De 50 y más años (039)",649,5,22,94,222,175,11,120
"Secundaria (040)",795,,2,15,34,101,430,213
"De 12 a 14 años (041)",4,,,,,,,4
"De 15 a 19 años (042)",79,,,,,,53,26
"De 20 a 24 años (043)",200,,,,,,133,67
"De 25 a 29 años (044)",160,,,,,4,115,41
"De 30 a 34 años (045)",97,,,,,13,54,30
"De 35 a 39 años (046)",84,,,,,29,44,11
"De 40 a 44 años (047)",66,,,,3,22,24,17
"De 45 a 49 años (048)",35,,,,9,18,5,3
"De 50 y más años (049)",70,,2,15,22,15,2,14
"Sup. no Univ. incompleta (050)",102,,,1,3,17,50,31
"De 15 a 19 años (052)",1,,,,,,1,
"De 20 a 24 años (053)",22,,,,,,12,10
