"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PUNO (000)",99739,1213,29185,34232,26676,8433
"Empleado (001)",24040,83,6653,10394,6660,250
"Obrero (002)",8319,73,2997,2931,1889,429
"Trabajador independiente (003)",42072,195,9901,14158,12613,5205
"Empleador o patrono (004)",1096,,254,431,341,70
"Trabajador familiar no remunerado (005)",17123,786,5611,4233,4192,2301
"Trabajador del hogar (006)",1030,44,609,227,132,18
"Desocupado (008)",6059,32,3160,1858,849,160
"Hombres (009)",56504,649,16116,19249,15428,5062
"Empleado (010)",14361,48,3524,6083,4493,213
"Obrero (011)",6736,59,2448,2375,1531,323
"Trabajador independiente (012)",24644,113,5603,7983,7404,3541
"Empleador o patrono (013)",709,,157,282,220,50
"Trabajador familiar no remunerado (014)",5870,403,2352,1235,1089,791
"Trabajador del hogar (015)",66,6,31,16,11,2
"Desocupado (017)",4118,20,2001,1275,680,142
"Mujeres (018)",43235,564,13069,14983,11248,3371
"Empleado (019)",9679,35,3129,4311,2167,37
"Obrero (020)",1583,14,549,556,358,106
"Trabajador independiente (021)",17428,82,4298,6175,5209,1664
"Empleador o patrono (022)",387,,97,149,121,20
"Trabajador familiar no remunerado (023)",11253,383,3259,2998,3103,1510
"Trabajador del hogar (024)",964,38,578,211,121,16
"Desocupado (026)",1941,12,1159,583,169,18
,,,,,,
"URBANA (027)",57630,633,17686,22439,14865,2007
"Empleado (028)",22732,81,6218,9910,6305,218
"Obrero (029)",5066,50,1797,1923,1131,165
"Trabajador independiente (030)",20819,141,5709,7994,5792,1183
"Empleador o patrono (031)",916,,217,352,297,50
"Trabajador familiar no remunerado (032)",3356,307,1240,818,703,288
"Trabajador del hogar (033)",911,38,546,200,112,15
"Desocupado (035)",3830,16,1959,1242,525,88
"Hombres (036)",32451,364,9777,12391,8714,1205
"Empleado (037)",13365,47,3260,5698,4175,185
"Obrero (038)",4289,44,1518,1609,978,140
"Trabajador independiente (039)",10524,96,3208,3846,2750,624
"Empleador o patrono (040)",580,,130,227,186,37
"Trabajador familiar no remunerado (041)",1344,161,542,261,237,143
"Trabajador del hogar (042)",53,4,27,14,8,
"Desocupado (044)",2296,12,1092,736,380,76
"Mujeres (045)",25179,269,7909,10048,6151,802
"Empleado (046)",9367,34,2958,4212,2130,33
"Obrero (047)",777,6,279,314,153,25
"Trabajador independiente (048)",10295,45,2501,4148,3042,559
"Empleador o patrono (049)",336,,87,125,111,13
"Trabajador familiar no remunerado (050)",2012,146,698,557,466,145
"Trabajador del hogar (051)",858,34,519,186,104,15
"Desocupado (053)",1534,4,867,506,145,12
,,,,,,
"RURAL (054)",42109,580,11499,11793,11811,6426
"Empleado (055)",1308,2,435,484,355,32
"Obrero (056)",3253,23,1200,1008,758,264
"Trabajador independiente (057)",21253,54,4192,6164,6821,4022
"Empleador o patrono (058)",180,,37,79,44,20
"Trabajador familiar no remunerado (059)",13767,479,4371,3415,3489,2013
"Trabajador del hogar (060)",119,6,63,27,20,3
"Desocupado (062)",2229,16,1201,616,324,72
"Hombres (063)",24053,285,6339,6858,6714,3857
"Empleado (064)",996,1,264,385,318,28
"Obrero (065)",2447,15,930,766,553,183
"Trabajador independiente (066)",14120,17,2395,4137,4654,2917
"Empleador o patrono (067)",129,,27,55,34,13
"Trabajador familiar no remunerado (068)",4526,242,1810,974,852,648
"Trabajador del hogar (069)",13,2,4,2,3,2
"Desocupado (071)",1822,8,909,539,300,66
"Mujeres (072)",18056,295,5160,4935,5097,2569
"Empleado (073)",312,1,171,99,37,4
"Obrero (074)",806,8,270,242,205,81
"Trabajador independiente (075)",7133,37,1797,2027,2167,1105
"Empleador o patrono (076)",51,,10,24,10,7
"Trabajador familiar no remunerado (077)",9241,237,2561,2441,2637,1365
"Trabajador del hogar (078)",106,4,59,25,17,1
"Desocupado (080)",407,8,292,77,24,6
