"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ACOMAYO (000)",25449,5549,984,11873,5643,401,544,159,296
"Quechua (001)",22262,5090,796,10657,4715,294,392,110,208
"Aymara (002)",12,4,3,2,1,,1,1,
"Ashaninca (003)",2,2,,,,,,,
"Otra lengua nativa (004)",4,1,,1,1,,,1,
"Castellano (005)",3117,429,185,1193,919,106,150,47,88
"Es sordomudo/a (007)",52,23,,20,7,1,1,,
"Hombres (009)",12555,1578,490,6154,3420,255,360,104,194
"Quechua (010)",10792,1367,400,5479,2882,191,260,72,141
"Aymara (011)",9,3,3,2,1,,,,
"Ashaninca (012)",2,2,,,,,,,
"Otra lengua nativa (013)",2,1,,,,,,1,
"Castellano (014)",1714,193,87,656,531,63,100,31,53
"Es sordomudo/a (016)",36,12,,17,6,1,,,
"Mujeres (018)",12894,3971,494,5719,2223,146,184,55,102
"Quechua (019)",11470,3723,396,5178,1833,103,132,38,67
"Aymara (020)",3,1,,,,,1,1,
"Otra lengua nativa (022)",2,,,1,1,,,,
"Castellano (023)",1403,236,98,537,388,43,50,16,35
"Es sordomudo/a (025)",16,11,,3,1,,1,,
,,,,,,,,,
"URBANA (027)",13549,2695,512,5948,3306,299,429,116,244
"Quechua (028)",11087,2354,359,5011,2616,208,296,80,163
"Aymara (029)",10,3,3,2,1,,,1,
"Ashaninca (030)",2,2,,,,,,,
"Otra lengua nativa (031)",2,,,,1,,,1,
"Castellano (032)",2421,324,150,928,681,90,133,34,81
"Es sordomudo/a (034)",27,12,,7,7,1,,,
"Hombres (036)",6645,745,257,3018,1938,183,277,75,152
"Quechua (037)",5297,591,181,2499,1549,131,189,53,104
"Aymara (038)",8,2,3,2,1,,,,
"Ashaninca (039)",2,2,,,,,,,
"Otra lengua nativa (040)",1,,,,,,,1,
"Castellano (041)",1317,143,73,511,382,51,88,21,48
"Es sordomudo/a (043)",20,7,,6,6,1,,,
"Mujeres (045)",6904,1950,255,2930,1368,116,152,41,92
"Quechua (046)",5790,1763,178,2512,1067,77,107,27,59
"Aymara (047)",2,1,,,,,,1,
"Otra lengua nativa (049)",1,,,,1,,,,
"Castellano (050)",1104,181,77,417,299,39,45,13,33
"Es sordomudo/a (052)",7,5,,1,1,,,,
,,,,,,,,,
"RURAL (054)",11900,2854,472,5925,2337,102,115,43,52
"Quechua (055)",11175,2736,437,5646,2099,86,96,30,45
"Aymara (056)",2,1,,,,,1,,
"Otra lengua nativa (058)",2,1,,1,,,,,
"Castellano (059)",696,105,35,265,238,16,17,13,7
"Es sordomudo/a (061)",25,11,,13,,,1,,
"Hombres (063)",5910,833,233,3136,1482,72,83,29,42
"Quechua (064)",5495,776,219,2980,1333,60,71,19,37
"Aymara (065)",1,1,,,,,,,
"Otra lengua nativa (067)",1,1,,,,,,,
"Castellano (068)",397,50,14,145,149,12,12,10,5
"Es sordomudo/a (070)",16,5,,11,,,,,
"Mujeres (072)",5990,2021,239,2789,855,30,32,14,10
"Quechua (073)",5680,1960,218,2666,766,26,25,11,8
"Aymara (074)",1,,,,,,1,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",299,55,21,120,89,4,5,3,2
"Es sordomudo/a (079)",9,6,,2,,,1,,
