"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LAMPA (000)",46649,735,14126,12582,8193,7129,3884
"Jefe o Jefa (001)",13352,,65,2166,4082,4455,2584
"Esposa(o) / compañera(o) (002)",6700,,15,1563,2385,2017,720
"Hijo(a) / hijastro(a) (003)",19822,507,11263,6872,1007,169,4
"Yerno / nuera (004)",614,,8,421,164,21,
"Nieto(a) (005)",2105,176,1625,286,17,1,
"Padres / suegros (006)",498,,,,14,97,387
"Otro(a) pariente (007)",2736,47,1016,927,341,260,145
"Trabajador(a) del hogar (008)",51,,6,30,4,9,2
"Pensionistas (009)",8,,1,3,1,,3
"Otro(a) no pariente (010)",763,5,127,314,178,100,39
"Hombres (011)",22727,388,7163,6178,3831,3351,1816
"Jefe o Jefa (012)",8805,,38,1415,2791,2971,1590
"Esposa(o) / compañera(o) (013)",466,,9,162,171,85,39
"Hijo(a) / hijastro(a) (014)",10149,264,5717,3611,493,62,2
"Yerno / nuera (015)",271,,5,155,97,14,
"Nieto(a) (016)",1069,93,827,140,9,,
"Padres / suegros (017)",153,,,,5,29,119
"Otro(a) pariente (018)",1380,28,497,508,166,130,51
"Trabajador(a) del hogar (019)",15,,3,11,,1,
"Pensionistas (020)",8,,1,3,1,,3
"Otro(a) no pariente (021)",411,3,66,173,98,59,12
"Mujeres (022)",23922,347,6963,6404,4362,3778,2068
"Jefe o Jefa (023)",4547,,27,751,1291,1484,994
"Esposa(o) / compañera(o) (024)",6234,,6,1401,2214,1932,681
"Hijo(a) / hijastro(a) (025)",9673,243,5546,3261,514,107,2
"Yerno / nuera (026)",343,,3,266,67,7,
"Nieto(a) (027)",1036,83,798,146,8,1,
"Padres / suegros (028)",345,,,,9,68,268
"Otro(a) pariente (029)",1356,19,519,419,175,130,94
"Trabajador(a) del hogar (030)",36,,3,19,4,8,2
"Otro(a) no pariente (032)",352,2,61,141,80,41,27
,,,,,,,
"URBANA (033)",18125,313,5497,5452,3379,2353,1131
"Jefe o Jefa (034)",4992,,41,1036,1690,1489,736
"Esposa(o) / compañera(o) (035)",2447,,8,704,946,616,173
"Hijo(a) / hijastro(a) (036)",7671,224,4283,2728,373,62,1
"Yerno / nuera (037)",268,,2,177,81,8,
"Nieto(a) (038)",819,70,626,115,8,,
"Padres / suegros (039)",208,,,,10,49,149
"Otro(a) pariente (040)",1272,19,483,474,167,81,48
"Trabajador(a) del hogar (041)",16,,3,12,,1,
"Pensionistas (042)",5,,1,2,1,,1
"Otro(a) no pariente (043)",427,,50,204,103,47,23
"Hombres (044)",8888,166,2779,2678,1606,1151,508
"Jefe o Jefa (045)",3268,,24,680,1148,994,422
"Esposa(o) / compañera(o) (046)",199,,5,78,63,37,16
"Hijo(a) / hijastro(a) (047)",3904,119,2153,1411,196,25,
"Yerno / nuera (048)",113,,,62,45,6,
"Nieto(a) (049)",431,38,326,62,5,,
"Padres / suegros (050)",67,,,,5,15,47
"Otro(a) pariente (051)",668,9,242,273,84,44,16
"Trabajador(a) del hogar (052)",2,,,2,,,
"Pensionistas (053)",5,,1,2,1,,1
"Otro(a) no pariente (054)",231,,28,108,59,30,6
"Mujeres (055)",9237,147,2718,2774,1773,1202,623
"Jefe o Jefa (056)",1724,,17,356,542,495,314
"Esposa(o) / compañera(o) (057)",2248,,3,626,883,579,157
"Hijo(a) / hijastro(a) (058)",3767,105,2130,1317,177,37,1
"Yerno / nuera (059)",155,,2,115,36,2,
"Nieto(a) (060)",388,32,300,53,3,,
"Padres / suegros (061)",141,,,,5,34,102
"Otro(a) pariente (062)",604,10,241,201,83,37,32
"Trabajador(a) del hogar (063)",14,,3,10,,1,
"Otro(a) no pariente (065)",196,,22,96,44,17,17
,,,,,,,
"RURAL (066)",28524,422,8629,7130,4814,4776,2753
"Jefe o Jefa (067)",8360,,24,1130,2392,2966,1848
"Esposa(o) / compañera(o) (068)",4253,,7,859,1439,1401,547
"Hijo(a) / hijastro(a) (069)",12151,283,6980,4144,634,107,3
"Yerno / nuera (070)",346,,6,244,83,13,
"Nieto(a) (071)",1286,106,999,171,9,1,
"Padres / suegros (072)",290,,,,4,48,238
"Otro(a) pariente (073)",1464,28,533,453,174,179,97
"Trabajador(a) del hogar (074)",35,,3,18,4,8,2
"Pensionistas (075)",3,,,1,,,2
"Otro(a) no pariente (076)",336,5,77,110,75,53,16
"Hombres (077)",13839,222,4384,3500,2225,2200,1308
"Jefe o Jefa (078)",5537,,14,735,1643,1977,1168
"Esposa(o) / compañera(o) (079)",267,,4,84,108,48,23
"Hijo(a) / hijastro(a) (080)",6245,145,3564,2200,297,37,2
"Yerno / nuera (081)",158,,5,93,52,8,
"Nieto(a) (082)",638,55,501,78,4,,
"Padres / suegros (083)",86,,,,,14,72
"Otro(a) pariente (084)",712,19,255,235,82,86,35
"Trabajador(a) del hogar (085)",13,,3,9,,1,
"Pensionistas (086)",3,,,1,,,2
"Otro(a) no pariente (087)",180,3,38,65,39,29,6
"Mujeres (088)",14685,200,4245,3630,2589,2576,1445
"Jefe o Jefa (089)",2823,,10,395,749,989,680
"Esposa(o) / compañera(o) (090)",3986,,3,775,1331,1353,524
"Hijo(a) / hijastro(a) (091)",5906,138,3416,1944,337,70,1
"Yerno / nuera (092)",188,,1,151,31,5,
"Nieto(a) (093)",648,51,498,93,5,1,
"Padres / suegros (094)",204,,,,4,34,166
"Otro(a) pariente (095)",752,9,278,218,92,93,62
"Trabajador(a) del hogar (096)",22,,,9,4,7,2
"Otro(a) no pariente (098)",156,2,39,45,36,24,10
