"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MARISCAL CACERES (000)",43756,10676,13518,10432,6833,2297
"Hombres (001)",23342,5511,7149,5699,3841,1142
"Mujeres (002)",20414,5165,6369,4733,2992,1155
"PEA (003)",20852,733,7117,7346,4701,955
"Hombres (004)",15326,553,5219,5312,3471,771
"Mujeres (005)",5526,180,1898,2034,1230,184
"Ocupada (006)",20469,717,6917,7243,4647,945
"Hombres (007)",15061,542,5088,5243,3426,762
"Mujeres (008)",5408,175,1829,2000,1221,183
"Desocupada (009)",383,16,200,103,54,10
"Hombres (010)",265,11,131,69,45,9
"Mujeres (011)",118,5,69,34,9,1
"No PEA (012)",22904,9943,6401,3086,2132,1342
"Hombres (013)",8016,4958,1930,387,370,371
"Mujeres (014)",14888,4985,4471,2699,1762,971
,,,,,,
"URBANA (018)",27569,6309,8510,6640,4511,1599
"Hombres (019)",14132,3209,4356,3408,2406,753
"Mujeres (020)",13437,3100,4154,3232,2105,846
"PEA (021)",13148,388,4299,4745,3109,607
"Hombres (022)",8961,280,2921,3150,2143,467
"Mujeres (023)",4187,108,1378,1595,966,140
"Ocupada (024)",12879,379,4169,4672,3060,599
"Hombres (025)",8779,273,2844,3101,2102,459
"Mujeres (026)",4100,106,1325,1571,958,140
"Desocupada (027)",269,9,130,73,49,8
"Hombres (028)",182,7,77,49,41,8
"Mujeres (029)",87,2,53,24,8,
"No PEA (030)",14421,5921,4211,1895,1402,992
"Hombres (031)",5171,2929,1435,258,263,286
"Mujeres (032)",9250,2992,2776,1637,1139,706
,,,,,,
"RURAL (036)",16187,4367,5008,3792,2322,698
"Hombres (037)",9210,2302,2793,2291,1435,389
"Mujeres (038)",6977,2065,2215,1501,887,309
"PEA (039)",7704,345,2818,2601,1592,348
"Hombres (040)",6365,273,2298,2162,1328,304
"Mujeres (041)",1339,72,520,439,264,44
"Ocupada (042)",7590,338,2748,2571,1587,346
"Hombres (043)",6282,269,2244,2142,1324,303
"Mujeres (044)",1308,69,504,429,263,43
"Desocupada (045)",114,7,70,30,5,2
"Hombres (046)",83,4,54,20,4,1
"Mujeres (047)",31,3,16,10,1,1
"No PEA (048)",8483,4022,2190,1191,730,350
"Hombres (049)",2845,2029,495,129,107,85
"Mujeres (050)",5638,1993,1695,1062,623,265
