"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia NAZCA (000)",51670,1706,641,14060,21894,3315,4835,1932,3287
"Hombres (001)",26489,426,329,6992,11853,1680,2311,1150,1748
"Mujeres (002)",25181,1280,312,7068,10041,1635,2524,782,1539
"PEA (003)",24276,484,16,3586,11007,2006,3526,1130,2521
"Hombres (004)",16278,178,8,2316,7998,1316,2092,825,1545
"Mujeres (005)",7998,306,8,1270,3009,690,1434,305,976
"Ocupada (006)",23355,459,14,3458,10562,1925,3397,1100,2440
"Hombres (007)",15689,167,7,2219,7691,1272,2027,807,1499
"Mujeres (008)",7666,292,7,1239,2871,653,1370,293,941
"Desocupada (009)",921,25,2,128,445,81,129,30,81
"Hombres (010)",589,11,1,97,307,44,65,18,46
"Mujeres (011)",332,14,1,31,138,37,64,12,35
"No PEA (012)",27394,1222,625,10474,10887,1309,1309,802,766
"Hombres (013)",10211,248,321,4676,3855,364,219,325,203
"Mujeres (014)",17183,974,304,5798,7032,945,1090,477,563
,,,,,,,,,
"URBANA (018)",45333,1182,593,11762,19153,3064,4547,1851,3181
"Hombres (019)",22997,275,308,5704,10244,1544,2146,1097,1679
"Mujeres (020)",22336,907,285,6058,8909,1520,2401,754,1502
"PEA (021)",21383,307,15,2723,9614,1873,3324,1090,2437
"Hombres (022)",14109,94,7,1691,6876,1222,1947,790,1482
"Mujeres (023)",7274,213,8,1032,2738,651,1377,300,955
"Ocupada (024)",20586,289,13,2628,9230,1798,3209,1060,2359
"Hombres (025)",13615,89,6,1621,6616,1180,1892,772,1439
"Mujeres (026)",6971,200,7,1007,2614,618,1317,288,920
"Desocupada (027)",797,18,2,95,384,75,115,30,78
"Hombres (028)",494,5,1,70,260,42,55,18,43
"Mujeres (029)",303,13,1,25,124,33,60,12,35
"No PEA (030)",23950,875,578,9039,9539,1191,1223,761,744
"Hombres (031)",8888,181,301,4013,3368,322,199,307,197
"Mujeres (032)",15062,694,277,5026,6171,869,1024,454,547
,,,,,,,,,
"RURAL (036)",6337,524,48,2298,2741,251,288,81,106
"Hombres (037)",3492,151,21,1288,1609,136,165,53,69
"Mujeres (038)",2845,373,27,1010,1132,115,123,28,37
"PEA (039)",2893,177,1,863,1393,133,202,40,84
"Hombres (040)",2169,84,1,625,1122,94,145,35,63
"Mujeres (041)",724,93,,238,271,39,57,5,21
"Ocupada (042)",2769,170,1,830,1332,127,188,40,81
"Hombres (043)",2074,78,1,598,1075,92,135,35,60
"Mujeres (044)",695,92,,232,257,35,53,5,21
"Desocupada (045)",124,7,,33,61,6,14,,3
"Hombres (046)",95,6,,27,47,2,10,,3
"Mujeres (047)",29,1,,6,14,4,4,,
"No PEA (048)",3444,347,47,1435,1348,118,86,41,22
"Hombres (049)",1323,67,20,663,487,42,20,18,6
"Mujeres (050)",2121,280,27,772,861,76,66,23,16
