"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Obreros construc.,conf.,papel, fab., instr. (092)",623,93,247,279,3,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2022,95,1340,86,,489,12
"Otra (094)",11,11,,,,,
"Ocupación no especificada (095)",40,13,19,5,,3,
"Mujeres (096)",1531,302,229,577,14,165,244
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,3,,,1,,
"Profes., científicos e intelectuales (098)",82,71,,11,,,
"Técnicos de nivel medio y trab. asimilados (099)",40,33,,4,3,,
"Jefes y empleados de oficina (100)",54,53,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",389,92,3,254,3,37,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",141,,2,133,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",87,,63,23,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",17,,5,11,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",664,40,146,114,,120,244
"Otra (106)",2,2,,,,,
"Ocupación no especificada (107)",51,8,10,27,1,5,
