"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia QUISPICANCHI (000)",866,236,630
"Sin nivel (001)",60,9,51
"Primaria (003)",349,90,259
"Secundaria (004)",349,101,248
"Superior no univ. incompleta (005)",27,10,17
"Superior no univ. completa (006)",38,12,26
"Superior univ. incompleta (007)",19,9,10
"Superior univ. completa (008)",24,5,19
"Hombres (010)",667,170,497
"Sin nivel (011)",35,6,29
"Primaria (013)",274,64,210
"Secundaria (014)",296,81,215
"Superior no univ. incompleta (015)",20,8,12
"Superior no univ. completa (016)",21,7,14
"Superior univ. incompleta (017)",8,1,7
"Superior univ. completa (018)",13,3,10
"Mujeres (020)",199,66,133
"Sin nivel (021)",25,3,22
"Primaria (023)",75,26,49
"Secundaria (024)",53,20,33
"Superior no univ. incompleta (025)",7,2,5
"Superior no univ. completa (026)",17,5,12
"Superior univ. incompleta (027)",11,8,3
"Superior univ. completa (028)",11,2,9
,,,
"AREA URBANA (030)",380,94,286
"Sin nivel (031)",15,1,14
"Primaria (033)",101,21,80
"Secundaria (034)",176,41,135
"Superior no univ. incompleta (035)",22,9,13
"Superior no univ. completa (036)",31,10,21
"Superior univ. incompleta (037)",15,8,7
"Superior univ. completa (038)",20,4,16
"Hombres (040)",270,54,216
"Sin nivel (041)",5,,5
"Primaria (043)",77,13,64
"Secundaria (044)",140,26,114
"Superior no univ. incompleta (045)",16,7,9
"Superior no univ. completa (046)",16,5,11
"Superior univ. incompleta (047)",6,1,5
"Superior univ. completa (048)",10,2,8
"Mujeres (050)",110,40,70
"Sin nivel (051)",10,1,9
"Primaria (053)",24,8,16
"Secundaria (054)",36,15,21
"Superior no univ. incompleta (055)",6,2,4
"Superior no univ. completa (056)",15,5,10
"Superior univ. incompleta (057)",9,7,2
"Superior univ. completa (058)",10,2,8
,,,
"AREA RURAL (060)",486,142,344
"Sin nivel (061)",45,8,37
"Primaria (063)",248,69,179
"Secundaria (064)",173,60,113
"Superior no univ. incompleta (065)",5,1,4
"Superior no univ. completa (066)",7,2,5
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",4,1,3
"Hombres (070)",397,116,281
"Sin nivel (071)",30,6,24
"Primaria (073)",197,51,146
"Secundaria (074)",156,55,101
"Superior no univ. incompleta (075)",4,1,3
"Superior no univ. completa (076)",5,2,3
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",3,1,2
"Mujeres (080)",89,26,63
"Sin nivel (081)",15,2,13
"Primaria (083)",51,18,33
"Secundaria (084)",17,5,12
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",2,,2
"Superior univ. incompleta (087)",2,1,1
"Superior univ. completa (088)",1,,1
