"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia OTUZCO",,,,,,,
"Viviendas particulares (001)",21965,1604,937,198,17863,678,685
"Ocupantes presentes (002)",88633,5833,3996,806,72687,2662,2649
"Casa independiente",,,,,,,
"Viviendas particulares (004)",21690,1516,934,195,17705,667,673
"Ocupantes presentes (005)",87585,5546,3989,795,72035,2617,2603
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",23,20,,,3,,
"Ocupantes presentes (008)",55,44,,,11,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",28,18,,,10,,
"Ocupantes presentes (011)",123,57,,,66,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",73,44,,,25,1,3
"Ocupantes presentes (014)",307,163,,,125,3,16
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",142,5,3,3,115,8,8
"Ocupantes presentes (017)",532,20,7,11,433,32,29
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,1,,,1,1,
"Ocupantes presentes (020)",12,3,,,2,7,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",2,,,,1,,1
"Ocupantes presentes (023)",6,,,,5,,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,,,,3,1,
"Ocupantes presentes (026)",13,,,,10,3,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",5699,1057,536,71,3766,107,162
"Ocupantes presentes (029)",21010,3694,2183,251,13943,411,528
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5569,974,536,71,3725,104,159
"Ocupantes presentes (032)",20502,3427,2183,251,13731,398,512
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",23,20,,,3,,
"Ocupantes presentes (035)",55,44,,,11,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",28,18,,,10,,
"Ocupantes presentes (038)",123,57,,,66,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",73,44,,,25,1,3
"Ocupantes presentes (041)",307,163,,,125,3,16
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,1,,,1,1,
"Ocupantes presentes (047)",12,3,,,2,7,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,1,,
"Ocupantes presentes (050)",5,,,,5,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,1,1,
"Ocupantes presentes (053)",6,,,,3,3,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",16266,547,401,127,14097,571,523
"Ocupantes presentes (056)",67623,2139,1813,555,58744,2251,2121
"Casa independiente",,,,,,,
"Viviendas particulares (058)",16121,542,398,124,13980,563,514
"Ocupantes presentes (059)",67083,2119,1806,544,58304,2219,2091
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",142,5,3,3,115,8,8
"Ocupantes presentes (071)",532,20,7,11,433,32,29
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,,1
"Ocupantes presentes (077)",1,,,,,,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,,,,2,,
"Ocupantes presentes (080)",7,,,,7,,
