"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARAZ (000)",52505,527,16737,19351,12829,3061
"Empleado (001)",17207,61,5742,7416,3800,188
"Obrero (002)",8073,47,3156,2807,1720,343
"Trabajador independiente (003)",21217,106,5246,7527,6159,2179
"Empleador o patrono (004)",952,,238,386,269,59
"Trabajador familiar no remunerado (005)",3458,285,1427,804,676,266
"Trabajador del hogar (006)",1598,28,928,411,205,26
"Hombres (008)",33984,330,10543,12363,8440,2308
"Empleado (009)",9528,30,2885,4159,2313,141
"Obrero (010)",7345,42,2874,2556,1569,304
"Trabajador independiente (011)",14751,73,3756,5072,4158,1692
"Empleador o patrono (012)",663,,156,267,190,50
"Trabajador familiar no remunerado (013)",1636,182,840,298,199,117
"Trabajador del hogar (014)",61,3,32,11,11,4
"Mujeres (016)",18521,197,6194,6988,4389,753
"Empleado (017)",7679,31,2857,3257,1487,47
"Obrero (018)",728,5,282,251,151,39
"Trabajador independiente (019)",6466,33,1490,2455,2001,487
"Empleador o patrono (020)",289,,82,119,79,9
"Trabajador familiar no remunerado (021)",1822,103,587,506,477,149
"Trabajador del hogar (022)",1537,25,896,400,194,22
,,,,,,
"URBANA (024)",41493,386,13294,15924,10085,1804
"Empleado (025)",16494,60,5439,7138,3684,173
"Obrero (026)",5630,41,2208,1989,1178,214
"Trabajador independiente (027)",15236,84,3944,5618,4398,1192
"Empleador o patrono (028)",881,,219,362,248,52
"Trabajador familiar no remunerado (029)",1851,179,692,445,384,151
"Trabajador del hogar (030)",1401,22,792,372,193,22
"Hombres (032)",25203,237,7890,9610,6207,1259
"Empleado (033)",9026,30,2688,3960,2218,130
"Obrero (034)",5117,36,2012,1806,1063,200
"Trabajador independiente (035)",9636,55,2672,3451,2637,821
"Empleador o patrono (036)",601,,140,246,171,44
"Trabajador familiar no remunerado (037)",768,115,348,136,108,61
"Trabajador del hogar (038)",55,1,30,11,10,3
"Mujeres (040)",16290,149,5404,6314,3878,545
"Empleado (041)",7468,30,2751,3178,1466,43
"Obrero (042)",513,5,196,183,115,14
"Trabajador independiente (043)",5600,29,1272,2167,1761,371
"Empleador o patrono (044)",280,,79,116,77,8
"Trabajador familiar no remunerado (045)",1083,64,344,309,276,90
"Trabajador del hogar (046)",1346,21,762,361,183,19
,,,,,,
"RURAL (048)",11012,141,3443,3427,2744,1257
"Empleado (049)",713,1,303,278,116,15
"Obrero (050)",2443,6,948,818,542,129
"Trabajador independiente (051)",5981,22,1302,1909,1761,987
"Empleador o patrono (052)",71,,19,24,21,7
"Trabajador familiar no remunerado (053)",1607,106,735,359,292,115
"Trabajador del hogar (054)",197,6,136,39,12,4
"Hombres (056)",8781,93,2653,2753,2233,1049
"Empleado (057)",502,,197,199,95,11
"Obrero (058)",2228,6,862,750,506,104
"Trabajador independiente (059)",5115,18,1084,1621,1521,871
"Empleador o patrono (060)",62,,16,21,19,6
"Trabajador familiar no remunerado (061)",868,67,492,162,91,56
"Trabajador del hogar (062)",6,2,2,,1,1
"Mujeres (064)",2231,48,790,674,511,208
"Empleado (065)",211,1,106,79,21,4
"Obrero (066)",215,,86,68,36,25
"Trabajador independiente (067)",866,4,218,288,240,116
"Empleador o patrono (068)",9,,3,3,2,1
"Trabajador familiar no remunerado (069)",739,39,243,197,201,59
"Trabajador del hogar (070)",191,4,134,39,11,3
