"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ACOMAYO (000)",7633,5977,1034,321,301
"Empleado (001)",683,194,143,153,193
"Obrero (002)",1069,618,192,152,107
"Trabajador independiente (003)",4047,3544,503,,
"Empleador o patrono (004)",195,165,21,8,1
"Trabajador familiar no remunerado (005)",1555,1372,175,8,
"Trabajador del hogar (006)",84,84,,,
"De 06 a 14 años (008)",198,174,19,5,
"Empleado (009)",6,5,,1,
"Obrero (010)",11,9,1,1,
"Trabajador independiente (011)",19,14,5,,
"Trabajador familiar no remunerado (013)",142,126,13,3,
"Trabajador del hogar (014)",20,20,,,
"De 15 a 29 años (016)",1863,1458,247,86,72
"Empleado (017)",201,91,37,28,45
"Obrero (018)",354,211,64,53,26
"Trabajador independiente (019)",740,664,76,,
"Empleador o patrono (020)",30,23,4,2,1
"Trabajador familiar no remunerado (021)",502,433,66,3,
"Trabajador del hogar (022)",36,36,,,
"De 30 a 44 años (024)",2824,2123,409,140,152
"Empleado (025)",300,67,65,70,98
"Obrero (026)",434,230,85,65,54
"Trabajador independiente (027)",1540,1343,197,,
"Empleador o patrono (028)",78,69,6,3,
"Trabajador familiar no remunerado (029)",456,398,56,2,
"Trabajador del hogar (030)",16,16,,,
"De 45 a 64 años (032)",2014,1585,274,83,72
"Empleado (033)",164,26,39,51,48
"Obrero (034)",227,135,38,30,24
"Trabajador independiente (035)",1246,1081,165,,
"Empleador o patrono (036)",53,45,6,2,
"Trabajador familiar no remunerado (037)",314,288,26,,
"Trabajador del hogar (038)",10,10,,,
"De 65 y más años (040)",734,637,85,7,5
"Empleado (041)",12,5,2,3,2
"Obrero (042)",43,33,4,3,3
"Trabajador independiente (043)",502,442,60,,
"Empleador o patrono (044)",34,28,5,1,
"Trabajador familiar no remunerado (045)",141,127,14,,
"Trabajador del hogar (046)",2,2,,,
,,,,,
"URBANA (048)",4486,3351,636,275,224
"Empleado (049)",564,142,115,133,174
"Obrero (050)",633,346,109,128,50
"Trabajador independiente (051)",2243,1949,294,,
"Empleador o patrono (052)",102,81,14,7,
"Trabajador familiar no remunerado (053)",891,780,104,7,
"Trabajador del hogar (054)",53,53,,,
"De 06 a 14 años (056)",129,105,19,5,
"Empleado (057)",3,2,,1,
