"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONTRALMIRANTE VILLAR (000)",335,76,259
"De 14 a 29 años (001)",150,49,101
"De 30 a 44 años (002)",115,25,90
"De 45 a 64 años (003)",61,2,59
"De 65 y más años (004)",9,,9
"Hombres (005)",268,49,219
"De 14 a 29 años (006)",116,34,82
"De 30 a 44 años (007)",91,14,77
"De 45 a 64 años (008)",53,1,52
"De 65 y más años (009)",8,,8
"Mujeres (010)",67,27,40
"De 14 a 29 años (011)",34,15,19
"De 30 a 44 años (012)",24,11,13
"De 45 a 64 años (013)",8,1,7
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",238,61,177
"De 14 a 29 años (016)",109,36,73
"De 30 a 44 años (017)",83,23,60
"De 45 a 64 años (018)",43,2,41
"De 65 y más años (019)",3,,3
"Hombres (020)",175,38,137
"De 14 a 29 años (021)",79,25,54
"De 30 a 44 años (022)",59,12,47
"De 45 a 64 años (023)",35,1,34
"De 65 y más años (024)",2,,2
"Mujeres (025)",63,23,40
"De 14 a 29 años (026)",30,11,19
"De 30 a 44 años (027)",24,11,13
"De 45 a 64 años (028)",8,1,7
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",97,15,82
"De 14 a 29 años (031)",41,13,28
"De 30 a 44 años (032)",32,2,30
"De 45 a 64 años (033)",18,,18
"De 65 y más años (034)",6,,6
"Hombres (035)",93,11,82
"De 14 a 29 años (036)",37,9,28
"De 30 a 44 años (037)",32,2,30
"De 45 a 64 años (038)",18,,18
"De 65 y más años (039)",6,,6
"Mujeres (040)",4,4,
"De 14 a 29 años (041)",4,4,
